"submit.date","submit.time","trial.num","gazeLength","interval","numPic","browser","comments","condition","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","day.and.time","intervalNum","trials","trial_category","include","first.trial","numPicN","block","subid","final_faceIdx","include_good_rt","condition_trial","correct","mean_acc_exp","correct_exposure","rt_exposure"
"Jan 09 2015","05:04:06",28,"Live","Three",4,"Firefox","          ","SocialFirst",11,"Same",0,"Novel81",2,"Novel81",1,274,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"test",TRUE,FALSE,4,"second",1,-1,"exclude","no-social",TRUE,1,NA,1858
"Jan 09 2015","05:04:06",29,"Live","Three",4,"Firefox","          ","SocialFirst",12,"Switch",0,"Novel111",1,"Novel140",3,488,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"exposure",TRUE,FALSE,4,"second",1,-1,"include","no-social",NA,1,NA,488
"Jan 09 2015","05:04:06",30,"Live","Three",4,"Firefox","          ","SocialFirst",13,"Same",1,"Novel77",3,"Novel77",3,644,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"exposure",TRUE,FALSE,4,"second",1,-1,"include","no-social",NA,1,NA,644
"Jan 09 2015","05:04:06",31,"Live","Three",4,"Firefox","          ","SocialFirst",14,"Switch",1,"Novel62",0,"Novel11",1,661,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"exposure",TRUE,FALSE,4,"second",1,-1,"include","no-social",NA,1,NA,661
"Jan 09 2015","05:04:06",32,"Live","Three",4,"Firefox","          ","SocialFirst",15,"Same",1,"Novel93",3,"Novel93",3,1341,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"exposure",TRUE,FALSE,4,"second",1,-1,"include","no-social",NA,1,NA,1341
"Jan 09 2015","05:04:06",33,"Live","Three",4,"Firefox","          ","SocialFirst",12,"Switch",0,"Novel55",0,"Novel140",3,490,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"test",TRUE,FALSE,4,"second",1,-1,"include","no-social",FALSE,1,NA,488
"Jan 09 2015","05:04:06",34,"Live","Three",4,"Firefox","          ","SocialFirst",13,"Same",1,"Novel40",2,"Novel77",3,513,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"test",TRUE,FALSE,4,"second",1,-1,"include","no-social",FALSE,1,NA,644
"Jan 09 2015","05:04:06",35,"Live","Three",4,"Firefox","          ","SocialFirst",14,"Switch",1,"Novel11",1,"Novel11",1,539,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"test",TRUE,FALSE,4,"second",1,-1,"include","no-social",TRUE,1,NA,661
"Jan 09 2015","05:04:06",36,"Live","Three",4,"Firefox","          ","SocialFirst",15,"Same",1,"Novel93",3,"Novel93",3,540,"straight-ahead",-1,"(Jan 09 2015 05:04:06)",3,36,"test",TRUE,FALSE,4,"second",1,-1,"include","no-social",TRUE,1,NA,1341
"Dec 05 2014","12:00:52",1,"Live","Zero",4,"Chrome","          ","No-socialFirst",0,"Switch",1,"squirrel",0,"",0,3184,"up-left-4sec",0,"(Dec 05 2014 12:00:52)",0,36,"example",TRUE,FALSE,4,"first",2,2,"include","no-social",FALSE,0.125,NA,5650
"Dec 05 2014","12:00:52",2,"Live","Zero",4,"Chrome","          ","No-socialFirst",0,"Switch",1,"squirrel",0,"",0,2975,"up-left-4sec",0,"(Dec 05 2014 12:00:52)",0,36,"example",TRUE,FALSE,4,"first",2,2,"include","no-social",FALSE,0.125,NA,5650
"Dec 05 2014","12:00:52",3,"Live","Zero",4,"Chrome","          ","No-socialFirst",0,"Switch",1,"tomato",1,"",0,2756,"up-right-4sec",0,"(Dec 05 2014 12:00:52)",0,36,"example",TRUE,FALSE,4,"first",2,2,"include","no-social",FALSE,0.125,NA,5650
"Dec 05 2014","12:00:52",4,"Live","Zero",4,"Chrome","          ","No-socialFirst",0,"Switch",1,"tomato",2,"",0,1950,"down-left-4sec",0,"(Dec 05 2014 12:00:52)",0,36,"example",TRUE,TRUE,4,"first",2,2,"include","no-social",TRUE,0.125,NA,5650
"Dec 05 2014","12:00:52",5,"Live","Zero",4,"Chrome","          ","No-socialFirst",0,"Switch",1,"Novel134",1,"Novel35",0,5650,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,5650
"Dec 05 2014","12:00:52",6,"Live","Zero",4,"Chrome","          ","No-socialFirst",0,"Switch",1,"Novel35",0,"Novel35",0,6358,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,5650
"Dec 05 2014","12:00:52",7,"Live","Zero",4,"Chrome","          ","No-socialFirst",1,"Same",0,"Novel20",1,"Novel20",1,3796,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,3796
"Dec 05 2014","12:00:52",8,"Live","Zero",4,"Chrome","          ","No-socialFirst",1,"Same",0,"Novel20",0,"Novel20",1,2013,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,3796
"Dec 05 2014","12:00:52",9,"Live","Zero",4,"Chrome","          ","No-socialFirst",2,"Switch",0,"Novel100",2,"Novel138",0,4488,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,4488
"Dec 05 2014","12:00:52",10,"Live","Zero",4,"Chrome","          ","No-socialFirst",2,"Switch",0,"Novel138",2,"Novel138",0,2282,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,4488
"Dec 05 2014","12:00:52",11,"Live","Zero",4,"Chrome","          ","No-socialFirst",3,"Same",0,"Novel21",2,"Novel21",2,2909,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,2909
"Dec 05 2014","12:00:52",12,"Live","Zero",4,"Chrome","          ","No-socialFirst",3,"Same",0,"Novel21",1,"Novel21",2,1618,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,2909
"Dec 05 2014","12:00:52",13,"Live","Zero",4,"Chrome","          ","No-socialFirst",4,"Switch",0,"Novel98",2,"Novel47",3,3895,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,3895
"Dec 05 2014","12:00:52",14,"Live","Zero",4,"Chrome","          ","No-socialFirst",4,"Switch",0,"Novel47",2,"Novel47",3,2075,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,3895
"Dec 05 2014","12:00:52",15,"Live","Zero",4,"Chrome","          ","No-socialFirst",5,"Same",1,"Novel104",2,"Novel104",2,5933,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,5933
"Dec 05 2014","12:00:52",16,"Live","Zero",4,"Chrome","          ","No-socialFirst",5,"Same",1,"Novel104",2,"Novel104",2,2838,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,5933
"Dec 05 2014","12:00:52",17,"Live","Zero",4,"Chrome","          ","No-socialFirst",6,"Switch",1,"Novel64",1,"Novel109",2,8284,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,8284
"Dec 05 2014","12:00:52",18,"Live","Zero",4,"Chrome","          ","No-socialFirst",6,"Switch",1,"Novel109",2,"Novel109",2,1331,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,8284
"Dec 05 2014","12:00:52",19,"Live","Zero",4,"Chrome","          ","No-socialFirst",7,"Same",1,"Novel83",1,"Novel83",1,4312,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"first",2,-1,"include","no-social",NA,0.125,NA,4312
"Dec 05 2014","12:00:52",20,"Live","Zero",4,"Chrome","          ","No-socialFirst",7,"Same",1,"Novel83",1,"Novel83",1,2363,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"first",2,-1,"include","no-social",TRUE,0.125,NA,4312
"Dec 05 2014","12:00:52",21,"Live","Zero",4,"Chrome","          ","No-socialFirst",8,"Switch",1,"Novel25",0,"Novel22",3,2180,"up-left-4sec",1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,0,"include","social",TRUE,0.125,TRUE,2180
"Dec 05 2014","12:00:52",22,"Live","Zero",4,"Chrome","          ","No-socialFirst",8,"Switch",1,"Novel22",3,"Novel22",3,2077,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"include","social",TRUE,0.125,TRUE,2180
"Dec 05 2014","12:00:52",23,"Live","Zero",4,"Chrome","          ","No-socialFirst",9,"Same",0,"Novel96",0,"Novel96",0,3829,"down-right-4sec",2,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,3,"include","social",FALSE,0.125,FALSE,3829
"Dec 05 2014","12:00:52",24,"Live","Zero",4,"Chrome","          ","No-socialFirst",9,"Same",0,"Novel96",2,"Novel96",0,1858,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"include","social",TRUE,0.125,FALSE,3829
"Dec 05 2014","12:00:52",25,"Live","Zero",4,"Chrome","          ","No-socialFirst",10,"Switch",0,"Novel130",3,"Novel94",1,1933,"up-left-4sec",1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,0,"include","social",FALSE,0.125,FALSE,1933
"Dec 05 2014","12:00:52",26,"Live","Zero",4,"Chrome","          ","No-socialFirst",10,"Switch",0,"Novel13",2,"Novel94",1,1614,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"include","social",FALSE,0.125,FALSE,1933
"Dec 05 2014","12:00:52",27,"Live","Zero",4,"Chrome","          ","No-socialFirst",11,"Same",0,"Novel32",1,"Novel32",1,3649,"up-left-4sec",1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,0,"include","social",FALSE,0.125,FALSE,3649
"Dec 05 2014","12:00:52",28,"Live","Zero",4,"Chrome","          ","No-socialFirst",11,"Same",0,"Novel32",2,"Novel32",1,1444,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"include","social",TRUE,0.125,FALSE,3649
"Dec 05 2014","12:00:52",29,"Live","Zero",4,"Chrome","          ","No-socialFirst",12,"Switch",0,"Novel55",2,"Novel84",1,2409,"up-right-4sec",3,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,1,"include","social",FALSE,0.125,FALSE,2409
"Dec 05 2014","12:00:52",30,"Live","Zero",4,"Chrome","          ","No-socialFirst",12,"Switch",0,"Novel9",2,"Novel84",1,37,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"exclude","social",FALSE,0.125,FALSE,2409
"Dec 05 2014","12:00:52",31,"Live","Zero",4,"Chrome","          ","No-socialFirst",13,"Same",1,"Novel51",3,"Novel51",3,2102,"down-left-4sec",0,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,2,"include","social",FALSE,0.125,FALSE,2102
"Dec 05 2014","12:00:52",32,"Live","Zero",4,"Chrome","          ","No-socialFirst",13,"Same",1,"Novel51",3,"Novel51",3,1429,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"include","social",TRUE,0.125,FALSE,2102
"Dec 05 2014","12:00:52",33,"Live","Zero",4,"Chrome","          ","No-socialFirst",14,"Switch",1,"Novel72",1,"Novel44",3,2069,"down-left-4sec",0,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,2,"include","social",FALSE,0.125,FALSE,2069
"Dec 05 2014","12:00:52",34,"Live","Zero",4,"Chrome","          ","No-socialFirst",14,"Switch",1,"Novel44",3,"Novel44",3,2398,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"include","social",TRUE,0.125,FALSE,2069
"Dec 05 2014","12:00:52",35,"Live","Zero",4,"Chrome","          ","No-socialFirst",15,"Same",1,"Novel33",2,"Novel33",2,3300,"up-left-4sec",1,"(Dec 05 2014 12:00:52)",0,36,"exposure",TRUE,FALSE,4,"second",2,0,"include","social",FALSE,0.125,FALSE,3300
"Dec 05 2014","12:00:52",36,"Live","Zero",4,"Chrome","          ","No-socialFirst",15,"Same",1,"Novel33",2,"Novel33",2,1380,"straight-ahead",-1,"(Dec 05 2014 12:00:52)",0,36,"test",TRUE,FALSE,4,"second",2,-1,"include","social",TRUE,0.125,FALSE,3300
"Jan 09 2015","07:05:33",1,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"squirrel",0,"",0,3096,"up-left-4sec",0,"(Jan 09 2015 07:05:33)",3,36,"example",TRUE,FALSE,4,"first",3,2,"include","no-social",FALSE,0.875,NA,6409
"Jan 09 2015","07:05:33",2,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"squirrel",0,"",0,1089,"up-left-4sec",0,"(Jan 09 2015 07:05:33)",3,36,"example",TRUE,FALSE,4,"first",3,2,"include","no-social",FALSE,0.875,NA,6409
"Jan 09 2015","07:05:33",3,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"tomato",1,"",0,996,"up-right-4sec",0,"(Jan 09 2015 07:05:33)",3,36,"example",TRUE,FALSE,4,"first",3,2,"include","no-social",FALSE,0.875,NA,6409
"Jan 09 2015","07:05:33",4,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"tomato",2,"",0,872,"down-left-4sec",0,"(Jan 09 2015 07:05:33)",3,36,"example",TRUE,FALSE,4,"first",3,2,"include","no-social",TRUE,0.875,NA,6409
"Jan 09 2015","07:05:33",5,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"Novel130",1,"Novel130",1,6409,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,6409
"Jan 09 2015","07:05:33",6,"Live","Three",4,"Safari","          ","No-socialFirst",1,"Switch",1,"Novel80",0,"Novel23",1,5911,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,5911
"Jan 09 2015","07:05:33",7,"Live","Three",4,"Safari","          ","No-socialFirst",2,"Same",0,"Novel18",2,"Novel18",2,3145,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,3145
"Jan 09 2015","07:05:33",8,"Live","Three",4,"Safari","          ","No-socialFirst",3,"Switch",0,"Novel109",1,"Novel92",3,4529,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,4529
"Jan 09 2015","07:05:33",9,"Live","Three",4,"Safari","          ","No-socialFirst",0,"Same",1,"Novel130",1,"Novel130",1,1837,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,TRUE,4,"first",3,-1,"include","no-social",TRUE,0.875,NA,6409
"Jan 09 2015","07:05:33",10,"Live","Three",4,"Safari","          ","No-socialFirst",1,"Switch",1,"Novel10",2,"Novel23",1,3700,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,FALSE,4,"first",3,-1,"include","no-social",FALSE,0.875,NA,5911
"Jan 09 2015","07:05:33",11,"Live","Three",4,"Safari","          ","No-socialFirst",2,"Same",0,"Novel18",1,"Novel18",2,4868,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,FALSE,4,"first",3,-1,"include","no-social",TRUE,0.875,NA,3145
"Jan 09 2015","07:05:33",12,"Live","Three",4,"Safari","          ","No-socialFirst",3,"Switch",0,"Novel112",2,"Novel92",3,4284,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,FALSE,4,"first",3,-1,"include","no-social",FALSE,0.875,NA,4529
"Jan 09 2015","07:05:33",13,"Live","Three",4,"Safari","          ","No-socialFirst",4,"Same",1,"Novel30",0,"Novel30",0,5485,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,5485
"Jan 09 2015","07:05:33",14,"Live","Three",4,"Safari","          ","No-socialFirst",5,"Switch",1,"Novel12",3,"Novel60",0,5224,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,5224
"Jan 09 2015","07:05:33",15,"Live","Three",4,"Safari","          ","No-socialFirst",6,"Same",0,"Novel39",1,"Novel39",1,2586,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,2586
"Jan 09 2015","07:05:33",16,"Live","Three",4,"Safari","          ","No-socialFirst",7,"Switch",0,"Novel135",1,"Novel136",2,3303,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"exposure",TRUE,FALSE,4,"first",3,-1,"include","no-social",NA,0.875,NA,3303
"Jan 09 2015","07:05:33",17,"Live","Three",4,"Safari","          ","No-socialFirst",4,"Same",1,"Novel30",0,"Novel30",0,1234,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,FALSE,4,"first",3,-1,"include","no-social",TRUE,0.875,NA,5485
"Jan 09 2015","07:05:33",18,"Live","Three",4,"Safari","          ","No-socialFirst",5,"Switch",1,"Novel67",3,"Novel60",0,2505,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,FALSE,4,"first",3,-1,"include","no-social",FALSE,0.875,NA,5224
"Jan 09 2015","07:05:33",19,"Live","Three",4,"Safari","          ","No-socialFirst",6,"Same",0,"Novel39",2,"Novel39",1,1436,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,FALSE,4,"first",3,-1,"include","no-social",TRUE,0.875,NA,2586
"Jan 09 2015","07:05:33",20,"Live","Three",4,"Safari","          ","No-socialFirst",7,"Switch",0,"Novel136",3,"Novel136",2,2477,"straight-ahead",-1,"(Jan 09 2015 07:05:33)",3,36,"test",TRUE,FALSE,4,"first",3,-1,"include","no-social",TRUE,0.875,NA,3303
