"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","trial_cat","intervalNum","include","first.trial","numPicN","correct","subids"
"Jan 10 2015","14:20:51",7,"Live","50samev50switch","Zero",4,"Chrome",1,"Same",0,"Novel126",2,"Novel126",2,1045,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",8,"Live","50samev50switch","Zero",4,"Chrome",1,"Same",0,"Novel126",3,"Novel126",2,624,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",9,"Live","50samev50switch","Zero",4,"Chrome",2,"Same",1,"Novel36",1,"Novel36",1,1121,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",10,"Live","50samev50switch","Zero",4,"Chrome",2,"Same",1,"Novel36",1,"Novel36",1,1016,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",11,"Live","50samev50switch","Zero",4,"Chrome",3,"Switch",1,"Novel111",2,"Novel10",3,1127,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",12,"Live","50samev50switch","Zero",4,"Chrome",3,"Switch",1,"Novel135",2,"Novel10",3,3062,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"2"
"Jan 10 2015","14:20:51",13,"Live","50samev50switch","Zero",4,"Chrome",4,"Same",1,"Novel99",1,"Novel99",1,804,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",14,"Live","50samev50switch","Zero",4,"Chrome",4,"Same",1,"Novel99",1,"Novel99",1,271,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",15,"Live","50samev50switch","Zero",4,"Chrome",5,"Switch",1,"Novel140",0,"Novel22",3,794,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",16,"Live","50samev50switch","Zero",4,"Chrome",5,"Switch",1,"Novel22",3,"Novel22",3,2120,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",17,"Live","50samev50switch","Zero",4,"Chrome",6,"Same",0,"Novel48",0,"Novel48",0,987,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",18,"Live","50samev50switch","Zero",4,"Chrome",6,"Same",0,"Novel48",3,"Novel48",0,837,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",19,"Live","50samev50switch","Zero",4,"Chrome",7,"Same",0,"Novel60",1,"Novel60",1,762,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",20,"Live","50samev50switch","Zero",4,"Chrome",7,"Same",0,"Novel60",3,"Novel60",1,933,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",21,"Live","50samev50switch","Zero",4,"Chrome",8,"Switch",0,"Novel1",3,"Novel15",0,1061,"down-right-4sec","3","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",22,"Live","50samev50switch","Zero",4,"Chrome",8,"Switch",0,"Novel15",2,"Novel15",0,620,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",23,"Live","50samev50switch","Zero",4,"Chrome",9,"Switch",0,"Novel27",3,"Novel139",0,1036,"down-right-4sec","3","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",24,"Live","50samev50switch","Zero",4,"Chrome",9,"Switch",0,"Novel64",1,"Novel139",0,680,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"2"
"Jan 10 2015","14:20:51",25,"Live","50samev50switch","Zero",4,"Chrome",10,"Switch",1,"Novel28",3,"Novel83",1,589,"down-right-4sec","3","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",26,"Live","50samev50switch","Zero",4,"Chrome",10,"Switch",1,"Novel128",0,"Novel83",1,433,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"2"
"Jan 10 2015","14:20:51",27,"Live","50samev50switch","Zero",4,"Chrome",11,"Switch",1,"Novel90",3,"Novel30",2,481,"down-right-4sec","3","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",28,"Live","50samev50switch","Zero",4,"Chrome",11,"Switch",1,"Novel30",2,"Novel30",2,75,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",29,"Live","50samev50switch","Zero",4,"Chrome",12,"Same",1,"Novel75",3,"Novel75",3,447,"down-right-4sec","3","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",30,"Live","50samev50switch","Zero",4,"Chrome",12,"Same",1,"Novel75",3,"Novel75",3,533,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",31,"Live","50samev50switch","Zero",4,"Chrome",13,"Switch",1,"Novel93",1,"Novel92",3,625,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",32,"Live","50samev50switch","Zero",4,"Chrome",13,"Switch",1,"Novel92",3,"Novel92",3,1796,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",33,"Live","50samev50switch","Zero",4,"Chrome",14,"Same",0,"Novel136",1,"Novel136",1,458,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",34,"Live","50samev50switch","Zero",4,"Chrome",14,"Same",0,"Novel136",3,"Novel136",1,325,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",35,"Live","50samev50switch","Zero",4,"Chrome",15,"Switch",0,"Novel46",0,"Novel119",2,823,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"2"
"Jan 10 2015","14:20:51",36,"Live","50samev50switch","Zero",4,"Chrome",15,"Switch",0,"Novel20",0,"Novel119",2,815,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"2"
"Jan 10 2015","20:22:40",1,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,733,"up-left-4sec","0","example",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",2,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,323,"up-left-4sec","0","example",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",3,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"tomato",1,"",0,279,"up-right-4sec","1","example",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",4,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"tomato",2,"",0,482,"down-left-4sec","2","example",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",5,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"Novel76",0,"Novel76",0,7980,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",6,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"Novel76",0,"Novel76",0,1505,"straight-ahead","-1","test",0,TRUE,TRUE,4,TRUE,"3"
"Jan 10 2015","20:22:40",7,"Live","75same25switch","Zero",4,"Chrome",1,"Switch",0,"Novel139",1,"Novel16",2,643,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",8,"Live","75same25switch","Zero",4,"Chrome",1,"Switch",0,"Novel123",0,"Novel16",2,4800,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"3"
"Jan 10 2015","20:22:40",9,"Live","75same25switch","Zero",4,"Chrome",2,"Same",0,"Novel41",1,"Novel41",1,707,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",10,"Live","75same25switch","Zero",4,"Chrome",2,"Same",0,"Novel41",3,"Novel41",1,2288,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",11,"Live","75same25switch","Zero",4,"Chrome",3,"Same",1,"Novel62",2,"Novel62",2,238,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",12,"Live","75same25switch","Zero",4,"Chrome",3,"Same",1,"Novel62",2,"Novel62",2,280,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",13,"Live","75same25switch","Zero",4,"Chrome",4,"Same",1,"Novel37",2,"Novel37",2,382,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",14,"Live","75same25switch","Zero",4,"Chrome",4,"Same",1,"Novel37",2,"Novel37",2,65,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",15,"Live","75same25switch","Zero",4,"Chrome",5,"Same",1,"Novel45",0,"Novel45",0,675,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",16,"Live","75same25switch","Zero",4,"Chrome",5,"Same",1,"Novel45",0,"Novel45",0,197,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",17,"Live","75same25switch","Zero",4,"Chrome",6,"Switch",0,"Novel87",1,"Novel22",0,110,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",18,"Live","75same25switch","Zero",4,"Chrome",6,"Switch",0,"Novel22",2,"Novel22",0,2043,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",19,"Live","75same25switch","Zero",4,"Chrome",7,"Same",0,"Novel44",0,"Novel44",0,792,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",20,"Live","75same25switch","Zero",4,"Chrome",7,"Same",0,"Novel127",0,"Novel44",0,655,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"3"
"Jan 10 2015","20:22:40",21,"Live","75same25switch","Zero",4,"Chrome",8,"Same",1,"Novel102",0,"Novel102",0,1349,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",22,"Live","75same25switch","Zero",4,"Chrome",8,"Same",1,"Novel102",0,"Novel102",0,653,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",23,"Live","75same25switch","Zero",4,"Chrome",9,"Same",0,"Novel47",1,"Novel47",1,331,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",24,"Live","75same25switch","Zero",4,"Chrome",9,"Same",0,"Novel52",1,"Novel47",1,476,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"3"
"Jan 10 2015","20:22:40",25,"Live","75same25switch","Zero",4,"Chrome",10,"Same",0,"Novel63",2,"Novel63",2,1265,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",26,"Live","75same25switch","Zero",4,"Chrome",10,"Same",0,"Novel63",3,"Novel63",2,250,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",27,"Live","75same25switch","Zero",4,"Chrome",11,"Same",1,"Novel33",2,"Novel33",2,268,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",28,"Live","75same25switch","Zero",4,"Chrome",11,"Same",1,"Novel33",2,"Novel33",2,78,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",29,"Live","75same25switch","Zero",4,"Chrome",12,"Same",1,"Novel39",2,"Novel39",2,188,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",30,"Live","75same25switch","Zero",4,"Chrome",12,"Same",1,"Novel97",0,"Novel39",2,3787,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"3"
"Jan 10 2015","20:22:40",31,"Live","75same25switch","Zero",4,"Chrome",13,"Switch",1,"Novel6",2,"Novel53",0,218,"down-left-4sec","2","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",32,"Live","75same25switch","Zero",4,"Chrome",13,"Switch",1,"Novel138",1,"Novel53",0,2431,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"3"
"Jan 10 2015","20:22:40",33,"Live","75same25switch","Zero",4,"Chrome",14,"Switch",0,"Novel9",1,"Novel116",2,400,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",34,"Live","75same25switch","Zero",4,"Chrome",14,"Switch",0,"Novel116",1,"Novel116",2,3732,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",35,"Live","75same25switch","Zero",4,"Chrome",15,"Same",0,"Novel89",0,"Novel89",0,733,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","20:22:40",36,"Live","75same25switch","Zero",4,"Chrome",15,"Same",0,"Novel89",3,"Novel89",0,1254,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"3"
"Jan 10 2015","19:06:44",1,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,3012,"up-left-4sec","0","example",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",2,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,687,"up-left-4sec","0","example",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",3,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"tomato",1,"",0,1805,"up-right-4sec","1","example",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",4,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"tomato",2,"",0,1098,"down-left-4sec","2","example",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",5,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"Novel50",1,"Novel50",1,3119,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",6,"Live","75same25switch","Zero",4,"Chrome",0,"Same",1,"Novel50",1,"Novel50",1,1476,"straight-ahead","-1","test",0,TRUE,TRUE,4,TRUE,"4"
"Jan 10 2015","19:06:44",7,"Live","75same25switch","Zero",4,"Chrome",1,"Same",0,"Novel137",3,"Novel137",3,1587,"down-right-4sec","3","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",8,"Live","75same25switch","Zero",4,"Chrome",1,"Same",0,"Novel137",2,"Novel137",3,716,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",9,"Live","75same25switch","Zero",4,"Chrome",2,"Same",0,"Novel4",1,"Novel4",1,1148,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",10,"Live","75same25switch","Zero",4,"Chrome",2,"Same",0,"Novel4",2,"Novel4",1,651,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",11,"Live","75same25switch","Zero",4,"Chrome",3,"Same",1,"Novel30",1,"Novel30",1,1015,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",12,"Live","75same25switch","Zero",4,"Chrome",3,"Same",1,"Novel30",1,"Novel30",1,491,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",13,"Live","75same25switch","Zero",4,"Chrome",4,"Same",1,"Novel119",1,"Novel119",1,956,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",14,"Live","75same25switch","Zero",4,"Chrome",4,"Same",1,"Novel119",1,"Novel119",1,472,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",15,"Live","75same25switch","Zero",4,"Chrome",5,"Same",0,"Novel138",1,"Novel138",1,2451,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",16,"Live","75same25switch","Zero",4,"Chrome",5,"Same",0,"Novel138",2,"Novel138",1,1466,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",17,"Live","75same25switch","Zero",4,"Chrome",6,"Switch",0,"Novel115",0,"Novel47",1,1868,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",18,"Live","75same25switch","Zero",4,"Chrome",6,"Switch",0,"Novel17",2,"Novel47",1,5101,"straight-ahead","-1","test",0,TRUE,FALSE,4,FALSE,"4"
"Jan 10 2015","19:06:44",19,"Live","75same25switch","Zero",4,"Chrome",7,"Same",1,"Novel65",0,"Novel65",0,2503,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",20,"Live","75same25switch","Zero",4,"Chrome",7,"Same",1,"Novel65",0,"Novel65",0,64,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",21,"Live","75same25switch","Zero",4,"Chrome",8,"Switch",1,"Novel94",0,"Novel116",3,2533,"up-left-4sec","0","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",22,"Live","75same25switch","Zero",4,"Chrome",8,"Switch",1,"Novel116",3,"Novel116",3,564,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",23,"Live","75same25switch","Zero",4,"Chrome",9,"Same",0,"Novel129",1,"Novel129",1,2048,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",24,"Live","75same25switch","Zero",4,"Chrome",9,"Same",0,"Novel129",0,"Novel129",1,550,"straight-ahead","-1","test",0,TRUE,FALSE,4,TRUE,"4"
"Jan 10 2015","19:06:44",25,"Live","75same25switch","Zero",4,"Chrome",10,"Switch",0,"Novel135",1,"Novel133",0,1641,"up-right-4sec","1","exposure",0,TRUE,FALSE,4,TRUE,"4"
