"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","gaze_target","trial_category","kept","keptIdx","rt","face","faceIdx","intervalNum","include","first.trial","numPicN","correct","block","subids"
"Jan 26 2015","07:37:08",4,"Live","100%_reliable","Zero",4,"Chrome",0,"Same",1,"Novel121",1,"NA","test","Novel121",0,4497,"straight-ahead","-1",0,TRUE,TRUE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",5,"Live","100%_reliable","Zero",4,"Chrome",1,"Same",1,"NA",1,"Novel125","exposure","Novel125",1,3882,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 26 2015","07:37:08",6,"Live","100%_reliable","Zero",4,"Chrome",1,"Same",1,"Novel125",0,"NA","test","Novel125",1,467,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",7,"Live","100%_reliable","Zero",4,"Chrome",2,"Same",1,"NA",1,"Novel115","exposure","Novel115",1,1660,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 26 2015","07:37:08",8,"Live","100%_reliable","Zero",4,"Chrome",2,"Same",1,"Novel115",0,"NA","test","Novel115",1,324,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",9,"Live","100%_reliable","Zero",4,"Chrome",3,"Same",1,"NA",1,"Novel52","exposure","Novel52",1,8636,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 26 2015","07:37:08",10,"Live","100%_reliable","Zero",4,"Chrome",3,"Same",1,"Novel52",0,"NA","test","Novel52",1,302,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",11,"Live","100%_reliable","Zero",4,"Chrome",4,"Same",0,"NA",0,"Novel48","exposure","Novel48",0,2219,"down-left-4sec","2",0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 26 2015","07:37:08",12,"Live","100%_reliable","Zero",4,"Chrome",4,"Same",0,"Novel48",1,"NA","test","Novel48",0,551,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",13,"Live","100%_reliable","Zero",4,"Chrome",5,"Same",1,"NA",0,"Novel105","exposure","Novel105",0,753,"down-left-4sec","2",0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 26 2015","07:37:08",14,"Live","100%_reliable","Zero",4,"Chrome",5,"Same",1,"Novel105",1,"NA","test","Novel105",0,578,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",15,"Live","100%_reliable","Zero",4,"Chrome",6,"Same",1,"NA",0,"Novel70","exposure","Novel70",0,1073,"down-left-4sec","2",0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 26 2015","07:37:08",16,"Live","100%_reliable","Zero",4,"Chrome",6,"Same",1,"Novel70",1,"NA","test","Novel70",0,382,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",17,"Live","100%_reliable","Zero",4,"Chrome",7,"Same",0,"NA",0,"Novel75","exposure","Novel75",0,563,"down-left-4sec","2",0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 26 2015","07:37:08",18,"Live","100%_reliable","Zero",4,"Chrome",7,"Same",0,"Novel75",1,"NA","test","Novel75",0,608,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 26 2015","07:37:08",19,"Live","100%_reliable","Zero",4,"Chrome",8,"Switch",0,"Novel34",2,"NA","exposure","Novel108",1,3850,"2","2",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",20,"Live","100%_reliable","Zero",4,"Chrome",8,"Switch",0,"Novel13",1,"NA","test","Novel108",1,1650,"straight-ahead","-1",0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 26 2015","07:37:08",21,"Live","100%_reliable","Zero",4,"Chrome",9,"Same",0,"Novel1",2,"Novel1","exposure","Novel1",2,1389,"down-left-4sec","2",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",22,"Live","100%_reliable","Zero",4,"Chrome",9,"Same",0,"Novel1",1,"NA","test","Novel1",2,380,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",23,"Live","100%_reliable","Zero",4,"Chrome",10,"Switch",0,"Novel42",2,"NA","exposure","Novel51",0,11439,"3","3",0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 26 2015","07:37:08",24,"Live","100%_reliable","Zero",4,"Chrome",10,"Switch",0,"Novel51",2,"NA","test","Novel51",0,345,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",25,"Live","100%_reliable","Zero",4,"Chrome",11,"Same",1,"Novel86",2,"NA","exposure","Novel86",2,375,"2","2",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",26,"Live","100%_reliable","Zero",4,"Chrome",11,"Same",1,"Novel86",1,"NA","test","Novel86",2,80,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",27,"Live","100%_reliable","Zero",4,"Chrome",12,"Switch",0,"Novel54",0,"Novel65","exposure","Novel39",1,556,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 26 2015","07:37:08",28,"Live","100%_reliable","Zero",4,"Chrome",12,"Switch",0,"Novel117",1,"NA","test","Novel39",1,119,"straight-ahead","-1",0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 26 2015","07:37:08",29,"Live","100%_reliable","Zero",4,"Chrome",13,"Same",0,"Novel82",2,"NA","exposure","Novel82",2,748,"2","2",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",30,"Live","100%_reliable","Zero",4,"Chrome",13,"Same",0,"Novel82",2,"NA","test","Novel82",2,330,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",31,"Live","100%_reliable","Zero",4,"Chrome",14,"Switch",1,"Novel96",2,"Novel96","exposure","Novel129",0,268,"down-left-4sec","2",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",32,"Live","100%_reliable","Zero",4,"Chrome",14,"Switch",1,"Novel59",2,"NA","test","Novel129",0,270,"straight-ahead","-1",0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 26 2015","07:37:08",33,"Live","100%_reliable","Zero",4,"Chrome",15,"Same",0,"Novel57",2,"NA","exposure","Novel57",2,624,"2","2",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:08",34,"Live","100%_reliable","Zero",4,"Chrome",15,"Same",0,"Novel57",1,"NA","test","Novel57",2,459,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 26 2015","07:37:20",1,"Live","100%_reliable","Zero",4,"Chrome",0,"Same",0,"squirrel",0,"squirrel","example","",0,4966,"up-left-4sec","0",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",2,"Live","100%_reliable","Zero",4,"Chrome",0,"Same",0,"tomato",1,"tomato","example","",0,1024,"up-right-4sec","1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",3,"Live","100%_reliable","Zero",4,"Chrome",0,"Same",0,"NA",0,"Novel22","exposure","Novel22",0,10576,"down-left-4sec","2",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",4,"Live","100%_reliable","Zero",4,"Chrome",0,"Same",0,"Novel22",1,"NA","test","Novel22",0,1927,"straight-ahead","-1",0,TRUE,TRUE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",5,"Live","100%_reliable","Zero",4,"Chrome",1,"Same",1,"NA",0,"Novel32","exposure","Novel32",0,2835,"down-left-4sec","2",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",6,"Live","100%_reliable","Zero",4,"Chrome",1,"Same",1,"Novel32",1,"NA","test","Novel32",0,3243,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",7,"Live","100%_reliable","Zero",4,"Chrome",2,"Same",1,"NA",1,"Novel74","exposure","Novel74",1,3520,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",8,"Live","100%_reliable","Zero",4,"Chrome",2,"Same",1,"Novel74",0,"NA","test","Novel74",1,497,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",9,"Live","100%_reliable","Zero",4,"Chrome",3,"Same",0,"NA",1,"Novel81","exposure","Novel81",1,2146,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",10,"Live","100%_reliable","Zero",4,"Chrome",3,"Same",0,"Novel81",0,"NA","test","Novel81",1,723,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",11,"Live","100%_reliable","Zero",4,"Chrome",4,"Same",0,"NA",0,"Novel126","exposure","Novel126",0,3079,"down-left-4sec","2",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",12,"Live","100%_reliable","Zero",4,"Chrome",4,"Same",0,"Novel126",1,"NA","test","Novel126",0,570,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",13,"Live","100%_reliable","Zero",4,"Chrome",5,"Same",1,"NA",1,"Novel123","exposure","Novel123",1,1481,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",14,"Live","100%_reliable","Zero",4,"Chrome",5,"Same",1,"Novel123",0,"NA","test","Novel123",1,1569,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",15,"Live","100%_reliable","Zero",4,"Chrome",6,"Same",0,"NA",1,"Novel118","exposure","Novel118",1,2470,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",16,"Live","100%_reliable","Zero",4,"Chrome",6,"Same",0,"Novel118",0,"NA","test","Novel118",1,1481,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",17,"Live","100%_reliable","Zero",4,"Chrome",7,"Same",0,"NA",1,"Novel98","exposure","Novel98",1,1257,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 26 2015","07:37:20",18,"Live","100%_reliable","Zero",4,"Chrome",7,"Same",0,"Novel98",0,"NA","test","Novel98",1,685,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 26 2015","07:37:20",19,"Live","100%_reliable","Zero",4,"Chrome",8,"Switch",0,"Novel103",2,"Novel103","exposure","Novel34",1,2746,"down-left-4sec","2",0,TRUE,FALSE,4,TRUE,"test","4"
"Jan 26 2015","07:37:20",20,"Live","100%_reliable","Zero",4,"Chrome",8,"Switch",0,"Novel35",2,"NA","test","Novel34",1,4341,"straight-ahead","-1",0,TRUE,FALSE,4,FALSE,"test","4"
"Jan 26 2015","07:37:20",21,"Live","100%_reliable","Zero",4,"Chrome",9,"Same",1,"Novel115",0,"Novel54","exposure","Novel115",0,1230,"down-right-4sec","3",0,TRUE,FALSE,4,FALSE,"test","4"
"Jan 26 2015","07:37:20",22,"Live","100%_reliable","Zero",4,"Chrome",9,"Same",1,"Novel115",1,"NA","test","Novel115",0,564,"straight-ahead","-1",0,TRUE,FALSE,4,TRUE,"test","4"
