"","subid","submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","day.and.time","intervalNum","include","first.trial","numPicN","correct"
"25","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",5,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"Novel3",3,"Novel120",0,216,"silentRDlong",2,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,FALSE
"26","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",6,"Long","Social","Zero",4,"Chrome",0,"Switch",1,"Novel120",0,"Novel120",0,3392,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,TRUE,4,TRUE
"27","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",7,"Long","Social","Zero",4,"Chrome",1,"Same",1,"Novel32",2,"Novel32",2,1437,"silentLDlong",0,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"28","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",8,"Long","Social","Zero",4,"Chrome",1,"Same",1,"Novel32",2,"Novel32",2,296,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"29","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",9,"Long","Social","Zero",4,"Chrome",2,"Switch",1,"Novel62",3,"Novel100",0,630,"silentRDlong",2,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,FALSE
"30","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",10,"Long","Social","Zero",4,"Chrome",2,"Switch",1,"Novel100",0,"Novel100",0,1185,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"31","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",11,"Long","Social","Zero",4,"Chrome",3,"Same",0,"Novel57",3,"Novel57",3,1086,"silentRDlong",2,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"32","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",12,"Long","Social","Zero",4,"Chrome",3,"Same",0,"Novel57",2,"Novel57",3,725,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"33","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",13,"Long","Social","Zero",4,"Chrome",4,"Switch",0,"Novel90",1,"Novel56",3,458,"silentRUlong",3,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,FALSE
"34","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",14,"Long","Social","Zero",4,"Chrome",4,"Switch",0,"Novel93",0,"Novel56",3,1565,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,FALSE
"35","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",15,"Long","Social","Zero",4,"Chrome",5,"Same",0,"Novel119",1,"Novel119",1,952,"silentRUlong",3,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"36","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",16,"Long","Social","Zero",4,"Chrome",5,"Same",0,"Novel119",2,"Novel119",1,944,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"37","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",17,"Long","Social","Zero",4,"Chrome",6,"Switch",0,"Novel16",2,"Novel45",3,864,"silentLDlong",0,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,FALSE
"38","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",18,"Long","Social","Zero",4,"Chrome",6,"Switch",0,"Novel127",3,"Novel45",3,791,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,FALSE
"39","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",19,"Long","Social","Zero",4,"Chrome",7,"Same",1,"Novel21",0,"Novel21",0,613,"silentLUlong",1,1,0,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"40","A10XEV4PQKUC2C","Jul 13 2014","10:17:35",20,"Long","Social","Zero",4,"Chrome",7,"Same",1,"Novel21",0,"Novel21",0,339,"straightahead",-1,0,1,0,(Jul 13 2014 10:17:35),0,TRUE,FALSE,4,TRUE
"41","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",1,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,1228,"straightahead",-1,0,0,1,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"42","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",2,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,809,"straightahead",-1,0,0,1,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"43","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",3,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"tomato",1,"",0,60,"straightahead",-1,0,0,1,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"44","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",4,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"tomato",2,"",0,1055,"straightahead",-1,0,0,1,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"45","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",5,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"Novel139",3,"Novel139",3,1924,"silentRUmedium",3,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"46","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",6,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"Novel139",3,"Novel139",3,1497,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,TRUE,4,TRUE
"47","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",7,"Medium","Social","Zero",4,"Chrome",1,"Switch",1,"Novel131",0,"Novel122",1,3207,"silentLDmedium",0,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"48","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",8,"Medium","Social","Zero",4,"Chrome",1,"Switch",1,"Novel23",3,"Novel122",1,556,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"49","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",9,"Medium","Social","Zero",4,"Chrome",2,"Same",0,"Novel24",1,"Novel24",1,2974,"silentRUmedium",3,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"50","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",10,"Medium","Social","Zero",4,"Chrome",2,"Same",0,"Novel24",2,"Novel24",1,2608,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"51","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",11,"Medium","Social","Zero",4,"Chrome",3,"Switch",1,"Novel42",1,"Novel106",0,7039,"silentRDmedium",2,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"52","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",12,"Medium","Social","Zero",4,"Chrome",3,"Switch",1,"Novel106",0,"Novel106",0,1053,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"53","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",13,"Medium","Social","Zero",4,"Chrome",4,"Same",0,"Novel9",1,"Novel9",1,5948,"silentLUmedium",1,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"54","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",14,"Medium","Social","Zero",4,"Chrome",4,"Same",0,"Novel9",0,"Novel9",1,598,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"55","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",15,"Medium","Social","Zero",4,"Chrome",5,"Switch",0,"Novel51",0,"Novel32",3,25902,"silentLUmedium",1,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"56","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",16,"Medium","Social","Zero",4,"Chrome",5,"Switch",0,"Novel47",2,"Novel32",3,3594,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"57","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",17,"Medium","Social","Zero",4,"Chrome",6,"Same",1,"Novel80",1,"Novel80",1,983,"silentRDmedium",2,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"58","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",18,"Medium","Social","Zero",4,"Chrome",6,"Same",1,"Novel80",1,"Novel80",1,914,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,TRUE
"59","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",19,"Medium","Social","Zero",4,"Chrome",7,"Switch",0,"Novel121",2,"Novel25",3,1553,"silentLUmedium",1,1,0,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"60","A13VCOMTXGM8OJ","Jul 13 2014","10:10:03",20,"Medium","Social","Zero",4,"Chrome",7,"Switch",0,"Novel7",3,"Novel25",3,1201,"straightahead",-1,0,1,0,(Jul 13 2014 10:10:03),0,TRUE,FALSE,4,FALSE
"61","A140JKRQOG93BA","Jul 13 2014","09:45:57",1,"Short","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,7025,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"62","A140JKRQOG93BA","Jul 13 2014","09:45:57",2,"Short","Social","Zero",4,"Chrome",0,"Switch",1,"squirrel",0,"",0,818,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"63","A140JKRQOG93BA","Jul 13 2014","09:45:57",3,"Short","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",1,"",0,71,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"64","A140JKRQOG93BA","Jul 13 2014","09:45:57",4,"Short","Social","Zero",4,"Chrome",0,"Switch",1,"tomato",2,"",0,267,"straightahead",-1,0,0,1,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"65","A140JKRQOG93BA","Jul 13 2014","09:45:57",5,"Short","Social","Zero",4,"Chrome",0,"Switch",1,"Novel58",0,"Novel57",2,2357,"silentRDshort",2,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"66","A140JKRQOG93BA","Jul 13 2014","09:45:57",6,"Short","Social","Zero",4,"Chrome",0,"Switch",1,"Novel5",0,"Novel57",2,472,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,TRUE,4,FALSE
"67","A140JKRQOG93BA","Jul 13 2014","09:45:57",7,"Short","Social","Zero",4,"Chrome",1,"Same",1,"Novel115",1,"Novel115",1,211,"silentRDshort",2,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"68","A140JKRQOG93BA","Jul 13 2014","09:45:57",8,"Short","Social","Zero",4,"Chrome",1,"Same",1,"Novel115",1,"Novel115",1,1238,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"69","A140JKRQOG93BA","Jul 13 2014","09:45:57",9,"Short","Social","Zero",4,"Chrome",2,"Switch",0,"Novel62",2,"Novel22",0,131,"silentRUshort",3,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"70","A140JKRQOG93BA","Jul 13 2014","09:45:57",10,"Short","Social","Zero",4,"Chrome",2,"Switch",0,"Novel22",3,"Novel22",0,7121,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"71","A140JKRQOG93BA","Jul 13 2014","09:45:57",11,"Short","Social","Zero",4,"Chrome",3,"Same",0,"Novel84",3,"Novel84",3,42,"silentRUshort",3,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"72","A140JKRQOG93BA","Jul 13 2014","09:45:57",12,"Short","Social","Zero",4,"Chrome",3,"Same",0,"Novel84",0,"Novel84",3,1369,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"73","A140JKRQOG93BA","Jul 13 2014","09:45:57",13,"Short","Social","Zero",4,"Chrome",4,"Switch",0,"Novel71",0,"Novel28",2,1985,"silentLUshort",1,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"74","A140JKRQOG93BA","Jul 13 2014","09:45:57",14,"Short","Social","Zero",4,"Chrome",4,"Switch",0,"Novel28",1,"Novel28",2,8,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"75","A140JKRQOG93BA","Jul 13 2014","09:45:57",15,"Short","Social","Zero",4,"Chrome",5,"Same",1,"Novel112",2,"Novel112",2,948,"silentLUshort",1,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"76","A140JKRQOG93BA","Jul 13 2014","09:45:57",16,"Short","Social","Zero",4,"Chrome",5,"Same",1,"Novel112",2,"Novel112",2,194,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"77","A140JKRQOG93BA","Jul 13 2014","09:45:57",17,"Short","Social","Zero",4,"Chrome",6,"Switch",1,"Novel16",3,"Novel102",2,90,"silentRDshort",2,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"78","A140JKRQOG93BA","Jul 13 2014","09:45:57",18,"Short","Social","Zero",4,"Chrome",6,"Switch",1,"Novel35",0,"Novel102",2,89,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,FALSE
"79","A140JKRQOG93BA","Jul 13 2014","09:45:57",19,"Short","Social","Zero",4,"Chrome",7,"Same",0,"Novel92",1,"Novel92",1,1151,"silentLDshort",0,1,0,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"80","A140JKRQOG93BA","Jul 13 2014","09:45:57",20,"Short","Social","Zero",4,"Chrome",7,"Same",0,"Novel92",3,"Novel92",1,155,"straightahead",-1,0,1,0,(Jul 13 2014 09:45:57),0,TRUE,FALSE,4,TRUE
"81","A15UWGADIRZ04I","Jul 13 2014","09:16:20",1,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,6328,"straightahead",-1,0,0,1,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"82","A15UWGADIRZ04I","Jul 13 2014","09:16:20",2,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"squirrel",0,"",0,173,"straightahead",-1,0,0,1,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"83","A15UWGADIRZ04I","Jul 13 2014","09:16:20",3,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"tomato",1,"",0,142,"straightahead",-1,0,0,1,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"84","A15UWGADIRZ04I","Jul 13 2014","09:16:20",4,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"tomato",2,"",0,1814,"straightahead",-1,0,0,1,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"85","A15UWGADIRZ04I","Jul 13 2014","09:16:20",5,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"Novel127",1,"Novel127",1,1440,"silentRUmedium",3,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,TRUE
"86","A15UWGADIRZ04I","Jul 13 2014","09:16:20",6,"Medium","Social","Zero",4,"Chrome",0,"Same",1,"Novel127",1,"Novel127",1,989,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,TRUE,4,TRUE
"87","A15UWGADIRZ04I","Jul 13 2014","09:16:20",7,"Medium","Social","Zero",4,"Chrome",1,"Switch",1,"Novel46",2,"Novel32",3,891,"silentLDmedium",0,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"88","A15UWGADIRZ04I","Jul 13 2014","09:16:20",8,"Medium","Social","Zero",4,"Chrome",1,"Switch",1,"Novel4",1,"Novel32",3,2874,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"89","A15UWGADIRZ04I","Jul 13 2014","09:16:20",9,"Medium","Social","Zero",4,"Chrome",2,"Same",0,"Novel28",2,"Novel28",2,1086,"silentLDmedium",0,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,TRUE
"90","A15UWGADIRZ04I","Jul 13 2014","09:16:20",10,"Medium","Social","Zero",4,"Chrome",2,"Same",0,"Novel28",1,"Novel28",2,523,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,TRUE
"91","A15UWGADIRZ04I","Jul 13 2014","09:16:20",11,"Medium","Social","Zero",4,"Chrome",3,"Switch",0,"Novel6",3,"Novel2",0,624,"silentRDmedium",2,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"92","A15UWGADIRZ04I","Jul 13 2014","09:16:20",12,"Medium","Social","Zero",4,"Chrome",3,"Switch",0,"Novel120",2,"Novel2",0,498,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"93","A15UWGADIRZ04I","Jul 13 2014","09:16:20",13,"Medium","Social","Zero",4,"Chrome",4,"Same",0,"Novel79",2,"Novel79",2,433,"silentLDmedium",0,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,TRUE
"94","A15UWGADIRZ04I","Jul 13 2014","09:16:20",14,"Medium","Social","Zero",4,"Chrome",4,"Same",0,"Novel79",0,"Novel79",2,714,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,TRUE
"95","A15UWGADIRZ04I","Jul 13 2014","09:16:20",15,"Medium","Social","Zero",4,"Chrome",5,"Switch",1,"Novel45",3,"Novel26",2,413,"silentRDmedium",2,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"96","A15UWGADIRZ04I","Jul 13 2014","09:16:20",16,"Medium","Social","Zero",4,"Chrome",5,"Switch",1,"Novel13",1,"Novel26",2,3512,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"97","A15UWGADIRZ04I","Jul 13 2014","09:16:20",17,"Medium","Social","Zero",4,"Chrome",6,"Same",1,"Novel38",3,"Novel38",3,1163,"silentRDmedium",2,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,TRUE
"98","A15UWGADIRZ04I","Jul 13 2014","09:16:20",18,"Medium","Social","Zero",4,"Chrome",6,"Same",1,"Novel38",3,"Novel38",3,119,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,TRUE
"99","A15UWGADIRZ04I","Jul 13 2014","09:16:20",19,"Medium","Social","Zero",4,"Chrome",7,"Switch",0,"Novel91",0,"Novel52",1,759,"silentLUmedium",1,1,0,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"100","A15UWGADIRZ04I","Jul 13 2014","09:16:20",20,"Medium","Social","Zero",4,"Chrome",7,"Switch",0,"Novel57",1,"Novel52",1,4112,"straightahead",-1,0,1,0,(Jul 13 2014 09:16:20),0,TRUE,FALSE,4,FALSE
"101","A16NPGA6IGAIL0","Jul 13 2014","08:58:06",1,"Short","Social","Zero",4,"Safari",0,"Same",1,"squirrel",0,"",0,4436,"straightahead",-1,0,0,1,(Jul 13 2014 08:58:06),0,TRUE,FALSE,4,FALSE
"102","A16NPGA6IGAIL0","Jul 13 2014","08:58:06",2,"Short","Social","Zero",4,"Safari",0,"Same",1,"squirrel",0,"",0,643,"straightahead",-1,0,0,1,(Jul 13 2014 08:58:06),0,TRUE,FALSE,4,FALSE
"103","A16NPGA6IGAIL0","Jul 13 2014","08:58:06",3,"Short","Social","Zero",4,"Safari",0,"Same",1,"tomato",1,"",0,798,"straightahead",-1,0,0,1,(Jul 13 2014 08:58:06),0,TRUE,FALSE,4,FALSE
"104","A16NPGA6IGAIL0","Jul 13 2014","08:58:06",4,"Short","Social","Zero",4,"Safari",0,"Same",1,"tomato",2,"",0,2451,"straightahead",-1,0,0,1,(Jul 13 2014 08:58:06),0,TRUE,FALSE,4,FALSE
"105","A16NPGA6IGAIL0","Jul 13 2014","08:58:06",5,"Short","Social","Zero",4,"Safari",0,"Same",1,"Novel22",1,"Novel22",1,2530,"silentLUshort",1,1,0,0,(Jul 13 2014 08:58:06),0,TRUE,FALSE,4,TRUE
"106","A16NPGA6IGAIL0","Jul 13 2014","08:58:06",6,"Short","Social","Zero",4,"Safari",0,"Same",1,"Novel22",1,"Novel22",1,4087,"straightahead",-1,0,1,0,(Jul 13 2014 08:58:06),0,TRUE,TRUE,4,TRUE
