"","subid","include","submit.time","trial.num","condition","interval","numPic","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","exposureTrial","testTrial","exampleTrial","intervalNum","first.trial","numPicN","correct"
"11","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",11,"Social","Seven",4,6,"Same",0,"Novel62",3,"Novel62",3,973,"eyes_right",3,1,0,0,7,FALSE,4,TRUE
"12","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",12,"Social","Seven",4,7,"Switch",1,"Novel34",0,"Novel88",2,1107,"eyes_left",0,1,0,0,7,FALSE,4,FALSE
"13","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",13,"Social","Seven",4,0,"Same",0,"Novel5",3,"Novel5",2,5021,"eyescenter",-1,0,1,0,7,TRUE,4,TRUE
"14","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",14,"Social","Seven",4,1,"Switch",0,"Novel130",2,"Novel70",2,3456,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"15","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",15,"Social","Seven",4,2,"Same",1,"Novel101",1,"Novel51",2,2721,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"16","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",16,"Social","Seven",4,3,"Switch",1,"Novel122",2,"Novel133",1,2339,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"17","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",17,"Social","Seven",4,4,"Same",1,"Novel16",1,"Novel49",2,2697,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"18","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",18,"Social","Seven",4,5,"Switch",0,"Novel54",3,"Novel52",1,2409,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"19","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",19,"Social","Seven",4,6,"Same",0,"Novel50",2,"Novel62",3,1387,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"20","A0607295133OZ2DIJW5P8",TRUE,"02:37:40",20,"Social","Seven",4,7,"Switch",1,"Novel119",3,"Novel88",2,1441,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"21","A10I0NM5NV1DBU",TRUE,"03:54:53",1,"Social","One",4,0,"Switch",0,"squirrel",0,"",0,10236,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"22","A10I0NM5NV1DBU",TRUE,"03:54:53",2,"Social","One",4,0,"Switch",0,"squirrel",0,"",0,5474,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"23","A10I0NM5NV1DBU",TRUE,"03:54:53",3,"Social","One",4,0,"Switch",0,"tomato",1,"",0,2919,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"24","A10I0NM5NV1DBU",TRUE,"03:54:53",4,"Social","One",4,0,"Switch",0,"tomato",2,"",0,1604,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"25","A10I0NM5NV1DBU",TRUE,"03:54:53",5,"Social","One",4,0,"Switch",0,"Novel62",3,"Novel34",2,2420,"eyes_right",3,1,0,0,1,FALSE,4,FALSE
"26","A10I0NM5NV1DBU",TRUE,"03:54:53",6,"Social","One",4,1,"Same",1,"Novel56",2,"Novel56",2,1812,"eyes_down_right",2,1,0,0,1,FALSE,4,TRUE
"27","A10I0NM5NV1DBU",TRUE,"03:54:53",7,"Social","One",4,0,"Switch",0,"Novel34",3,"Novel34",2,16539,"eyescenter",-1,0,1,0,1,TRUE,4,TRUE
"28","A10I0NM5NV1DBU",TRUE,"03:54:53",8,"Social","One",4,1,"Same",1,"Novel56",2,"Novel56",2,1640,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"29","A10I0NM5NV1DBU",TRUE,"03:54:53",9,"Social","One",4,2,"Switch",1,"Novel122",3,"Novel11",1,2710,"eyes_right",3,1,0,0,1,FALSE,4,FALSE
"30","A10I0NM5NV1DBU",TRUE,"03:54:53",10,"Social","One",4,3,"Same",0,"Novel136",1,"Novel136",1,1896,"eyes_down_left",1,1,0,0,1,FALSE,4,TRUE
"31","A10I0NM5NV1DBU",TRUE,"03:54:53",11,"Social","One",4,2,"Switch",1,"Novel9",2,"Novel11",1,7369,"eyescenter",-1,0,1,0,1,FALSE,4,FALSE
"32","A10I0NM5NV1DBU",TRUE,"03:54:53",12,"Social","One",4,3,"Same",0,"Novel136",2,"Novel136",1,1845,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"33","A10I0NM5NV1DBU",TRUE,"03:54:53",13,"Social","One",4,4,"Switch",1,"Novel107",3,"Novel61",0,2144,"eyes_right",3,1,0,0,1,FALSE,4,FALSE
"34","A10I0NM5NV1DBU",TRUE,"03:54:53",14,"Social","One",4,5,"Same",1,"Novel68",2,"Novel68",2,1474,"eyes_down_right",2,1,0,0,1,FALSE,4,TRUE
"35","A10I0NM5NV1DBU",TRUE,"03:54:53",15,"Social","One",4,4,"Switch",1,"Novel44",3,"Novel61",0,7272,"eyescenter",-1,0,1,0,1,FALSE,4,FALSE
"36","A10I0NM5NV1DBU",TRUE,"03:54:53",16,"Social","One",4,5,"Same",1,"Novel68",2,"Novel68",2,1449,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"37","A10I0NM5NV1DBU",TRUE,"03:54:53",17,"Social","One",4,6,"Switch",0,"Novel1",3,"Novel131",1,2707,"eyes_right",3,1,0,0,1,FALSE,4,FALSE
"38","A10I0NM5NV1DBU",TRUE,"03:54:53",18,"Social","One",4,7,"Same",0,"Novel29",3,"Novel29",3,1327,"eyes_right",3,1,0,0,1,FALSE,4,TRUE
"39","A10I0NM5NV1DBU",TRUE,"03:54:53",19,"Social","One",4,6,"Switch",0,"Novel121",2,"Novel131",1,7876,"eyescenter",-1,0,1,0,1,FALSE,4,FALSE
"40","A10I0NM5NV1DBU",TRUE,"03:54:53",20,"Social","One",4,7,"Same",0,"Novel29",1,"Novel29",3,4859,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"41","A10LLZZHZVGWRW",TRUE,"13:27:37",1,"No-Social","Three",4,0,"Same",0,"squirrel",0,"",0,1316,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"42","A10LLZZHZVGWRW",TRUE,"13:27:37",2,"No-Social","Three",4,0,"Same",0,"squirrel",0,"",0,1151,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"43","A10LLZZHZVGWRW",TRUE,"13:27:37",3,"No-Social","Three",4,0,"Same",0,"tomato",1,"",0,1271,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"44","A10LLZZHZVGWRW",TRUE,"13:27:37",4,"No-Social","Three",4,0,"Same",0,"tomato",2,"",0,1279,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"45","A10LLZZHZVGWRW",TRUE,"13:27:37",5,"No-Social","Three",4,0,"Same",0,"Novel51",0,"Novel51",0,3382,"eyescenter",-1,1,0,0,3,FALSE,4,TRUE
"46","A10LLZZHZVGWRW",TRUE,"13:27:37",6,"No-Social","Three",4,1,"Switch",0,"Novel78",2,"Novel24",0,1769,"eyescenter",-1,1,0,0,3,FALSE,4,FALSE
"47","A10LLZZHZVGWRW",TRUE,"13:27:37",7,"No-Social","Three",4,2,"Same",1,"Novel122",1,"Novel122",1,2326,"eyescenter",-1,1,0,0,3,FALSE,4,TRUE
"48","A10LLZZHZVGWRW",TRUE,"13:27:37",8,"No-Social","Three",4,3,"Switch",1,"Novel5",2,"Novel40",0,2339,"eyescenter",-1,1,0,0,3,FALSE,4,FALSE
"49","A10LLZZHZVGWRW",TRUE,"13:27:37",9,"No-Social","Three",4,0,"Same",0,"Novel51",2,"Novel51",0,1754,"eyescenter",-1,0,1,0,3,TRUE,4,TRUE
"50","A10LLZZHZVGWRW",TRUE,"13:27:37",10,"No-Social","Three",4,1,"Switch",0,"Novel135",2,"Novel24",0,1961,"eyescenter",-1,0,1,0,3,FALSE,4,FALSE
"51","A10LLZZHZVGWRW",TRUE,"13:27:37",11,"No-Social","Three",4,2,"Same",1,"Novel122",1,"Novel122",1,896,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"52","A10LLZZHZVGWRW",TRUE,"13:27:37",12,"No-Social","Three",4,3,"Switch",1,"Novel40",0,"Novel40",0,1913,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"53","A10LLZZHZVGWRW",TRUE,"13:27:37",13,"No-Social","Three",4,4,"Same",0,"Novel25",2,"Novel25",2,1720,"eyescenter",-1,1,0,0,3,FALSE,4,TRUE
"54","A10LLZZHZVGWRW",TRUE,"13:27:37",14,"No-Social","Three",4,5,"Switch",1,"Novel136",3,"Novel106",1,2799,"eyescenter",-1,1,0,0,3,FALSE,4,FALSE
"55","A10LLZZHZVGWRW",TRUE,"13:27:37",15,"No-Social","Three",4,6,"Same",1,"Novel127",3,"Novel127",3,2703,"eyescenter",-1,1,0,0,3,FALSE,4,TRUE
"56","A10LLZZHZVGWRW",TRUE,"13:27:37",16,"No-Social","Three",4,7,"Switch",0,"Novel37",2,"Novel100",1,1689,"eyescenter",-1,1,0,0,3,FALSE,4,FALSE
"57","A10LLZZHZVGWRW",TRUE,"13:27:37",17,"No-Social","Three",4,4,"Same",0,"Novel25",1,"Novel25",2,1046,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"58","A10LLZZHZVGWRW",TRUE,"13:27:37",18,"No-Social","Three",4,5,"Switch",1,"Novel79",2,"Novel106",1,2874,"eyescenter",-1,0,1,0,3,FALSE,4,FALSE
"59","A10LLZZHZVGWRW",TRUE,"13:27:37",19,"No-Social","Three",4,6,"Same",1,"Novel127",3,"Novel127",3,1156,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"60","A10LLZZHZVGWRW",TRUE,"13:27:37",20,"No-Social","Three",4,7,"Switch",0,"Novel100",0,"Novel100",1,4893,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"61","A10VJC5VW0IBYK",TRUE,"18:33:45",1,"No-Social","Seven",4,0,"Switch",1,"squirrel",0,"",0,4228,"eyescenter",-1,0,0,1,7,FALSE,4,FALSE
"62","A10VJC5VW0IBYK",TRUE,"18:33:45",2,"No-Social","Seven",4,0,"Switch",1,"squirrel",0,"",0,1929,"eyescenter",-1,0,0,1,7,FALSE,4,FALSE
"63","A10VJC5VW0IBYK",TRUE,"18:33:45",3,"No-Social","Seven",4,0,"Switch",1,"tomato",1,"",0,1497,"eyescenter",-1,0,0,1,7,FALSE,4,FALSE
"64","A10VJC5VW0IBYK",TRUE,"18:33:45",4,"No-Social","Seven",4,0,"Switch",1,"tomato",2,"",0,1591,"eyescenter",-1,0,0,1,7,FALSE,4,FALSE
"65","A10VJC5VW0IBYK",TRUE,"18:33:45",5,"No-Social","Seven",4,0,"Switch",1,"Novel44",0,"Novel67",2,7365,"eyescenter",-1,1,0,0,7,FALSE,4,FALSE
"66","A10VJC5VW0IBYK",TRUE,"18:33:45",6,"No-Social","Seven",4,1,"Same",0,"Novel47",0,"Novel47",0,5146,"eyescenter",-1,1,0,0,7,FALSE,4,TRUE
"67","A10VJC5VW0IBYK",TRUE,"18:33:45",7,"No-Social","Seven",4,2,"Switch",0,"Novel90",2,"Novel95",1,6017,"eyescenter",-1,1,0,0,7,FALSE,4,FALSE
"68","A10VJC5VW0IBYK",TRUE,"18:33:45",8,"No-Social","Seven",4,3,"Same",1,"Novel60",0,"Novel60",0,10058,"eyescenter",-1,1,0,0,7,FALSE,4,TRUE
"69","A10VJC5VW0IBYK",TRUE,"18:33:45",9,"No-Social","Seven",4,4,"Switch",0,"Novel70",1,"Novel105",0,2802,"eyescenter",-1,1,0,0,7,FALSE,4,FALSE
"70","A10VJC5VW0IBYK",TRUE,"18:33:45",10,"No-Social","Seven",4,5,"Same",1,"Novel17",3,"Novel17",3,4922,"eyescenter",-1,1,0,0,7,FALSE,4,TRUE
"71","A10VJC5VW0IBYK",TRUE,"18:33:45",11,"No-Social","Seven",4,6,"Switch",1,"Novel45",2,"Novel68",0,3274,"eyescenter",-1,1,0,0,7,FALSE,4,FALSE
"72","A10VJC5VW0IBYK",TRUE,"18:33:45",12,"No-Social","Seven",4,7,"Same",0,"Novel27",0,"Novel27",0,5218,"eyescenter",-1,1,0,0,7,FALSE,4,TRUE
"73","A10VJC5VW0IBYK",TRUE,"18:33:45",13,"No-Social","Seven",4,0,"Switch",1,"Novel67",2,"Novel67",2,5329,"eyescenter",-1,0,1,0,7,TRUE,4,TRUE
"74","A10VJC5VW0IBYK",TRUE,"18:33:45",14,"No-Social","Seven",4,1,"Same",0,"Novel47",2,"Novel47",0,5477,"eyescenter",-1,0,1,0,7,FALSE,4,TRUE
"75","A10VJC5VW0IBYK",TRUE,"18:33:45",15,"No-Social","Seven",4,2,"Switch",0,"Novel95",0,"Novel95",1,3387,"eyescenter",-1,0,1,0,7,FALSE,4,TRUE
"76","A10VJC5VW0IBYK",TRUE,"18:33:45",16,"No-Social","Seven",4,3,"Same",1,"Novel60",0,"Novel60",0,3857,"eyescenter",-1,0,1,0,7,FALSE,4,TRUE
"77","A10VJC5VW0IBYK",TRUE,"18:33:45",17,"No-Social","Seven",4,4,"Switch",0,"Novel33",2,"Novel105",0,5339,"eyescenter",-1,0,1,0,7,FALSE,4,FALSE
"78","A10VJC5VW0IBYK",TRUE,"18:33:45",18,"No-Social","Seven",4,5,"Same",1,"Novel17",3,"Novel17",3,2765,"eyescenter",-1,0,1,0,7,FALSE,4,TRUE
"79","A10VJC5VW0IBYK",TRUE,"18:33:45",19,"No-Social","Seven",4,6,"Switch",1,"Novel68",0,"Novel68",0,5526,"eyescenter",-1,0,1,0,7,FALSE,4,TRUE
"80","A10VJC5VW0IBYK",TRUE,"18:33:45",20,"No-Social","Seven",4,7,"Same",0,"Novel27",2,"Novel27",0,3605,"eyescenter",-1,0,1,0,7,FALSE,4,TRUE
"81","A10XYFXQYJKBXF",TRUE,"03:15:14",1,"Social","Three",4,0,"Switch",0,"squirrel",0,"",0,7281,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"82","A10XYFXQYJKBXF",TRUE,"03:15:14",2,"Social","Three",4,0,"Switch",0,"squirrel",0,"",0,2061,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"83","A10XYFXQYJKBXF",TRUE,"03:15:14",3,"Social","Three",4,0,"Switch",0,"tomato",1,"",0,1999,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"84","A10XYFXQYJKBXF",TRUE,"03:15:14",4,"Social","Three",4,0,"Switch",0,"tomato",2,"",0,1735,"eyescenter",-1,0,0,1,3,FALSE,4,FALSE
"85","A10XYFXQYJKBXF",TRUE,"03:15:14",5,"Social","Three",4,0,"Switch",0,"Novel92",3,"Novel135",2,5813,"eyes_down_right",2,1,0,0,3,FALSE,4,FALSE
"86","A10XYFXQYJKBXF",TRUE,"03:15:14",6,"Social","Three",4,1,"Same",1,"Novel124",1,"Novel124",1,4130,"eyes_right",3,1,0,0,3,FALSE,4,TRUE
"87","A10XYFXQYJKBXF",TRUE,"03:15:14",7,"Social","Three",4,2,"Switch",1,"Novel35",3,"Novel4",0,3172,"eyes_right",3,1,0,0,3,FALSE,4,FALSE
"88","A10XYFXQYJKBXF",TRUE,"03:15:14",8,"Social","Three",4,3,"Same",1,"Novel105",2,"Novel105",2,4626,"eyes_down_right",2,1,0,0,3,FALSE,4,TRUE
"89","A10XYFXQYJKBXF",TRUE,"03:15:14",9,"Social","Three",4,0,"Switch",0,"Novel126",2,"Novel135",2,4690,"eyescenter",-1,0,1,0,3,TRUE,4,FALSE
"90","A10XYFXQYJKBXF",TRUE,"03:15:14",10,"Social","Three",4,1,"Same",1,"Novel124",1,"Novel124",1,1688,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"91","A10XYFXQYJKBXF",TRUE,"03:15:14",11,"Social","Three",4,2,"Switch",1,"Novel60",3,"Novel4",0,4658,"eyescenter",-1,0,1,0,3,FALSE,4,FALSE
"92","A10XYFXQYJKBXF",TRUE,"03:15:14",12,"Social","Three",4,3,"Same",1,"Novel105",2,"Novel105",2,1791,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"93","A10XYFXQYJKBXF",TRUE,"03:15:14",13,"Social","Three",4,4,"Switch",1,"Novel115",3,"Novel58",0,2686,"eyes_right",3,1,0,0,3,FALSE,4,FALSE
"94","A10XYFXQYJKBXF",TRUE,"03:15:14",14,"Social","Three",4,5,"Same",0,"Novel32",0,"Novel32",0,3449,"eyes_left",0,1,0,0,3,FALSE,4,TRUE
"95","A10XYFXQYJKBXF",TRUE,"03:15:14",15,"Social","Three",4,6,"Switch",0,"Novel55",2,"Novel42",0,995,"eyes_down_right",2,1,0,0,3,FALSE,4,FALSE
"96","A10XYFXQYJKBXF",TRUE,"03:15:14",16,"Social","Three",4,7,"Same",0,"Novel9",2,"Novel9",2,2445,"eyes_down_right",2,1,0,0,3,FALSE,4,TRUE
"97","A10XYFXQYJKBXF",TRUE,"03:15:14",17,"Social","Three",4,4,"Switch",1,"Novel102",1,"Novel58",0,3018,"eyescenter",-1,0,1,0,3,FALSE,4,FALSE
"98","A10XYFXQYJKBXF",TRUE,"03:15:14",18,"Social","Three",4,5,"Same",0,"Novel32",2,"Novel32",0,1818,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"99","A10XYFXQYJKBXF",TRUE,"03:15:14",19,"Social","Three",4,6,"Switch",0,"Novel17",3,"Novel42",0,3200,"eyescenter",-1,0,1,0,3,FALSE,4,FALSE
"100","A10XYFXQYJKBXF",TRUE,"03:15:14",20,"Social","Three",4,7,"Same",0,"Novel9",3,"Novel9",2,6051,"eyescenter",-1,0,1,0,3,FALSE,4,TRUE
"101","A11WZN316TJ69L",TRUE,"17:22:27",1,"Social","Zero",4,0,"Same",1,"squirrel",0,"",0,4300,"eyescenter",-1,0,0,1,0,FALSE,4,FALSE
"102","A11WZN316TJ69L",TRUE,"17:22:27",2,"Social","Zero",4,0,"Same",1,"squirrel",0,"",0,647,"eyescenter",-1,0,0,1,0,FALSE,4,FALSE
"103","A11WZN316TJ69L",TRUE,"17:22:27",3,"Social","Zero",4,0,"Same",1,"tomato",1,"",0,1363,"eyescenter",-1,0,0,1,0,FALSE,4,FALSE
"104","A11WZN316TJ69L",TRUE,"17:22:27",4,"Social","Zero",4,0,"Same",1,"tomato",2,"",0,1102,"eyescenter",-1,0,0,1,0,FALSE,4,FALSE
"105","A11WZN316TJ69L",TRUE,"17:22:27",5,"Social","Zero",4,0,"Same",1,"Novel22",1,"Novel22",1,1531,"eyes_down_left",1,1,0,0,0,FALSE,4,TRUE
"106","A11WZN316TJ69L",TRUE,"17:22:27",6,"Social","Zero",4,0,"Same",1,"Novel22",1,"Novel22",1,1168,"eyescenter",-1,0,1,0,0,TRUE,4,TRUE
"107","A11WZN316TJ69L",TRUE,"17:22:27",7,"Social","Zero",4,1,"Switch",0,"Novel79",3,"Novel24",0,1781,"eyes_right",3,1,0,0,0,FALSE,4,FALSE
"108","A11WZN316TJ69L",TRUE,"17:22:27",8,"Social","Zero",4,1,"Switch",0,"Novel72",3,"Novel24",0,936,"eyescenter",-1,0,1,0,0,FALSE,4,FALSE
"109","A11WZN316TJ69L",TRUE,"17:22:27",9,"Social","Zero",4,2,"Same",0,"Novel28",3,"Novel28",3,1783,"eyes_right",3,1,0,0,0,FALSE,4,TRUE
"110","A11WZN316TJ69L",TRUE,"17:22:27",10,"Social","Zero",4,2,"Same",0,"Novel71",3,"Novel28",3,1016,"eyescenter",-1,0,1,0,0,FALSE,4,FALSE
"111","A11WZN316TJ69L",TRUE,"17:22:27",11,"Social","Zero",4,3,"Switch",0,"Novel35",2,"Novel33",3,463,"eyes_down_right",2,1,0,0,0,FALSE,4,FALSE
"112","A11WZN316TJ69L",TRUE,"17:22:27",12,"Social","Zero",4,3,"Switch",0,"Novel33",2,"Novel33",3,2577,"eyescenter",-1,0,1,0,0,FALSE,4,TRUE
"113","A11WZN316TJ69L",TRUE,"17:22:27",13,"Social","Zero",4,4,"Same",0,"Novel86",1,"Novel86",1,1416,"eyes_down_left",1,1,0,0,0,FALSE,4,TRUE
"114","A11WZN316TJ69L",TRUE,"17:22:27",14,"Social","Zero",4,4,"Same",0,"Novel86",3,"Novel86",1,879,"eyescenter",-1,0,1,0,0,FALSE,4,TRUE
"115","A11WZN316TJ69L",TRUE,"17:22:27",15,"Social","Zero",4,5,"Switch",1,"Novel118",3,"Novel3",0,1471,"eyes_right",3,1,0,0,0,FALSE,4,FALSE
"116","A11WZN316TJ69L",TRUE,"17:22:27",16,"Social","Zero",4,5,"Switch",1,"Novel89",3,"Novel3",0,4454,"eyescenter",-1,0,1,0,0,FALSE,4,FALSE
"117","A11WZN316TJ69L",TRUE,"17:22:27",17,"Social","Zero",4,6,"Same",1,"Novel23",3,"Novel23",3,1477,"eyes_right",3,1,0,0,0,FALSE,4,TRUE
"118","A11WZN316TJ69L",TRUE,"17:22:27",18,"Social","Zero",4,6,"Same",1,"Novel23",3,"Novel23",3,897,"eyescenter",-1,0,1,0,0,FALSE,4,TRUE
"119","A11WZN316TJ69L",TRUE,"17:22:27",19,"Social","Zero",4,7,"Switch",1,"Novel101",0,"Novel107",3,459,"eyes_left",0,1,0,0,0,FALSE,4,FALSE
"120","A11WZN316TJ69L",TRUE,"17:22:27",20,"Social","Zero",4,7,"Switch",1,"Novel2",1,"Novel107",3,7534,"eyescenter",-1,0,1,0,0,FALSE,4,FALSE
"121","A12J4IRF5Z06BT",TRUE,"02:36:31",1,"Social","One",4,0,"Switch",0,"squirrel",0,"",0,2377,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"122","A12J4IRF5Z06BT",TRUE,"02:36:31",2,"Social","One",4,0,"Switch",0,"squirrel",0,"",0,1575,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"123","A12J4IRF5Z06BT",TRUE,"02:36:31",3,"Social","One",4,0,"Switch",0,"tomato",1,"",0,1610,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"124","A12J4IRF5Z06BT",TRUE,"02:36:31",4,"Social","One",4,0,"Switch",0,"tomato",2,"",0,1458,"eyescenter",-1,0,0,1,1,FALSE,4,FALSE
"125","A12J4IRF5Z06BT",TRUE,"02:36:31",5,"Social","One",4,0,"Switch",0,"Novel41",1,"Novel30",2,6008,"eyes_down_left",1,1,0,0,1,FALSE,4,FALSE
"126","A12J4IRF5Z06BT",TRUE,"02:36:31",6,"Social","One",4,1,"Same",1,"Novel132",1,"Novel132",1,3901,"eyes_down_right",2,1,0,0,1,FALSE,4,TRUE
"127","A12J4IRF5Z06BT",TRUE,"02:36:31",7,"Social","One",4,0,"Switch",0,"Novel30",0,"Novel30",2,4922,"eyescenter",-1,0,1,0,1,TRUE,4,TRUE
"128","A12J4IRF5Z06BT",TRUE,"02:36:31",8,"Social","One",4,1,"Same",1,"Novel132",1,"Novel132",1,2380,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"129","A12J4IRF5Z06BT",TRUE,"02:36:31",9,"Social","One",4,2,"Switch",1,"Novel124",3,"Novel47",1,2542,"eyes_right",3,1,0,0,1,FALSE,4,FALSE
"130","A12J4IRF5Z06BT",TRUE,"02:36:31",10,"Social","One",4,3,"Same",0,"Novel65",1,"Novel65",1,3330,"eyes_down_left",1,1,0,0,1,FALSE,4,TRUE
"131","A12J4IRF5Z06BT",TRUE,"02:36:31",11,"Social","One",4,2,"Switch",1,"Novel66",3,"Novel47",1,4465,"eyescenter",-1,0,1,0,1,FALSE,4,FALSE
"132","A12J4IRF5Z06BT",TRUE,"02:36:31",12,"Social","One",4,3,"Same",0,"Novel65",2,"Novel65",1,1707,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"133","A12J4IRF5Z06BT",TRUE,"02:36:31",13,"Social","One",4,4,"Switch",1,"Novel86",2,"Novel7",3,3483,"eyes_left",0,1,0,0,1,FALSE,4,FALSE
"134","A12J4IRF5Z06BT",TRUE,"02:36:31",14,"Social","One",4,5,"Same",1,"Novel11",2,"Novel11",2,2840,"eyes_down_left",1,1,0,0,1,FALSE,4,TRUE
"135","A12J4IRF5Z06BT",TRUE,"02:36:31",15,"Social","One",4,4,"Switch",1,"Novel137",0,"Novel7",3,3598,"eyescenter",-1,0,1,0,1,FALSE,4,FALSE
"136","A12J4IRF5Z06BT",TRUE,"02:36:31",16,"Social","One",4,5,"Same",1,"Novel11",2,"Novel11",2,2075,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"137","A12J4IRF5Z06BT",TRUE,"02:36:31",17,"Social","One",4,6,"Switch",0,"Novel5",3,"Novel85",2,7163,"eyes_down_right",2,1,0,0,1,FALSE,4,FALSE
"138","A12J4IRF5Z06BT",TRUE,"02:36:31",18,"Social","One",4,7,"Same",0,"Novel129",0,"Novel129",0,3423,"eyes_down_left",1,1,0,0,1,FALSE,4,TRUE
"139","A12J4IRF5Z06BT",TRUE,"02:36:31",19,"Social","One",4,6,"Switch",0,"Novel27",1,"Novel85",2,3866,"eyescenter",-1,0,1,0,1,FALSE,4,FALSE
"140","A12J4IRF5Z06BT",TRUE,"02:36:31",20,"Social","One",4,7,"Same",0,"Novel129",2,"Novel129",0,2161,"eyescenter",-1,0,1,0,1,FALSE,4,TRUE
"141","A12JOUOLFBPCXW",TRUE,"02:57:37",1,"No-Social","Seven",4,0,"Same",0,"squirrel",0,"",0,1504,"eyescenter",-1,0,0,1,7,FALSE,4,FALSE
