"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time"
"35","A25ZADCJI3D5AF","Dec 02 2013","15:56:49",15,5,"Switch",0,"Novel13",2,"Novel26",3,4013,"eyescenter","4","0",0,1,(Dec 02 2013 15:56:49)
"37","A25ZADCJI3D5AF","Dec 02 2013","15:56:49",17,6,"Same",0,"Novel72",2,"Novel72",2,2466,"eyescenter","4","0",0,1,(Dec 02 2013 15:56:49)
"39","A25ZADCJI3D5AF","Dec 02 2013","15:56:49",19,7,"Switch",0,"Novel136",3,"Novel44",2,2865,"eyescenter","4","0",0,1,(Dec 02 2013 15:56:49)
"165","A2HTHF27PGIVER","Dec 02 2013","16:02:31",5,0,"Switch",0,"Novel91",1,"Novel139",2,17770,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"167","A2HTHF27PGIVER","Dec 02 2013","16:02:31",7,1,"Same",0,"Novel93",2,"Novel93",2,4065,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"169","A2HTHF27PGIVER","Dec 02 2013","16:02:31",9,2,"Switch",0,"Novel70",3,"Novel81",2,3370,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"171","A2HTHF27PGIVER","Dec 02 2013","16:02:31",11,3,"Same",1,"Novel44",3,"Novel44",3,4330,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"173","A2HTHF27PGIVER","Dec 02 2013","16:02:31",13,4,"Switch",1,"Novel41",1,"Novel56",3,5091,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"175","A2HTHF27PGIVER","Dec 02 2013","16:02:31",15,5,"Same",1,"Novel55",3,"Novel55",3,3138,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"177","A2HTHF27PGIVER","Dec 02 2013","16:02:31",17,6,"Switch",1,"Novel95",1,"Novel112",2,6500,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"179","A2HTHF27PGIVER","Dec 02 2013","16:02:31",19,7,"Same",0,"Novel63",2,"Novel63",2,4421,"eyescenter","4","0",0,1,(Dec 02 2013 16:02:31)
"225","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",5,0,"Switch",1,"Novel98",0,"Novel43",3,9786,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"227","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",7,1,"Same",0,"Novel125",0,"Novel125",0,2173,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"229","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",9,2,"Switch",0,"Novel134",2,"Novel126",3,11400,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"231","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",11,3,"Same",0,"Novel124",2,"Novel124",2,3904,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"233","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",13,4,"Switch",1,"Novel82",2,"Novel78",1,1961,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"235","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",15,5,"Same",1,"Novel42",1,"Novel42",1,3840,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"237","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",17,6,"Switch",0,"Novel106",1,"Novel30",2,3995,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"239","A2OJMQGSQBEKEQ","Dec 02 2013","16:03:17",19,7,"Same",1,"Novel54",1,"Novel54",1,2864,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:17)
"425","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",5,0,"Switch",0,"Novel77",0,"Novel4",3,2053,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"427","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",7,1,"Same",1,"Novel14",0,"Novel14",0,2411,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"429","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",9,2,"Switch",1,"Novel6",2,"Novel72",1,1051,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"431","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",11,3,"Same",1,"Novel27",0,"Novel27",0,972,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"433","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",13,4,"Switch",1,"Novel76",3,"Novel92",0,1540,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"435","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",15,5,"Same",0,"Novel90",1,"Novel90",1,1258,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"437","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",17,6,"Switch",0,"Novel75",0,"Novel41",3,1203,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"439","A2RMJNF6IPI42F","Dec 02 2013","16:11:33",19,7,"Same",0,"Novel11",2,"Novel11",2,939,"eyescenter","4","0",0,1,(Dec 02 2013 16:11:33)
"505","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",5,0,"Same",1,"Novel135",1,"Novel135",1,5007,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"507","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",7,1,"Switch",1,"Novel116",0,"Novel43",2,5180,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"509","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",9,2,"Same",0,"Novel1",3,"Novel1",3,3276,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"511","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",11,3,"Switch",0,"Novel18",0,"Novel30",3,281,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"513","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",13,4,"Same",0,"Novel49",2,"Novel49",2,1623,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"515","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",15,5,"Switch",0,"Novel37",1,"Novel133",0,1997,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"517","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",17,6,"Same",1,"Novel114",2,"Novel114",2,1436,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"519","A2UIPRZUHUN9OU","Dec 02 2013","16:42:27",19,7,"Switch",1,"Novel62",2,"Novel44",1,1560,"eyescenter","4","0",0,1,(Dec 02 2013 16:42:27)
"245","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",5,0,"Switch",1,"Novel133",2,"Novel31",3,4383,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"247","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",7,1,"Same",0,"Novel94",0,"Novel94",0,2598,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"249","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",9,2,"Switch",0,"Novel85",3,"Novel52",1,2316,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"251","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",11,3,"Same",1,"Novel4",2,"Novel4",2,32010,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"253","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",13,4,"Switch",0,"Novel45",2,"Novel127",0,1065,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"255","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",15,5,"Same",0,"Novel37",1,"Novel37",1,2293,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"257","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",17,6,"Switch",1,"Novel39",2,"Novel30",0,19,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"259","A2VWG0L5JHOBWN","Dec 02 2013","16:03:31",19,7,"Same",1,"Novel139",2,"Novel139",2,771,"eyescenter","4","0",0,1,(Dec 02 2013 16:03:31)
"105","A320QA9HJFUOZO","Dec 02 2013","16:00:28",5,0,"Same",1,"Novel1",1,"Novel1",1,3947,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"107","A320QA9HJFUOZO","Dec 02 2013","16:00:28",7,1,"Switch",1,"Novel54",2,"Novel105",3,3869,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"109","A320QA9HJFUOZO","Dec 02 2013","16:00:28",9,2,"Same",1,"Novel56",1,"Novel56",1,3900,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"111","A320QA9HJFUOZO","Dec 02 2013","16:00:28",11,3,"Switch",1,"Novel70",2,"Novel50",3,2886,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"113","A320QA9HJFUOZO","Dec 02 2013","16:00:28",13,4,"Same",0,"Novel119",0,"Novel119",0,2215,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"115","A320QA9HJFUOZO","Dec 02 2013","16:00:28",15,5,"Switch",0,"Novel78",3,"Novel89",0,2137,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"117","A320QA9HJFUOZO","Dec 02 2013","16:00:28",17,6,"Same",0,"Novel74",2,"Novel74",2,2403,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"119","A320QA9HJFUOZO","Dec 02 2013","16:00:28",19,7,"Switch",0,"Novel116",3,"Novel95",1,3775,"eyescenter","4","0",0,1,(Dec 02 2013 16:00:28)
"265","A341G96EYJLBKF","Dec 02 2013","16:04:13",5,0,"Same",0,"Novel36",3,"Novel36",3,1454,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"267","A341G96EYJLBKF","Dec 02 2013","16:04:13",7,1,"Switch",0,"Novel99",3,"Novel5",0,1625,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"269","A341G96EYJLBKF","Dec 02 2013","16:04:13",9,2,"Same",0,"Novel17",1,"Novel17",1,1562,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"271","A341G96EYJLBKF","Dec 02 2013","16:04:13",11,3,"Switch",0,"Novel56",1,"Novel106",0,1047,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"273","A341G96EYJLBKF","Dec 02 2013","16:04:13",13,4,"Same",1,"Novel75",1,"Novel75",1,1235,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"275","A341G96EYJLBKF","Dec 02 2013","16:04:13",15,5,"Switch",1,"Novel85",0,"Novel21",3,1609,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"277","A341G96EYJLBKF","Dec 02 2013","16:04:13",17,6,"Same",1,"Novel135",2,"Novel135",2,1625,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"279","A341G96EYJLBKF","Dec 02 2013","16:04:13",19,7,"Switch",1,"Novel108",1,"Novel111",0,1093,"eyescenter","4","0",0,1,(Dec 02 2013 16:04:13)
"305","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",5,0,"Switch",0,"Novel121",0,"Novel89",2,2259,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"307","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",7,1,"Same",1,"Novel19",3,"Novel19",3,2474,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"309","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",9,2,"Switch",0,"Novel43",1,"Novel68",0,2273,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"311","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",11,3,"Same",0,"Novel18",0,"Novel18",0,2092,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"313","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",13,4,"Switch",1,"Novel92",2,"Novel72",0,1778,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"315","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",15,5,"Same",0,"Novel80",1,"Novel80",1,1553,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"317","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",17,6,"Switch",1,"Novel105",2,"Novel86",3,1910,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"319","A3DKCN0XUVGJ1H","Dec 02 2013","16:05:10",19,7,"Same",1,"Novel125",3,"Novel125",3,1355,"eyescenter","4","0",0,1,(Dec 02 2013 16:05:10)
"445","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",5,0,"Same",0,"Novel52",3,"Novel52",3,7207,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"447","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",7,1,"Switch",0,"Novel129",1,"Novel88",2,3542,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"449","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",9,2,"Same",0,"Novel124",1,"Novel124",1,3806,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"451","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",11,3,"Switch",0,"Novel50",2,"Novel3",0,2402,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"453","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",13,4,"Same",1,"Novel23",2,"Novel23",2,5819,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"455","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",15,5,"Switch",1,"Novel76",2,"Novel95",1,4165,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"457","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",17,6,"Same",1,"Novel16",3,"Novel16",3,3479,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"459","A3FOKP72T5I4FR","Dec 02 2013","16:14:25",19,7,"Switch",1,"Novel65",3,"Novel139",1,4368,"eyescenter","4","0",0,1,(Dec 02 2013 16:14:25)
"5","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",5,0,"Same",1,"Novel138",3,"Novel138",3,6318,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"7","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",7,1,"Switch",1,"Novel19",1,"Novel95",2,4047,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"9","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",9,2,"Same",0,"Novel50",2,"Novel50",2,4875,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"11","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",11,3,"Switch",0,"Novel25",0,"Novel97",2,4281,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"13","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",13,4,"Same",1,"Novel98",3,"Novel98",3,2609,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"15","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",15,5,"Switch",1,"Novel1",1,"Novel61",0,3922,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"17","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",17,6,"Same",0,"Novel87",2,"Novel87",2,2140,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"19","A3H3U25KN2ZHFU","Dec 02 2013","15:53:09",19,7,"Switch",0,"Novel96",1,"Novel92",3,3422,"eyescenter","4","0",0,1,(Dec 02 2013 15:53:09)
"485","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",5,0,"Switch",0,"Novel8",3,"Novel122",1,3114,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
"487","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",7,1,"Same",1,"Novel56",0,"Novel56",0,4597,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
"489","A3OGXVZ41XKHBV","Dec 02 2013","16:24:00",9,2,"Switch",1,"Novel6",0,"Novel96",3,3860,"eyescenter","4","0",0,1,(Dec 02 2013 16:24:00)
