"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","trial_cat","intervalNum","include","first.trial","numPicN","correct","subids","block","include_good_rt","condition_trial","mean_acc_exp","correct_exposure","rt_exposure"
"Jan 09 2015","05:04:06",5,"Live","SocialFirst","Three",4,"Firefox",0,"Switch",0,"Novel131",3,"Novel23",2,1391,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,1,"first","include","social",1,TRUE,1391
"Jan 09 2015","05:04:06",6,"Live","SocialFirst","Three",4,"Firefox",1,"Same",0,"Novel5",1,"Novel5",1,690,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,1,"first","include","social",1,TRUE,690
"Jan 09 2015","05:04:06",7,"Live","SocialFirst","Three",4,"Firefox",2,"Switch",1,"Novel4",3,"Novel136",2,691,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,1,"first","include","social",1,TRUE,691
"Jan 09 2015","05:04:06",8,"Live","SocialFirst","Three",4,"Firefox",3,"Same",0,"Novel25",3,"Novel25",3,2113,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,1,"first","include","social",1,TRUE,2113
"Jan 09 2015","05:04:06",13,"Live","SocialFirst","Three",4,"Firefox",4,"Switch",0,"Novel105",3,"Novel98",0,878,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,1,"first","include","social",1,TRUE,878
"Jan 09 2015","05:04:06",21,"Live","SocialFirst","Three",4,"Firefox",8,"Switch",0,"Novel58",1,"Novel43",0,1077,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,1077
"Jan 09 2015","05:04:06",22,"Live","SocialFirst","Three",4,"Firefox",9,"Same",0,"Novel46",3,"Novel46",3,1031,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,1031
"Jan 09 2015","05:04:06",23,"Live","SocialFirst","Three",4,"Firefox",10,"Switch",1,"Novel63",0,"Novel92",1,612,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,612
"Jan 09 2015","05:04:06",24,"Live","SocialFirst","Three",4,"Firefox",11,"Same",0,"Novel81",1,"Novel81",1,1858,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,1858
"Jan 09 2015","05:04:06",29,"Live","SocialFirst","Three",4,"Firefox",12,"Switch",0,"Novel111",1,"Novel140",3,488,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,488
"Jan 09 2015","05:04:06",30,"Live","SocialFirst","Three",4,"Firefox",13,"Same",1,"Novel77",3,"Novel77",3,644,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,644
"Jan 09 2015","05:04:06",31,"Live","SocialFirst","Three",4,"Firefox",14,"Switch",1,"Novel62",0,"Novel11",1,661,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,661
"Jan 09 2015","05:04:06",32,"Live","SocialFirst","Three",4,"Firefox",15,"Same",1,"Novel93",3,"Novel93",3,1341,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,1,"second","include","no-social",1,FALSE,1341
"Jan 09 2015","07:05:33",9,"Live","No-socialFirst","Three",4,"Safari",0,"Same",1,"Novel130",1,"Novel130",1,1837,"straight-ahead",-1,"test",3,TRUE,TRUE,4,TRUE,3,"first","include","no-social",0.875,FALSE,6409
"Jan 09 2015","07:05:33",10,"Live","No-socialFirst","Three",4,"Safari",1,"Switch",1,"Novel10",2,"Novel23",1,3700,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,5911
"Jan 09 2015","07:05:33",11,"Live","No-socialFirst","Three",4,"Safari",2,"Same",0,"Novel18",1,"Novel18",2,4868,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,3,"first","include","no-social",0.875,FALSE,3145
"Jan 09 2015","07:05:33",12,"Live","No-socialFirst","Three",4,"Safari",3,"Switch",0,"Novel112",2,"Novel92",3,4284,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,4529
"Jan 09 2015","07:05:33",17,"Live","No-socialFirst","Three",4,"Safari",4,"Same",1,"Novel30",0,"Novel30",0,1234,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,3,"first","include","no-social",0.875,FALSE,5485
"Jan 09 2015","07:05:33",18,"Live","No-socialFirst","Three",4,"Safari",5,"Switch",1,"Novel67",3,"Novel60",0,2505,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,5224
"Jan 09 2015","07:05:33",19,"Live","No-socialFirst","Three",4,"Safari",6,"Same",0,"Novel39",2,"Novel39",1,1436,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,3,"first","include","no-social",0.875,FALSE,2586
"Jan 09 2015","07:05:33",20,"Live","No-socialFirst","Three",4,"Safari",7,"Switch",0,"Novel136",3,"Novel136",2,2477,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,3,"first","include","no-social",0.875,FALSE,3303
"Jan 09 2015","07:05:33",25,"Live","No-socialFirst","Three",4,"Safari",8,"Same",1,"Novel33",3,"Novel33",3,1725,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,3468
"Jan 09 2015","07:05:33",26,"Live","No-socialFirst","Three",4,"Safari",9,"Switch",1,"Novel127",1,"Novel4",0,2196,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,3,"second","include","social",0.875,TRUE,2183
"Jan 09 2015","07:05:33",28,"Live","No-socialFirst","Three",4,"Safari",11,"Switch",0,"Novel14",1,"Novel14",0,2262,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,1201
"Jan 09 2015","07:05:33",33,"Live","No-socialFirst","Three",4,"Safari",12,"Same",1,"Novel31",0,"Novel31",0,1236,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,1557
"Jan 09 2015","07:05:33",34,"Live","No-socialFirst","Three",4,"Safari",13,"Switch",1,"Novel45",2,"Novel36",3,3614,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,3,"second","include","social",0.875,TRUE,1006
"Jan 09 2015","07:05:33",35,"Live","No-socialFirst","Three",4,"Safari",14,"Same",0,"Novel74",3,"Novel125",0,804,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,3,"second","include","social",0.875,TRUE,1123
"Jan 09 2015","07:05:33",36,"Live","No-socialFirst","Three",4,"Safari",15,"Switch",0,"Novel47",2,"Novel29",2,3118,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,3,"second","include","social",0.875,TRUE,941
"Jan 09 2015","07:05:33",5,"Live","No-socialFirst","Three",4,"Safari",0,"Same",1,"Novel130",1,"Novel130",1,6409,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,6409
"Jan 09 2015","07:05:33",6,"Live","No-socialFirst","Three",4,"Safari",1,"Switch",1,"Novel80",0,"Novel23",1,5911,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,5911
"Jan 09 2015","07:05:33",7,"Live","No-socialFirst","Three",4,"Safari",2,"Same",0,"Novel18",2,"Novel18",2,3145,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,3145
"Jan 09 2015","07:05:33",8,"Live","No-socialFirst","Three",4,"Safari",3,"Switch",0,"Novel109",1,"Novel92",3,4529,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,4529
"Jan 09 2015","07:05:33",13,"Live","No-socialFirst","Three",4,"Safari",4,"Same",1,"Novel30",0,"Novel30",0,5485,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,5485
"Jan 09 2015","07:05:33",14,"Live","No-socialFirst","Three",4,"Safari",5,"Switch",1,"Novel12",3,"Novel60",0,5224,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,5224
"Jan 09 2015","07:05:33",15,"Live","No-socialFirst","Three",4,"Safari",6,"Same",0,"Novel39",1,"Novel39",1,2586,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,2586
"Jan 09 2015","07:05:33",16,"Live","No-socialFirst","Three",4,"Safari",7,"Switch",0,"Novel135",1,"Novel136",2,3303,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,3,"first","include","no-social",0.875,FALSE,3303
"Jan 09 2015","07:05:33",21,"Live","No-socialFirst","Three",4,"Safari",8,"Same",1,"Novel33",3,"Novel33",3,3468,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,3468
"Jan 09 2015","07:05:33",22,"Live","No-socialFirst","Three",4,"Safari",9,"Switch",1,"Novel48",1,"Novel4",0,2183,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,2183
"Jan 09 2015","07:05:33",23,"Live","No-socialFirst","Three",4,"Safari",10,"Same",0,"Novel123",0,"Novel123",0,3704,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,FALSE,3,"second","include","social",0.875,FALSE,3704
"Jan 09 2015","07:05:33",24,"Live","No-socialFirst","Three",4,"Safari",11,"Switch",0,"Novel76",1,"Novel14",0,1201,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,1201
"Jan 09 2015","07:05:33",29,"Live","No-socialFirst","Three",4,"Safari",12,"Same",1,"Novel31",0,"Novel31",0,1557,"up-left-4sec",0,"exposure",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,1557
"Jan 09 2015","07:05:33",30,"Live","No-socialFirst","Three",4,"Safari",13,"Switch",1,"Novel126",1,"Novel36",3,1006,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,1006
"Jan 09 2015","07:05:33",31,"Live","No-socialFirst","Three",4,"Safari",14,"Same",0,"Novel125",0,"Novel125",0,1123,"up-left-4sec",0,"exposure",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,1123
"Jan 09 2015","07:05:33",32,"Live","No-socialFirst","Three",4,"Safari",15,"Switch",0,"Novel139",1,"Novel29",2,941,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,3,"second","include","social",0.875,TRUE,941
"Jan 08 2015","23:11:29",9,"Live","No-socialFirst","Three",4,"Chrome",0,"Switch",0,"Novel133",2,"Novel133",1,1735,"straight-ahead",-1,"test",3,TRUE,TRUE,4,TRUE,4,"first","include","no-social",1,FALSE,4815
"Jan 08 2015","23:11:29",10,"Live","No-socialFirst","Three",4,"Chrome",1,"Same",0,"Novel92",3,"Novel92",2,2772,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"first","include","no-social",1,FALSE,6970
"Jan 08 2015","23:11:29",11,"Live","No-socialFirst","Three",4,"Chrome",2,"Switch",0,"Novel68",2,"Novel68",1,2349,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"first","include","no-social",1,FALSE,4301
"Jan 08 2015","23:11:29",12,"Live","No-socialFirst","Three",4,"Chrome",3,"Same",1,"Novel95",2,"Novel95",2,677,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"first","include","no-social",1,FALSE,1582
"Jan 08 2015","23:11:29",17,"Live","No-socialFirst","Three",4,"Chrome",4,"Switch",1,"Novel28",0,"Novel28",0,3770,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"first","include","no-social",1,FALSE,3786
"Jan 08 2015","23:11:29",18,"Live","No-socialFirst","Three",4,"Chrome",5,"Same",1,"Novel129",2,"Novel129",2,1130,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"first","include","no-social",1,FALSE,2951
"Jan 08 2015","23:11:29",19,"Live","No-socialFirst","Three",4,"Chrome",6,"Switch",1,"Novel25",0,"Novel1",2,1123,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,3176
"Jan 08 2015","23:11:29",20,"Live","No-socialFirst","Three",4,"Chrome",7,"Same",0,"Novel29",1,"Novel29",0,2090,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"first","include","no-social",1,FALSE,1297
"Jan 08 2015","23:11:29",25,"Live","No-socialFirst","Three",4,"Chrome",8,"Switch",0,"Novel88",1,"Novel140",0,5631,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,4,"second","include","social",1,TRUE,1186
"Jan 08 2015","23:11:29",27,"Live","No-socialFirst","Three",4,"Chrome",10,"Switch",0,"Novel55",2,"Novel60",0,1221,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,4,"second","include","social",1,TRUE,603
"Jan 08 2015","23:11:29",28,"Live","No-socialFirst","Three",4,"Chrome",11,"Same",1,"Novel119",0,"Novel119",0,441,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,350
"Jan 08 2015","23:11:29",33,"Live","No-socialFirst","Three",4,"Chrome",12,"Switch",1,"Novel78",3,"Novel101",1,1565,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,4,"second","include","social",1,TRUE,2390
"Jan 08 2015","23:11:29",35,"Live","No-socialFirst","Three",4,"Chrome",14,"Switch",1,"Novel99",1,"Novel13",0,2073,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,4,"second","include","social",1,TRUE,975
"Jan 08 2015","23:11:29",36,"Live","No-socialFirst","Three",4,"Chrome",15,"Same",0,"Novel109",2,"Novel109",1,1430,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,439
"Jan 08 2015","23:11:29",5,"Live","No-socialFirst","Three",4,"Chrome",0,"Switch",0,"Novel134",0,"Novel133",1,4815,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,4815
"Jan 08 2015","23:11:29",6,"Live","No-socialFirst","Three",4,"Chrome",1,"Same",0,"Novel92",2,"Novel92",2,6970,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,6970
"Jan 08 2015","23:11:29",7,"Live","No-socialFirst","Three",4,"Chrome",2,"Switch",0,"Novel43",2,"Novel68",1,4301,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,4301
"Jan 08 2015","23:11:29",8,"Live","No-socialFirst","Three",4,"Chrome",3,"Same",1,"Novel95",2,"Novel95",2,1582,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,1582
"Jan 08 2015","23:11:29",13,"Live","No-socialFirst","Three",4,"Chrome",4,"Switch",1,"Novel81",1,"Novel28",0,3786,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,3786
"Jan 08 2015","23:11:29",14,"Live","No-socialFirst","Three",4,"Chrome",5,"Same",1,"Novel129",2,"Novel129",2,2951,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,2951
"Jan 08 2015","23:11:29",15,"Live","No-socialFirst","Three",4,"Chrome",6,"Switch",1,"Novel123",0,"Novel1",2,3176,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,3176
"Jan 08 2015","23:11:29",16,"Live","No-socialFirst","Three",4,"Chrome",7,"Same",0,"Novel29",0,"Novel29",0,1297,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,4,"first","include","no-social",1,FALSE,1297
"Jan 08 2015","23:11:29",21,"Live","No-socialFirst","Three",4,"Chrome",8,"Switch",0,"Novel64",3,"Novel140",0,1186,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,1186
"Jan 08 2015","23:11:29",22,"Live","No-socialFirst","Three",4,"Chrome",9,"Same",0,"Novel8",2,"Novel8",2,946,"down-left-4sec",2,"exposure",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,946
"Jan 08 2015","23:11:29",23,"Live","No-socialFirst","Three",4,"Chrome",10,"Switch",0,"Novel85",2,"Novel60",0,603,"down-left-4sec",2,"exposure",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,603
"Jan 08 2015","23:11:29",29,"Live","No-socialFirst","Three",4,"Chrome",12,"Switch",1,"Novel11",3,"Novel101",1,2390,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,2390
"Jan 08 2015","23:11:29",30,"Live","No-socialFirst","Three",4,"Chrome",13,"Same",1,"Novel15",2,"Novel15",2,489,"down-left-4sec",2,"exposure",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,489
"Jan 08 2015","23:11:29",31,"Live","No-socialFirst","Three",4,"Chrome",14,"Switch",1,"Novel35",2,"Novel13",0,975,"down-left-4sec",2,"exposure",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,975
"Jan 08 2015","23:11:29",32,"Live","No-socialFirst","Three",4,"Chrome",15,"Same",0,"Novel109",1,"Novel109",1,439,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,4,"second","include","social",1,TRUE,439
"Jan 09 2015","05:51:30",9,"Live","SocialFirst","Three",4,"Chrome",0,"Switch",0,"Novel56",2,"Novel56",1,3142,"straight-ahead",-1,"test",3,TRUE,TRUE,4,TRUE,5,"first","include","social",1,TRUE,1206
"Jan 09 2015","05:51:30",10,"Live","SocialFirst","Three",4,"Chrome",1,"Same",1,"Novel81",3,"Novel81",3,1474,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,415
"Jan 09 2015","05:51:30",11,"Live","SocialFirst","Three",4,"Chrome",2,"Switch",1,"Novel53",0,"Novel43",1,1001,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,5,"first","include","social",1,TRUE,316
"Jan 09 2015","05:51:30",12,"Live","SocialFirst","Three",4,"Chrome",3,"Same",1,"Novel41",0,"Novel41",0,434,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,142
"Jan 09 2015","05:51:30",17,"Live","SocialFirst","Three",4,"Chrome",4,"Switch",0,"Novel29",3,"Novel29",0,2230,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,1062
"Jan 09 2015","05:51:30",18,"Live","SocialFirst","Three",4,"Chrome",5,"Same",0,"Novel116",3,"Novel116",1,456,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,616
"Jan 09 2015","05:51:30",19,"Live","SocialFirst","Three",4,"Chrome",6,"Switch",1,"Novel21",0,"Novel42",2,929,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,5,"first","include","social",1,TRUE,582
"Jan 09 2015","05:51:30",25,"Live","SocialFirst","Three",4,"Chrome",8,"Switch",0,"Novel85",3,"Novel13",3,1003,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,5,"second","include","no-social",1,FALSE,2620
"Jan 09 2015","05:51:30",26,"Live","SocialFirst","Three",4,"Chrome",9,"Same",1,"Novel110",3,"Novel110",3,772,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"second","include","no-social",1,FALSE,2413
"Jan 09 2015","05:51:30",27,"Live","SocialFirst","Three",4,"Chrome",10,"Switch",1,"Novel122",1,"Novel122",1,2230,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"second","include","no-social",1,FALSE,1690
"Jan 09 2015","05:51:30",28,"Live","SocialFirst","Three",4,"Chrome",11,"Same",1,"Novel125",3,"Novel125",3,1557,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"second","include","no-social",1,FALSE,893
"Jan 09 2015","05:51:30",33,"Live","SocialFirst","Three",4,"Chrome",12,"Switch",0,"Novel15",1,"Novel5",1,2247,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,5,"second","include","no-social",1,FALSE,287
"Jan 09 2015","05:51:30",35,"Live","SocialFirst","Three",4,"Chrome",14,"Switch",1,"Novel111",2,"Novel73",0,1143,"straight-ahead",-1,"test",3,TRUE,FALSE,4,FALSE,5,"second","include","no-social",1,FALSE,1020
"Jan 09 2015","05:51:30",36,"Live","SocialFirst","Three",4,"Chrome",15,"Same",0,"Novel40",0,"Novel40",1,467,"straight-ahead",-1,"test",3,TRUE,FALSE,4,TRUE,5,"second","include","no-social",1,FALSE,4217
"Jan 09 2015","05:51:30",5,"Live","SocialFirst","Three",4,"Chrome",0,"Switch",0,"Novel25",2,"Novel56",1,1206,"down-left-4sec",2,"exposure",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,1206
"Jan 09 2015","05:51:30",6,"Live","SocialFirst","Three",4,"Chrome",1,"Same",1,"Novel81",3,"Novel81",3,415,"down-right-4sec",3,"exposure",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,415
"Jan 09 2015","05:51:30",13,"Live","SocialFirst","Three",4,"Chrome",4,"Switch",0,"Novel121",1,"Novel29",0,1062,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,1062
"Jan 09 2015","05:51:30",14,"Live","SocialFirst","Three",4,"Chrome",5,"Same",0,"Novel116",1,"Novel116",1,616,"up-right-4sec",1,"exposure",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,616
"Jan 09 2015","05:51:30",15,"Live","SocialFirst","Three",4,"Chrome",6,"Switch",1,"Novel137",0,"Novel42",2,582,"up-left-4sec",0,"exposure",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,582
"Jan 09 2015","05:51:30",16,"Live","SocialFirst","Three",4,"Chrome",7,"Same",0,"Novel64",0,"Novel64",0,503,"up-left-4sec",0,"exposure",3,TRUE,FALSE,4,TRUE,5,"first","include","social",1,TRUE,503
"Jan 09 2015","05:51:30",21,"Live","SocialFirst","Three",4,"Chrome",8,"Switch",0,"Novel80",0,"Novel13",3,2620,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,5,"second","include","no-social",1,FALSE,2620
"Jan 09 2015","05:51:30",22,"Live","SocialFirst","Three",4,"Chrome",9,"Same",1,"Novel110",3,"Novel110",3,2413,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,5,"second","include","no-social",1,FALSE,2413
"Jan 09 2015","05:51:30",23,"Live","SocialFirst","Three",4,"Chrome",10,"Switch",1,"Novel129",3,"Novel122",1,1690,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,5,"second","include","no-social",1,FALSE,1690
"Jan 09 2015","05:51:30",24,"Live","SocialFirst","Three",4,"Chrome",11,"Same",1,"Novel125",3,"Novel125",3,893,"straight-ahead",-1,"exposure",3,TRUE,FALSE,4,FALSE,5,"second","include","no-social",1,FALSE,893
