"example_trial","exposure_trial","test_trial","submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","day.and.time","intervalNum","include","first.trial","numPicN","correct","experiment","n_trials","duplicate","subids"
1,0,0,"Jul 13 2014","10:10:03",1,"Medium","Social","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,1228,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
1,0,0,"Jul 13 2014","10:10:03",2,"Medium","Social","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,809,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
1,0,0,"Jul 13 2014","10:10:03",3,"Medium","Social","Zero",4,"Chrome",0,"Same","tomato",1,"",0,60,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
1,0,0,"Jul 13 2014","10:10:03",4,"Medium","Social","Zero",4,"Chrome",0,"Same","tomato",2,"",0,1055,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",5,"Medium","Social","Zero",4,"Chrome",0,"Same","Novel139",3,"Novel139",3,1924,"silentRUmedium",3,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",6,"Medium","Social","Zero",4,"Chrome",0,"Same","Novel139",3,"Novel139",3,1497,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,TRUE,4,TRUE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",7,"Medium","Social","Zero",4,"Chrome",1,"Switch","Novel131",0,"Novel122",1,3207,"silentLDmedium",0,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",8,"Medium","Social","Zero",4,"Chrome",1,"Switch","Novel23",3,"Novel122",1,556,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",9,"Medium","Social","Zero",4,"Chrome",2,"Same","Novel24",1,"Novel24",1,2974,"silentRUmedium",3,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",10,"Medium","Social","Zero",4,"Chrome",2,"Same","Novel24",2,"Novel24",1,2608,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",11,"Medium","Social","Zero",4,"Chrome",3,"Switch","Novel42",1,"Novel106",0,7039,"silentRDmedium",2,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",12,"Medium","Social","Zero",4,"Chrome",3,"Switch","Novel106",0,"Novel106",0,1053,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",13,"Medium","Social","Zero",4,"Chrome",4,"Same","Novel9",1,"Novel9",1,5948,"silentLUmedium",1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",14,"Medium","Social","Zero",4,"Chrome",4,"Same","Novel9",0,"Novel9",1,598,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",15,"Medium","Social","Zero",4,"Chrome",5,"Switch","Novel51",0,"Novel32",3,25902,"silentLUmedium",1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",16,"Medium","Social","Zero",4,"Chrome",5,"Switch","Novel47",2,"Novel32",3,3594,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",17,"Medium","Social","Zero",4,"Chrome",6,"Same","Novel80",1,"Novel80",1,983,"silentRDmedium",2,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",18,"Medium","Social","Zero",4,"Chrome",6,"Same","Novel80",1,"Novel80",1,914,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"3"
0,1,0,"Jul 13 2014","10:10:03",19,"Medium","Social","Zero",4,"Chrome",7,"Switch","Novel121",2,"Novel25",3,1553,"silentLUmedium",1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
0,0,1,"Jul 13 2014","10:10:03",20,"Medium","Social","Zero",4,"Chrome",7,"Switch","Novel7",3,"Novel25",3,1201,"straightahead",-1,"(Jul 13 2014 10:10:03)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"3"
1,0,0,"Jul 13 2014","09:45:57",1,"Short","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,7025,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
1,0,0,"Jul 13 2014","09:45:57",2,"Short","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,818,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
1,0,0,"Jul 13 2014","09:45:57",3,"Short","Social","Zero",4,"Chrome",0,"Switch","tomato",1,"",0,71,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
1,0,0,"Jul 13 2014","09:45:57",4,"Short","Social","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,267,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",5,"Short","Social","Zero",4,"Chrome",0,"Switch","Novel58",0,"Novel57",2,2357,"silentRDshort",2,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",6,"Short","Social","Zero",4,"Chrome",0,"Switch","Novel5",0,"Novel57",2,472,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,TRUE,4,FALSE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",7,"Short","Social","Zero",4,"Chrome",1,"Same","Novel115",1,"Novel115",1,211,"silentRDshort",2,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",8,"Short","Social","Zero",4,"Chrome",1,"Same","Novel115",1,"Novel115",1,1238,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",9,"Short","Social","Zero",4,"Chrome",2,"Switch","Novel62",2,"Novel22",0,131,"silentRUshort",3,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",10,"Short","Social","Zero",4,"Chrome",2,"Switch","Novel22",3,"Novel22",0,7121,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",11,"Short","Social","Zero",4,"Chrome",3,"Same","Novel84",3,"Novel84",3,42,"silentRUshort",3,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",12,"Short","Social","Zero",4,"Chrome",3,"Same","Novel84",0,"Novel84",3,1369,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",13,"Short","Social","Zero",4,"Chrome",4,"Switch","Novel71",0,"Novel28",2,1985,"silentLUshort",1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",14,"Short","Social","Zero",4,"Chrome",4,"Switch","Novel28",1,"Novel28",2,8,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",15,"Short","Social","Zero",4,"Chrome",5,"Same","Novel112",2,"Novel112",2,948,"silentLUshort",1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",16,"Short","Social","Zero",4,"Chrome",5,"Same","Novel112",2,"Novel112",2,194,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",17,"Short","Social","Zero",4,"Chrome",6,"Switch","Novel16",3,"Novel102",2,90,"silentRDshort",2,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",18,"Short","Social","Zero",4,"Chrome",6,"Switch","Novel35",0,"Novel102",2,89,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"4"
0,1,0,"Jul 13 2014","09:45:57",19,"Short","Social","Zero",4,"Chrome",7,"Same","Novel92",1,"Novel92",1,1151,"silentLDshort",0,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
0,0,1,"Jul 13 2014","09:45:57",20,"Short","Social","Zero",4,"Chrome",7,"Same","Novel92",3,"Novel92",1,155,"straightahead",-1,"(Jul 13 2014 09:45:57)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"4"
1,0,0,"Jul 13 2014","08:58:06",1,"Short","Social","Zero",4,"Safari",0,"Same","squirrel",0,"",0,4436,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
1,0,0,"Jul 13 2014","08:58:06",2,"Short","Social","Zero",4,"Safari",0,"Same","squirrel",0,"",0,643,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
1,0,0,"Jul 13 2014","08:58:06",3,"Short","Social","Zero",4,"Safari",0,"Same","tomato",1,"",0,798,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
1,0,0,"Jul 13 2014","08:58:06",4,"Short","Social","Zero",4,"Safari",0,"Same","tomato",2,"",0,2451,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",5,"Short","Social","Zero",4,"Safari",0,"Same","Novel22",1,"Novel22",1,2530,"silentLUshort",1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",6,"Short","Social","Zero",4,"Safari",0,"Same","Novel22",1,"Novel22",1,4087,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,TRUE,4,TRUE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",7,"Short","Social","Zero",4,"Safari",1,"Switch","Novel95",1,"Novel131",0,58,"silentLDshort",0,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",8,"Short","Social","Zero",4,"Safari",1,"Switch","Novel131",0,"Novel131",0,502,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",9,"Short","Social","Zero",4,"Safari",2,"Same","Novel24",3,"Novel24",3,1363,"silentLDshort",0,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",10,"Short","Social","Zero",4,"Safari",2,"Same","Novel24",2,"Novel24",3,780,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",11,"Short","Social","Zero",4,"Safari",3,"Switch","Novel73",3,"Novel63",0,1218,"silentRDshort",2,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",12,"Short","Social","Zero",4,"Safari",3,"Switch","Novel63",2,"Novel63",0,719,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",13,"Short","Social","Zero",4,"Safari",4,"Same","Novel106",1,"Novel106",1,1187,"silentRUshort",3,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",14,"Short","Social","Zero",4,"Safari",4,"Same","Novel106",2,"Novel106",1,2597,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",15,"Short","Social","Zero",4,"Safari",5,"Switch","Novel45",3,"Novel21",1,2768,"silentLDshort",0,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",16,"Short","Social","Zero",4,"Safari",5,"Switch","Novel21",1,"Novel21",1,1217,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",17,"Short","Social","Zero",4,"Safari",6,"Same","Novel5",3,"Novel5",3,387,"silentLUshort",1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",18,"Short","Social","Zero",4,"Safari",6,"Same","Novel5",3,"Novel5",3,429,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"6"
0,1,0,"Jul 13 2014","08:58:06",19,"Short","Social","Zero",4,"Safari",7,"Switch","Novel18",3,"Novel93",2,3377,"silentRUshort",3,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
0,0,1,"Jul 13 2014","08:58:06",20,"Short","Social","Zero",4,"Safari",7,"Switch","Novel58",3,"Novel93",2,1529,"straightahead",-1,"(Jul 13 2014 08:58:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"6"
1,0,0,"Jul 13 2014","09:59:51",1,"Short","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,2790,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
1,0,0,"Jul 13 2014","09:59:51",2,"Short","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,3573,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
1,0,0,"Jul 13 2014","09:59:51",3,"Short","Social","Zero",4,"Chrome",0,"Switch","tomato",1,"",0,763,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
1,0,0,"Jul 13 2014","09:59:51",4,"Short","Social","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,441,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",5,"Short","Social","Zero",4,"Chrome",0,"Switch","Novel128",1,"Novel1",2,200,"silentRUshort",3,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",6,"Short","Social","Zero",4,"Chrome",0,"Switch","Novel1",0,"Novel1",2,5934,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,TRUE,4,TRUE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",7,"Short","Social","Zero",4,"Chrome",1,"Same","Novel18",3,"Novel18",3,2084,"silentRDshort",2,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",8,"Short","Social","Zero",4,"Chrome",1,"Same","Novel18",3,"Novel18",3,1234,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",9,"Short","Social","Zero",4,"Chrome",2,"Switch","Novel99",0,"Novel5",1,1006,"silentLUshort",1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",10,"Short","Social","Zero",4,"Chrome",2,"Switch","Novel5",1,"Novel5",1,69,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",11,"Short","Social","Zero",4,"Chrome",3,"Same","Novel25",1,"Novel25",1,1662,"silentRUshort",3,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",12,"Short","Social","Zero",4,"Chrome",3,"Same","Novel25",0,"Novel25",1,997,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",13,"Short","Social","Zero",4,"Chrome",4,"Switch","Novel78",2,"Novel113",0,2285,"silentRUshort",3,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",14,"Short","Social","Zero",4,"Chrome",4,"Switch","Novel113",0,"Novel113",0,1508,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",15,"Short","Social","Zero",4,"Chrome",5,"Same","Novel71",3,"Novel71",3,1081,"silentRDshort",2,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",16,"Short","Social","Zero",4,"Chrome",5,"Same","Novel71",3,"Novel71",3,487,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",17,"Short","Social","Zero",4,"Chrome",6,"Switch","Novel119",3,"Novel94",0,1590,"silentRDshort",2,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",18,"Short","Social","Zero",4,"Chrome",6,"Switch","Novel94",1,"Novel94",0,2005,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,1,0,"Jul 13 2014","09:59:51",19,"Short","Social","Zero",4,"Chrome",7,"Same","Novel72",2,"Novel72",2,214,"silentLDshort",0,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
0,0,1,"Jul 13 2014","09:59:51",20,"Short","Social","Zero",4,"Chrome",7,"Same","Novel72",3,"Novel72",2,694,"straightahead",-1,"(Jul 13 2014 09:59:51)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"8"
1,0,0,"Jul 13 2014","10:17:06",1,"Long","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,3707,"straightahead",-1,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"9"
1,0,0,"Jul 13 2014","10:17:06",2,"Long","Social","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,25,"straightahead",-1,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"9"
1,0,0,"Jul 13 2014","10:17:06",3,"Long","Social","Zero",4,"Chrome",0,"Switch","tomato",1,"",0,1724,"straightahead",-1,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"9"
1,0,0,"Jul 13 2014","10:17:06",4,"Long","Social","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,685,"straightahead",-1,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"9"
0,1,0,"Jul 13 2014","10:17:06",5,"Long","Social","Zero",4,"Chrome",0,"Switch","Novel109",2,"Novel63",1,109,"silentLDlong",0,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"9"
0,0,1,"Jul 13 2014","10:17:06",6,"Long","Social","Zero",4,"Chrome",0,"Switch","Novel82",2,"Novel63",1,4570,"straightahead",-1,"(Jul 13 2014 10:17:06)",0,TRUE,TRUE,4,FALSE,"look_length",20,0,"9"
0,1,0,"Jul 13 2014","10:17:06",7,"Long","Social","Zero",4,"Chrome",1,"Same","Novel132",1,"Novel132",1,646,"silentRUlong",3,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"9"
0,0,1,"Jul 13 2014","10:17:06",8,"Long","Social","Zero",4,"Chrome",1,"Same","Novel132",1,"Novel132",1,653,"straightahead",-1,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,TRUE,"look_length",20,0,"9"
0,1,0,"Jul 13 2014","10:17:06",9,"Long","Social","Zero",4,"Chrome",2,"Switch","Novel80",1,"Novel32",3,628,"silentRUlong",3,"(Jul 13 2014 10:17:06)",0,TRUE,FALSE,4,FALSE,"look_length",20,0,"9"
