"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","itemNum","trialType","chosen","chosenIdx","kept","keptIdx","rt","face","faceIdx","example_trial","exposure_trial","test_trial","day.and.time","intervalNum","include","first.trial","numPicN","correct","subids"
"Aug 08 2014","18:28:37",16,"Short","No-socialFirst","Zero",4,"Chrome",5,"Same","Novel123",1,"Novel127",1,1118,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",17,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel73",0,"Novel124",1,2359,"straightahead",-1,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",18,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel63",1,"Novel124",1,4533,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",19,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel98",2,"Novel98",2,2322,"straightahead",-1,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",20,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel98",3,"Novel98",2,1509,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",21,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel107",3,"Novel6",2,922,"silentRDmedium",2,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",22,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel116",2,"Novel6",2,3182,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",23,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel134",3,"Novel134",3,671,"silentRDmedium",2,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",24,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel134",2,"Novel134",3,7,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",25,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel15",1,"Novel16",2,423,"silentRUmedium",3,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",26,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel17",2,"Novel16",2,423,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",27,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel10",1,"Novel10",1,323,"silentRUmedium",3,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",28,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel10",2,"Novel10",1,820,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",29,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel5",3,"Novel126",1,249,"silentRDmedium",2,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",30,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel104",0,"Novel126",1,1051,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",31,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel125",3,"Novel125",3,1055,"silentRDmedium",2,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",32,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel61",0,"Novel125",3,1436,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",33,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel66",3,"Novel94",1,596,"silentRDmedium",2,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",34,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel71",0,"Novel94",1,1409,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,FALSE,"1"
"Aug 08 2014","18:28:37",35,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel103",2,"Novel103",2,613,"silentLDmedium",0,0,1,0,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","18:28:37",36,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel103",1,"Novel103",2,494,"straightahead",-1,0,0,1,(Aug 08 2014 18:28:37),0,TRUE,FALSE,4,TRUE,"1"
"Aug 08 2014","17:31:36",1,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,3191,"straightahead",-1,1,0,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",2,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","squirrel",0,"",0,651,"straightahead",-1,1,0,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",3,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","tomato",1,"",0,1401,"straightahead",-1,1,0,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",4,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","tomato",2,"",0,410,"straightahead",-1,1,0,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",5,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","Novel4",1,"Novel4",1,4700,"silentLDshort",0,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",6,"Short","SocialFirst","Zero",4,"Chrome",0,"Same","Novel4",1,"Novel4",1,1286,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,TRUE,4,TRUE,"2"
"Aug 08 2014","17:31:36",7,"Short","SocialFirst","Zero",4,"Chrome",1,"Switch","Novel17",0,"Novel116",2,3242,"silentRUshort",3,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",8,"Short","SocialFirst","Zero",4,"Chrome",1,"Switch","Novel7",1,"Novel116",2,4179,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",9,"Short","SocialFirst","Zero",4,"Chrome",2,"Same","Novel138",0,"Novel138",0,2985,"silentLDshort",0,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",10,"Short","SocialFirst","Zero",4,"Chrome",2,"Same","Novel138",2,"Novel138",0,552,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",11,"Short","SocialFirst","Zero",4,"Chrome",3,"Switch","Novel92",1,"Novel103",2,1822,"silentLDshort",0,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",12,"Short","SocialFirst","Zero",4,"Chrome",3,"Switch","Novel111",1,"Novel103",2,2578,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",13,"Short","SocialFirst","Zero",4,"Chrome",4,"Same","Novel76",0,"Novel76",0,5616,"silentRUshort",3,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",14,"Short","SocialFirst","Zero",4,"Chrome",4,"Same","Novel76",0,"Novel76",0,319,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",15,"Short","SocialFirst","Zero",4,"Chrome",5,"Switch","Novel70",1,"Novel23",2,2457,"silentRUshort",3,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",16,"Short","SocialFirst","Zero",4,"Chrome",5,"Switch","Novel23",2,"Novel23",2,301,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",17,"Short","SocialFirst","Zero",4,"Chrome",6,"Same","Novel90",3,"Novel90",3,2152,"silentRUshort",3,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",18,"Short","SocialFirst","Zero",4,"Chrome",6,"Same","Novel90",1,"Novel90",3,5,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",19,"Short","SocialFirst","Zero",4,"Chrome",7,"Switch","Novel65",3,"Novel113",0,4281,"silentLDshort",0,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",20,"Short","SocialFirst","Zero",4,"Chrome",7,"Switch","Novel113",1,"Novel113",0,350,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",21,"Short","SocialFirst","Zero",4,"Chrome",8,"Same","Novel59",0,"Novel59",0,2579,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",22,"Short","SocialFirst","Zero",4,"Chrome",8,"Same","Novel59",2,"Novel59",0,47,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",23,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel19",3,"Novel83",1,1832,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",24,"Short","SocialFirst","Zero",4,"Chrome",9,"Switch","Novel15",1,"Novel83",1,901,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",25,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel80",3,"Novel80",3,4128,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",26,"Short","SocialFirst","Zero",4,"Chrome",10,"Same","Novel80",0,"Novel80",3,446,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",27,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel96",2,"Novel137",3,1045,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",28,"Short","SocialFirst","Zero",4,"Chrome",11,"Switch","Novel137",2,"Novel137",3,502,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",29,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel77",1,"Novel77",1,1898,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",30,"Short","SocialFirst","Zero",4,"Chrome",12,"Same","Novel77",0,"Novel77",1,1198,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",31,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel40",3,"Novel21",1,1344,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",32,"Short","SocialFirst","Zero",4,"Chrome",13,"Switch","Novel21",2,"Novel21",1,181,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",33,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel8",1,"Novel8",1,1517,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",34,"Short","SocialFirst","Zero",4,"Chrome",14,"Same","Novel8",2,"Novel8",1,1036,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","17:31:36",35,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel34",1,"Novel91",0,522,"straightahead",-1,0,1,0,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,FALSE,"2"
"Aug 08 2014","17:31:36",36,"Short","SocialFirst","Zero",4,"Chrome",15,"Switch","Novel91",1,"Novel91",0,617,"straightahead",-1,0,0,1,(Aug 08 2014 17:31:36),0,TRUE,FALSE,4,TRUE,"2"
"Aug 08 2014","13:55:09",1,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,366,"straightahead",-1,1,0,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",2,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","squirrel",0,"",0,670,"straightahead",-1,1,0,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",3,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","tomato",1,"",0,452,"straightahead",-1,1,0,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",4,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","tomato",2,"",0,1069,"straightahead",-1,1,0,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",5,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","Novel62",0,"Novel23",1,634,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",6,"Short","No-socialFirst","Zero",4,"Chrome",0,"Switch","Novel103",1,"Novel23",1,865,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,TRUE,4,FALSE,"3"
"Aug 08 2014","13:55:09",7,"Short","No-socialFirst","Zero",4,"Chrome",1,"Same","Novel44",2,"Novel44",2,44,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",8,"Short","No-socialFirst","Zero",4,"Chrome",1,"Same","Novel44",2,"Novel44",2,176,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",9,"Short","No-socialFirst","Zero",4,"Chrome",2,"Switch","Novel19",1,"Novel80",0,29,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",10,"Short","No-socialFirst","Zero",4,"Chrome",2,"Switch","Novel139",2,"Novel80",0,758,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",11,"Short","No-socialFirst","Zero",4,"Chrome",3,"Same","Novel71",1,"Novel71",1,626,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",12,"Short","No-socialFirst","Zero",4,"Chrome",3,"Same","Novel72",2,"Novel71",1,387,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",13,"Short","No-socialFirst","Zero",4,"Chrome",4,"Switch","Novel123",1,"Novel76",2,136,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",14,"Short","No-socialFirst","Zero",4,"Chrome",4,"Switch","Novel97",0,"Novel76",2,224,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",15,"Short","No-socialFirst","Zero",4,"Chrome",5,"Same","Novel127",3,"Novel127",3,181,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",16,"Short","No-socialFirst","Zero",4,"Chrome",5,"Same","Novel127",1,"Novel127",3,673,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",17,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel130",2,"Novel11",1,567,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",18,"Short","No-socialFirst","Zero",4,"Chrome",6,"Switch","Novel136",3,"Novel11",1,37,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",19,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel124",1,"Novel124",1,476,"straightahead",-1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",20,"Short","No-socialFirst","Zero",4,"Chrome",7,"Same","Novel124",0,"Novel124",1,6798,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",21,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel2",1,"Novel102",2,559,"silentRDmedium",2,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",22,"Short","No-socialFirst","Zero",4,"Chrome",8,"Switch","Novel24",2,"Novel102",2,561,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",23,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel36",3,"Novel36",3,315,"silentLUmedium",1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",24,"Short","No-socialFirst","Zero",4,"Chrome",9,"Same","Novel52",0,"Novel36",3,244,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",25,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel4",2,"Novel50",3,31,"silentRDmedium",2,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",26,"Short","No-socialFirst","Zero",4,"Chrome",10,"Switch","Novel35",3,"Novel50",3,3130,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",27,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel140",0,"Novel140",0,779,"silentLDmedium",0,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",28,"Short","No-socialFirst","Zero",4,"Chrome",11,"Same","Novel140",1,"Novel140",0,178,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",29,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel10",2,"Novel89",1,54,"silentLDmedium",0,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",30,"Short","No-socialFirst","Zero",4,"Chrome",12,"Switch","Novel82",3,"Novel89",1,297,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",31,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel100",0,"Novel100",0,65,"silentLDmedium",0,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",32,"Short","No-socialFirst","Zero",4,"Chrome",13,"Same","Novel31",1,"Novel100",0,71,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",33,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel104",3,"Novel135",2,143,"silentLUmedium",1,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,FALSE,"3"
"Aug 08 2014","13:55:09",34,"Short","No-socialFirst","Zero",4,"Chrome",14,"Switch","Novel135",1,"Novel135",2,369,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",35,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel94",2,"Novel94",2,157,"silentRUmedium",3,0,1,0,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:55:09",36,"Short","No-socialFirst","Zero",4,"Chrome",15,"Same","Novel94",0,"Novel94",2,78,"straightahead",-1,0,0,1,(Aug 08 2014 13:55:09),0,TRUE,FALSE,4,TRUE,"3"
"Aug 08 2014","13:53:00",1,"Short","SocialFirst","Zero",4,"Firefox",0,"Switch","squirrel",0,"",0,1071,"straightahead",-1,1,0,0,(Aug 08 2014 13:53:00),0,TRUE,FALSE,4,FALSE,"4"
"Aug 08 2014","13:53:00",2,"Short","SocialFirst","Zero",4,"Firefox",0,"Switch","squirrel",0,"",0,122,"straightahead",-1,1,0,0,(Aug 08 2014 13:53:00),0,TRUE,FALSE,4,FALSE,"4"
"Aug 08 2014","13:53:00",3,"Short","SocialFirst","Zero",4,"Firefox",0,"Switch","tomato",1,"",0,368,"straightahead",-1,1,0,0,(Aug 08 2014 13:53:00),0,TRUE,FALSE,4,FALSE,"4"
"Aug 08 2014","13:53:00",4,"Short","SocialFirst","Zero",4,"Firefox",0,"Switch","tomato",2,"",0,50,"straightahead",-1,1,0,0,(Aug 08 2014 13:53:00),0,TRUE,FALSE,4,FALSE,"4"
"Aug 08 2014","13:53:00",5,"Short","SocialFirst","Zero",4,"Firefox",0,"Switch","Novel21",2,"Novel76",3,1123,"silentRDshort",2,0,1,0,(Aug 08 2014 13:53:00),0,TRUE,FALSE,4,FALSE,"4"
"Aug 08 2014","13:53:00",6,"Short","SocialFirst","Zero",4,"Firefox",0,"Switch","Novel136",0,"Novel76",3,2095,"straightahead",-1,0,0,1,(Aug 08 2014 13:53:00),0,TRUE,TRUE,4,FALSE,"4"
"Aug 08 2014","13:53:00",7,"Short","SocialFirst","Zero",4,"Firefox",1,"Same","Novel24",0,"Novel24",0,1803,"silentRUshort",3,0,1,0,(Aug 08 2014 13:53:00),0,TRUE,FALSE,4,TRUE,"4"
