subid,gender,age,age_group,condition,trial,itemNum,trialType,samePos,chosen,chosen_idx,kept,kept_idx,rt,faceVid,faceIdx,trial_cat,correct,include,version_expt,condition_expt,faceVid_expo,faceVid_expo_idx
2,m,3.04,3,Social,4,0,1,1,Novel9,1,Novel15,0,8708,RDkidslonger,1,test,FALSE,0,pilot,social,NA,NA
2,m,3.04,3,Social,5,1,1,0,Novel13,0,Novel13,0,10414,LDkidslonger,0,exposure,TRUE,0,pilot,social,NA,NA
2,m,3.04,3,Social,6,1,1,0,Novel13,1,Novel13,0,2801,LDkidslonger,0,test,TRUE,0,pilot,social,NA,NA
2,m,3.04,3,Social,7,2,2,1,Novel22,0,Novel11,1,9783,RDkidslonger,1,exposure,FALSE,0,pilot,social,NA,NA
2,m,3.04,3,Social,8,2,2,1,Novel23,0,Novel11,1,3714,RDkidslonger,1,test,FALSE,0,pilot,social,NA,NA
2,m,3.04,3,Social,9,3,2,0,Novel21,0,Novel12,1,9327,LDkidslonger,0,exposure,TRUE,0,pilot,social,NA,NA
2,m,3.04,3,Social,10,3,2,0,Novel12,0,Novel12,1,4856,LDkidslonger,0,test,TRUE,0,pilot,social,NA,NA
2,m,3.04,3,Social,11,4,1,[undefined],Novel17,0,Novel17,0,10555,RDkidslonger,1,exposure,FALSE,0,pilot,social,NA,NA
2,m,3.04,3,Social,12,4,1,[undefined],Novel19,0,Novel17,0,21426,RDkidslonger,1,test,FALSE,0,pilot,social,NA,NA
2,m,3.04,3,Social,13,5,2,[undefined],Novel8,0,Novel18,1,7611,LDkidslonger,0,exposure,TRUE,0,pilot,social,NA,NA
2,m,3.04,3,Social,14,5,2,[undefined],Novel7,1,Novel18,1,23307,LDkidslonger,0,test,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,1,0,1,0,flower,1,,0,8908,straightaheadlonger,-1,example,TRUE,0,pilot,social,NA,NA
3,f,5.08,5,Social,2,0,1,0,truck,0,,0,7502,straightaheadlonger,-1,example,TRUE,0,pilot,social,NA,NA
3,f,5.08,5,Social,3,0,1,0,Novel24,1,Novel28,0,4402,LDkidslonger,0,exposure,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,4,0,1,0,Novel21,0,Novel28,0,8497,LDkidslonger,0,test,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,5,1,1,1,Novel27,0,Novel27,0,4382,LDkidslonger,0,exposure,TRUE,0,pilot,social,NA,NA
3,f,5.08,5,Social,6,1,1,1,Novel6,1,Novel27,0,2789,LDkidslonger,0,test,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,7,2,2,0,Novel23,0,Novel23,0,1875,RDkidslonger,1,exposure,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,8,2,2,0,Novel25,0,Novel23,0,4436,RDkidslonger,1,test,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,9,3,2,1,Novel9,1,Novel26,0,9164,LDkidslonger,0,exposure,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,10,3,2,1,Novel26,0,Novel26,0,2127,LDkidslonger,0,test,TRUE,0,pilot,social,NA,NA
3,f,5.08,5,Social,11,4,1,[undefined],Novel7,1,Novel4,0,8135,LDkidslonger,0,exposure,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,12,4,1,[undefined],Novel19,0,Novel4,0,7676,LDkidslonger,0,test,FALSE,0,pilot,social,NA,NA
3,f,5.08,5,Social,13,5,2,[undefined],Novel22,0,Novel22,0,3420,LDkidslonger,0,exposure,TRUE,0,pilot,social,NA,NA
3,f,5.08,5,Social,14,5,2,[undefined],Novel11,0,Novel22,0,8400,LDkidslonger,0,test,FALSE,0,pilot,social,NA,NA
4,f,4.09,4,Social,1,0,1,1,flower,1,,0,2147,straightaheadlonger,-1,example,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,2,0,1,1,truck,0,,0,1751,straightaheadlonger,-1,example,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,3,0,1,1,Novel19,0,Novel19,0,4553,LDkidslonger,0,exposure,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,4,0,1,1,Novel19,0,Novel19,0,3707,LDkidslonger,0,test,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,5,1,1,0,Novel26,0,Novel26,0,2103,RDkidslonger,1,exposure,FALSE,0,pilot,social,NA,NA
4,f,4.09,4,Social,6,1,1,0,Novel26,1,Novel26,0,1165,RDkidslonger,1,test,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,7,2,2,0,Novel21,1,Novel21,1,5354,RDkidslonger,1,exposure,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,8,2,2,0,Novel21,0,Novel21,1,1166,RDkidslonger,1,test,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,9,3,2,1,Novel24,1,Novel24,1,2067,LDkidslonger,0,exposure,FALSE,0,pilot,social,NA,NA
4,f,4.09,4,Social,10,3,2,1,Novel24,1,Novel24,1,2029,LDkidslonger,0,test,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,11,4,1,[undefined],Novel17,1,Novel23,0,1702,RDkidslonger,1,exposure,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,12,4,1,[undefined],Novel23,1,Novel23,0,7442,RDkidslonger,1,test,TRUE,0,pilot,social,NA,NA
4,f,4.09,4,Social,13,5,2,[undefined],Novel18,0,Novel18,0,4781,RDkidslonger,1,exposure,FALSE,0,pilot,social,NA,NA
4,f,4.09,4,Social,14,5,2,[undefined],Novel18,1,Novel18,0,1341,RDkidslonger,1,test,TRUE,0,pilot,social,NA,NA
5,f,5.02,5,Social,1,0,1,1,flower,1,,0,2422,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,2,0,1,1,truck,0,,0,5608,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,3,0,1,1,Novel26,1,Novel28,0,4342,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,4,0,1,1,Novel12,1,Novel28,0,13488,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
5,f,5.02,5,Social,5,1,1,0,Novel17,0,Novel17,0,4359,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,6,1,1,0,Novel17,1,Novel17,0,2751,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,7,2,2,1,Novel13,1,Novel23,0,1508,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,8,2,2,1,Novel14,1,Novel23,0,1472,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
5,f,5.02,5,Social,9,3,2,0,Novel9,0,Novel24,1,1553,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,10,3,2,0,Novel24,0,Novel24,1,1047,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,11,4,1,1,Novel16,1,Novel18,0,986,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,12,4,1,1,Novel15,1,Novel18,0,1341,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
5,f,5.02,5,Social,13,5,2,0,Novel22,0,Novel5,1,1758,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
5,f,5.02,5,Social,14,5,2,0,Novel5,0,Novel5,1,7918,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,1,0,1,1,flower,1,,0,5343,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,2,0,1,1,truck,0,,0,1890,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,3,0,1,1,Novel17,0,Novel17,0,1844,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,4,0,1,1,Novel17,0,Novel17,0,1836,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,5,1,1,0,Novel6,0,Novel6,0,1581,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,6,1,1,0,Novel6,1,Novel6,0,4917,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,7,2,2,1,Novel7,0,Novel3,1,937,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,8,2,2,1,Novel28,0,Novel3,1,3092,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
6,m,5.01,5,Social,9,3,2,0,Novel4,1,Novel10,0,1170,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,10,3,2,0,Novel10,1,Novel10,0,1827,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,11,4,1,1,Novel15,0,Novel15,0,1472,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,12,4,1,1,Novel15,0,Novel15,0,441,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,13,5,2,0,Novel16,1,Novel16,1,1355,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
6,m,5.01,5,Social,14,5,2,0,Novel16,0,Novel16,1,2080,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,1,0,1,1,flower,1,,0,695,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,2,0,1,1,truck,0,,0,1886,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,3,0,1,1,Novel5,1,Novel28,0,2102,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,4,0,1,1,Novel16,1,Novel28,0,1916,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
7,f,4.08,4,Social,5,1,1,0,Novel14,0,Novel14,0,2162,RDkidslonger,1,exposure,FALSE,1,v1,social,NA,NA
7,f,4.08,4,Social,6,1,1,0,Novel13,0,Novel14,0,1155,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
7,f,4.08,4,Social,7,2,2,0,Novel21,0,Novel11,1,2515,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,8,2,2,0,Novel11,0,Novel11,1,2023,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,9,3,2,1,Novel17,0,Novel17,0,1754,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,10,3,2,1,Novel17,0,Novel17,0,867,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,11,4,1,1,Novel22,1,Novel12,0,1327,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,12,4,1,1,Novel12,0,Novel12,0,1209,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,13,5,2,0,Novel19,1,Novel19,1,866,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
7,f,4.08,4,Social,14,5,2,0,Novel6,1,Novel19,1,1881,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
8,f,4,3,Social,1,0,1,0,flower,1,,0,8374,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,2,0,1,0,truck,0,,0,2418,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,3,0,1,0,Novel22,1,Novel19,0,3265,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,4,0,1,0,Novel19,1,Novel19,0,4361,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,5,1,1,1,Novel18,0,Novel18,0,1676,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,6,1,1,1,Novel18,0,Novel18,0,3084,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,7,2,2,1,Novel25,0,Novel25,0,2079,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,8,2,2,1,Novel25,0,Novel25,0,1441,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,9,3,2,0,Novel3,1,Novel3,1,1655,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,10,3,2,0,Novel3,0,Novel3,1,2667,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,11,4,1,0,Novel20,0,Novel20,0,2263,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,12,4,1,0,Novel14,0,Novel20,0,1530,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
8,f,4,3,Social,13,5,2,1,Novel27,1,Novel1,0,1436,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
8,f,4,3,Social,14,5,2,1,Novel8,1,Novel1,0,6087,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
9,m,4.02,4,No-social,1,0,1,0,flower,1,,0,1454,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,2,0,1,0,truck,0,,0,798,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,3,0,1,0,Novel16,0,Novel16,0,8365,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,4,0,1,0,Novel16,1,Novel16,0,1930,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,5,1,1,1,Novel17,0,Novel17,0,4160,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,6,1,1,1,Novel17,0,Novel17,0,3406,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,7,2,2,0,Novel2,1,Novel9,0,1520,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,8,2,2,0,Novel6,0,Novel9,0,3686,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,9,3,2,1,Novel18,1,Novel4,0,1338,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,10,3,2,1,Novel28,1,Novel4,0,1839,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,11,4,1,0,Novel1,1,Novel13,0,1514,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,12,4,1,0,Novel13,1,Novel13,0,4052,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,13,5,2,1,Novel23,1,Novel21,0,2090,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
9,m,4.02,4,No-social,14,5,2,1,Novel15,1,Novel21,0,1102,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,1,0,1,0,lion,0,,0,5883,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
10,m,4,4,No-social,2,0,1,0,truck,0,,0,7658,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
10,m,4,4,No-social,3,0,1,0,Novel8,0,Novel8,0,13285,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,4,0,1,0,Novel8,1,Novel8,0,8687,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
10,m,4,4,No-social,5,1,1,1,Novel11,1,Novel9,0,9584,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,6,1,1,1,Novel9,0,Novel9,0,3547,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
10,m,4,4,No-social,7,2,2,1,Novel5,1,Novel20,0,4982,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,8,2,2,1,Novel2,1,Novel20,0,9175,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,9,3,2,0,Novel24,0,Novel24,0,6637,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,10,3,2,0,Novel22,0,Novel24,0,2808,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,11,4,1,0,Novel23,1,Novel28,0,4215,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,12,4,1,0,Novel27,0,Novel28,0,6677,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,13,5,2,1,Novel17,1,Novel17,1,10058,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
10,m,4,4,No-social,14,5,2,1,Novel17,1,Novel17,1,5001,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,1,0,1,0,flower,1,,0,12055,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,2,0,1,0,truck,0,,0,4223,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,3,0,1,0,Novel4,0,Novel4,0,11311,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,4,0,1,0,Novel4,1,Novel4,0,2720,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,5,1,1,1,Novel6,1,Novel15,0,8890,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,6,1,1,1,Novel15,0,Novel15,0,2492,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,7,2,2,1,Novel11,1,Novel3,0,10099,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,8,2,2,1,Novel3,0,Novel3,0,5466,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,9,3,2,0,Novel22,0,Novel28,1,2972,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,10,3,2,0,Novel28,0,Novel28,1,5831,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,11,4,1,0,Novel25,0,Novel25,0,4726,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,12,4,1,0,Novel25,1,Novel25,0,12971,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,13,5,2,1,Novel13,1,Novel13,1,1370,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
11,f,4.3,4,No-social,14,5,2,1,Novel13,1,Novel13,1,802,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
12,f,4.01,4,Social,1,0,1,0,flower,1,,0,2707,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,2,0,1,0,truck,0,,0,1320,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,3,0,1,0,Novel25,1,Novel10,0,10954,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,4,0,1,0,Novel14,0,Novel10,0,8861,RDkidslonger,1,test,FALSE,1,v1,social,NA,NA
12,f,4.01,4,Social,5,1,1,1,Novel26,1,Novel6,0,3714,LDkidslonger,0,exposure,FALSE,1,v1,social,NA,NA
12,f,4.01,4,Social,6,1,1,1,Novel6,0,Novel6,0,24108,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,7,2,2,0,Novel1,0,Novel19,1,3809,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,8,2,2,0,Novel19,0,Novel19,1,7243,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,9,3,2,1,Novel3,0,Novel13,1,3421,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,10,3,2,1,Novel15,0,Novel13,1,5473,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
12,f,4.01,4,Social,11,4,1,0,Novel5,1,Novel27,0,8877,LDkidslonger,0,exposure,FALSE,1,v1,social,NA,NA
12,f,4.01,4,Social,12,4,1,0,Novel20,0,Novel27,0,14787,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
12,f,4.01,4,Social,13,5,2,1,Novel28,0,Novel4,1,5994,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
12,f,4.01,4,Social,14,5,2,1,Novel7,0,Novel4,1,12408,LDkidslonger,0,test,FALSE,1,v1,social,NA,NA
13,m,4.02,4,Social,1,0,1,1,flower,1,,0,5637,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,2,0,1,1,truck,0,,0,5696,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,3,0,1,1,Novel21,0,Novel21,0,6503,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,4,0,1,1,Novel21,0,Novel21,0,5273,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,5,1,1,0,Novel18,0,Novel18,0,1394,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,6,1,1,0,Novel18,1,Novel18,0,4209,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,7,2,2,0,Novel7,1,Novel7,1,3412,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,8,2,2,0,Novel7,0,Novel7,1,13936,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,9,3,2,1,Novel9,1,Novel9,1,4405,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,10,3,2,1,Novel9,1,Novel9,1,1890,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,11,4,1,1,Novel5,0,Novel5,0,2695,LDkidslonger,0,exposure,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,12,4,1,1,Novel5,0,Novel5,0,1518,LDkidslonger,0,test,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,13,5,2,0,Novel27,1,Novel27,1,1880,RDkidslonger,1,exposure,TRUE,1,v1,social,NA,NA
13,m,4.02,4,Social,14,5,2,0,Novel27,0,Novel27,1,19979,RDkidslonger,1,test,TRUE,1,v1,social,NA,NA
14,f,5.01,4,No-social,1,0,1,1,flower,1,,0,2951,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,2,0,1,1,truck,0,,0,2074,straightaheadlonger,-1,example,TRUE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,3,0,1,1,Novel3,1,Novel18,0,7384,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,4,0,1,1,Novel19,1,Novel18,0,4408,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,5,1,1,0,Novel15,0,Novel15,0,8123,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,6,1,1,0,Novel15,1,Novel15,0,4669,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,7,2,2,0,Novel27,1,Novel28,0,6685,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,8,2,2,0,Novel24,0,Novel28,0,5645,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,9,3,2,1,Novel14,1,Novel25,0,4980,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,10,3,2,1,Novel7,1,Novel25,0,4536,straightaheadlonger,-1,test,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,11,4,1,1,Novel9,0,Novel9,0,5230,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,12,4,1,1,Novel9,0,Novel9,0,3151,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,13,5,2,0,Novel13,0,Novel13,0,4049,straightaheadlonger,-1,exposure,FALSE,1,v1,no-social,NA,NA
14,f,5.01,4,No-social,14,5,2,0,Novel13,1,Novel13,0,2029,straightaheadlonger,-1,test,TRUE,1,v1,no-social,NA,NA
15,f,5.02,5,Social,1,0,1,1,flower,1,,0,5568,straightaheadlonger,-1,example,TRUE,1,v1,social,NA,NA
