"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","comments","itemNum","trialType","samePos","chosen","chosenIdx","gaze_target","trial_category","kept","keptIdx","rt","face","faceIdx","intervalNum","include","first.trial","numPicN","correct","block","subids"
"Jan 28 2015","03:39:21",13,"Live","100%_reliable","Zero",4,"Chrome","          ",5,"Same",1,"Novel96",1,"Novel96","exposure","Novel96",1,794,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","1"
"Jan 28 2015","03:39:21",14,"Live","100%_reliable","Zero",4,"Chrome","          ",5,"Same",1,"Novel96",1,"NA","test","Novel96",1,1143,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","1"
"Jan 28 2015","03:39:21",15,"Live","100%_reliable","Zero",4,"Chrome","          ",6,"Same",0,"Novel76",0,"Novel76","exposure","Novel76",0,921,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","1"
"Jan 28 2015","03:39:21",16,"Live","100%_reliable","Zero",4,"Chrome","          ",6,"Same",0,"Novel76",1,"NA","test","Novel76",0,706,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","1"
"Jan 28 2015","03:39:21",17,"Live","100%_reliable","Zero",4,"Chrome","          ",7,"Same",1,"Novel35",1,"Novel35","exposure","Novel35",1,583,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","1"
"Jan 28 2015","03:39:21",18,"Live","100%_reliable","Zero",4,"Chrome","          ",7,"Same",1,"Novel28",0,"NA","test","Novel35",1,250,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","1"
"Jan 28 2015","03:39:21",19,"Live","100%_reliable","Zero",4,"Chrome","          ",8,"Switch",0,"Novel29",1,"Novel29","exposure","Novel68",3,700,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",20,"Live","100%_reliable","Zero",4,"Chrome","          ",8,"Switch",0,"Novel113",0,"NA","test","Novel68",3,1016,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","1"
"Jan 28 2015","03:39:21",21,"Live","100%_reliable","Zero",4,"Chrome","          ",9,"Same",1,"Novel57",3,"Novel57","exposure","Novel57",3,812,"down-right-4sec",3,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",22,"Live","100%_reliable","Zero",4,"Chrome","          ",9,"Same",1,"Novel115",2,"NA","test","Novel57",3,864,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","1"
"Jan 28 2015","03:39:21",23,"Live","100%_reliable","Zero",4,"Chrome","          ",10,"Switch",0,"Novel30",2,"Novel30","exposure","Novel38",0,735,"down-left-4sec",2,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",24,"Live","100%_reliable","Zero",4,"Chrome","          ",10,"Switch",0,"Novel62",2,"NA","test","Novel38",0,1047,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","1"
"Jan 28 2015","03:39:21",25,"Live","100%_reliable","Zero",4,"Chrome","          ",11,"Same",0,"Novel32",1,"Novel32","exposure","Novel32",1,1229,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",26,"Live","100%_reliable","Zero",4,"Chrome","          ",11,"Same",0,"Novel72",1,"NA","test","Novel32",1,1151,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","1"
"Jan 28 2015","03:39:21",27,"Live","100%_reliable","Zero",4,"Chrome","          ",12,"Switch",1,"Novel7",1,"Novel7","exposure","Novel61",2,913,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",28,"Live","100%_reliable","Zero",4,"Chrome","          ",12,"Switch",1,"Novel44",1,"NA","test","Novel61",2,513,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","1"
"Jan 28 2015","03:39:21",29,"Live","100%_reliable","Zero",4,"Chrome","          ",13,"Same",0,"Novel37",1,"Novel37","exposure","Novel37",1,1186,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",30,"Live","100%_reliable","Zero",4,"Chrome","          ",13,"Same",0,"Novel37",0,"NA","test","Novel37",1,4605,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",31,"Live","100%_reliable","Zero",4,"Chrome","          ",14,"Switch",1,"Novel126",3,"Novel126","exposure","Novel83",1,848,"down-right-4sec",3,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",32,"Live","100%_reliable","Zero",4,"Chrome","          ",14,"Switch",1,"Novel83",2,"NA","test","Novel83",1,416,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",33,"Live","100%_reliable","Zero",4,"Chrome","          ",15,"Same",0,"Novel140",0,"Novel140","exposure","Novel140",0,873,"up-left-4sec",0,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:39:21",34,"Live","100%_reliable","Zero",4,"Chrome","          ",15,"Same",0,"Novel140",1,"NA","test","Novel140",0,934,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","1"
"Jan 28 2015","03:40:59",1,"Live","100%_reliable","Zero",4,"Firefox","No          ",0,"Same",1,"squirrel",0,"squirrel","example","",0,1800,"up-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",2,"Live","100%_reliable","Zero",4,"Firefox","No          ",0,"Same",1,"tomato",1,"tomato","example","",0,486,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",3,"Live","100%_reliable","Zero",4,"Firefox","No          ",0,"Same",1,"Novel8",1,"Novel8","exposure","Novel8",1,4454,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",4,"Live","100%_reliable","Zero",4,"Firefox","No          ",0,"Same",1,"Novel8",1,"NA","test","Novel8",1,1908,"straight-ahead",-1,0,TRUE,TRUE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",5,"Live","100%_reliable","Zero",4,"Firefox","No          ",1,"Same",1,"Novel79",1,"Novel79","exposure","Novel79",1,3139,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",6,"Live","100%_reliable","Zero",4,"Firefox","No          ",1,"Same",1,"Novel79",1,"NA","test","Novel79",1,799,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",7,"Live","100%_reliable","Zero",4,"Firefox","No          ",2,"Same",0,"Novel138",1,"Novel138","exposure","Novel138",1,1477,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",8,"Live","100%_reliable","Zero",4,"Firefox","No          ",2,"Same",0,"Novel138",0,"NA","test","Novel138",1,464,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",9,"Live","100%_reliable","Zero",4,"Firefox","No          ",3,"Same",1,"Novel130",0,"Novel130","exposure","Novel130",0,1165,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",10,"Live","100%_reliable","Zero",4,"Firefox","No          ",3,"Same",1,"Novel130",0,"NA","test","Novel130",0,281,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",11,"Live","100%_reliable","Zero",4,"Firefox","No          ",4,"Same",1,"Novel3",1,"Novel3","exposure","Novel3",1,1301,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",12,"Live","100%_reliable","Zero",4,"Firefox","No          ",4,"Same",1,"Novel3",1,"NA","test","Novel3",1,273,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",13,"Live","100%_reliable","Zero",4,"Firefox","No          ",5,"Same",0,"Novel84",1,"Novel84","exposure","Novel84",1,2281,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",14,"Live","100%_reliable","Zero",4,"Firefox","No          ",5,"Same",0,"Novel84",0,"NA","test","Novel84",1,517,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",15,"Live","100%_reliable","Zero",4,"Firefox","No          ",6,"Same",0,"Novel62",0,"Novel62","exposure","Novel62",0,2363,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",16,"Live","100%_reliable","Zero",4,"Firefox","No          ",6,"Same",0,"Novel62",1,"NA","test","Novel62",0,635,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",17,"Live","100%_reliable","Zero",4,"Firefox","No          ",7,"Same",0,"Novel33",0,"Novel33","exposure","Novel33",0,1189,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",18,"Live","100%_reliable","Zero",4,"Firefox","No          ",7,"Same",0,"Novel33",1,"NA","test","Novel33",0,459,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","2"
"Jan 28 2015","03:40:59",19,"Live","100%_reliable","Zero",4,"Firefox","No          ",8,"Same",0,"Novel32",3,"Novel32","exposure","Novel32",3,2232,"down-right-4sec",3,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",20,"Live","100%_reliable","Zero",4,"Firefox","No          ",8,"Same",0,"Novel32",2,"NA","test","Novel32",3,489,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",21,"Live","100%_reliable","Zero",4,"Firefox","No          ",9,"Switch",1,"Novel76",1,"Novel76","exposure","Novel23",2,1089,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",22,"Live","100%_reliable","Zero",4,"Firefox","No          ",9,"Switch",1,"Novel123",2,"NA","test","Novel23",2,757,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","2"
"Jan 28 2015","03:40:59",23,"Live","100%_reliable","Zero",4,"Firefox","No          ",10,"Same",0,"Novel68",2,"Novel68","exposure","Novel68",2,3120,"down-left-4sec",2,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",24,"Live","100%_reliable","Zero",4,"Firefox","No          ",10,"Same",0,"Novel68",1,"NA","test","Novel68",2,155,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",25,"Live","100%_reliable","Zero",4,"Firefox","No          ",11,"Switch",1,"Novel139",3,"Novel139","exposure","Novel120",1,2627,"down-right-4sec",3,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",26,"Live","100%_reliable","Zero",4,"Firefox","No          ",11,"Switch",1,"Novel131",0,"NA","test","Novel120",1,74,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","2"
"Jan 28 2015","03:40:59",27,"Live","100%_reliable","Zero",4,"Firefox","No          ",12,"Same",1,"Novel118",3,"Novel118","exposure","Novel118",3,5475,"down-right-4sec",3,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",28,"Live","100%_reliable","Zero",4,"Firefox","No          ",12,"Same",1,"Novel118",1,"NA","test","Novel118",3,284,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",29,"Live","100%_reliable","Zero",4,"Firefox","No          ",13,"Switch",1,"Novel4",3,"Novel4","exposure","Novel116",1,1896,"down-right-4sec",3,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",30,"Live","100%_reliable","Zero",4,"Firefox","No          ",13,"Switch",1,"Novel127",2,"NA","test","Novel116",1,773,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","2"
"Jan 28 2015","03:40:59",31,"Live","100%_reliable","Zero",4,"Firefox","No          ",14,"Same",0,"Novel60",2,"Novel60","exposure","Novel60",2,864,"down-left-4sec",2,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",32,"Live","100%_reliable","Zero",4,"Firefox","No          ",14,"Same",0,"Novel60",2,"NA","test","Novel60",2,236,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",33,"Live","100%_reliable","Zero",4,"Firefox","No          ",15,"Switch",0,"Novel101",1,"Novel101","exposure","Novel41",3,1968,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","2"
"Jan 28 2015","03:40:59",34,"Live","100%_reliable","Zero",4,"Firefox","No          ",15,"Switch",0,"Novel37",0,"NA","test","Novel41",3,931,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","2"
"Jan 28 2015","03:49:24",1,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",0,"Switch",0,"squirrel",0,"squirrel","example","",0,3322,"up-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",2,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",0,"Switch",0,"tomato",1,"tomato","example","",0,1166,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",3,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",0,"Switch",0,"Novel115",1,"Novel115","exposure","Novel8",2,5737,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",4,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",0,"Switch",0,"Novel7",1,"NA","test","Novel8",2,3374,"straight-ahead",-1,0,TRUE,TRUE,4,FALSE,"familiarization","3"
"Jan 28 2015","03:49:24",5,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",1,"Switch",0,"Novel52",1,"Novel52","exposure","Novel119",2,2638,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",6,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",1,"Switch",0,"Novel121",0,"NA","test","Novel119",2,5196,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 28 2015","03:49:24",7,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",2,"Switch",1,"Novel90",0,"Novel90","exposure","Novel89",3,1949,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",8,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",2,"Switch",1,"Novel55",1,"NA","test","Novel89",3,220,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 28 2015","03:49:24",9,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",3,"Switch",0,"Novel137",1,"Novel137","exposure","Novel9",2,1355,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",10,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",3,"Switch",0,"Novel100",1,"NA","test","Novel9",2,826,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 28 2015","03:49:24",11,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",4,"Switch",0,"Novel94",1,"Novel94","exposure","Novel109",2,3772,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",12,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",4,"Switch",0,"Novel109",0,"NA","test","Novel109",2,578,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",13,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",5,"Switch",1,"Novel31",0,"Novel31","exposure","Novel74",3,2164,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",14,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",5,"Switch",1,"Novel140",1,"NA","test","Novel74",3,1745,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 28 2015","03:49:24",15,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",6,"Switch",1,"Novel104",0,"Novel104","exposure","Novel62",3,2467,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",16,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",6,"Switch",1,"Novel18",1,"NA","test","Novel62",3,1142,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 28 2015","03:49:24",17,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",7,"Switch",1,"Novel79",0,"Novel79","exposure","Novel73",3,2322,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","3"
"Jan 28 2015","03:49:24",18,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",7,"Switch",1,"Novel118",1,"NA","test","Novel73",3,1002,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","3"
"Jan 28 2015","03:49:24",19,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",8,"Same",0,"Novel10",2,"Novel10","exposure","Novel10",2,3662,"down-left-4sec",2,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",20,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",8,"Same",0,"Novel10",2,"NA","test","Novel10",2,979,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",21,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",9,"Switch",1,"Novel93",1,"Novel93","exposure","Novel120",0,3215,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",22,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",9,"Switch",1,"Novel56",0,"NA","test","Novel120",0,2528,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 28 2015","03:49:24",23,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",10,"Same",1,"Novel24",2,"Novel24","exposure","Novel24",2,2881,"down-left-4sec",2,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",24,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",10,"Same",1,"Novel24",0,"NA","test","Novel24",2,1049,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",25,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",11,"Switch",1,"Novel65",1,"Novel65","exposure","Novel54",0,3029,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",26,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",11,"Switch",1,"Novel64",1,"NA","test","Novel54",0,1780,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 28 2015","03:49:24",27,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",12,"Same",0,"Novel81",1,"Novel81","exposure","Novel81",1,1942,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",28,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",12,"Same",0,"Novel81",1,"NA","test","Novel81",1,751,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",29,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",13,"Switch",1,"Novel103",2,"Novel103","exposure","Novel72",3,1904,"down-left-4sec",2,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",30,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",13,"Switch",1,"Novel22",0,"NA","test","Novel72",3,786,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 28 2015","03:49:24",31,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",14,"Same",0,"Novel134",1,"Novel134","exposure","Novel134",1,2579,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",32,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",14,"Same",0,"Novel134",2,"NA","test","Novel134",1,650,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",33,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",15,"Switch",0,"Novel86",2,"Novel86","exposure","Novel107",3,1701,"down-left-4sec",2,0,TRUE,FALSE,4,TRUE,"test","3"
"Jan 28 2015","03:49:24",34,"Live","0%_reliable","Zero",4,"Chrome","It's all just very confusing.",15,"Switch",0,"Novel2",0,"NA","test","Novel107",3,757,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"test","3"
"Jan 28 2015","03:49:56",1,"Live","0%_reliable","Zero",4,"Chrome","          ",0,"Switch",0,"squirrel",0,"squirrel","example","",0,1581,"up-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",2,"Live","0%_reliable","Zero",4,"Chrome","          ",0,"Switch",0,"tomato",1,"tomato","example","",0,980,"up-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",3,"Live","0%_reliable","Zero",4,"Chrome","          ",0,"Switch",0,"Novel37",0,"Novel37","exposure","Novel113",3,4094,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",4,"Live","0%_reliable","Zero",4,"Chrome","          ",0,"Switch",0,"Novel113",0,"NA","test","Novel113",3,3642,"straight-ahead",-1,0,TRUE,TRUE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",5,"Live","0%_reliable","Zero",4,"Chrome","          ",1,"Switch",1,"Novel51",1,"Novel51","exposure","Novel88",2,1663,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",6,"Live","0%_reliable","Zero",4,"Chrome","          ",1,"Switch",1,"Novel81",0,"NA","test","Novel88",2,1729,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 28 2015","03:49:56",7,"Live","0%_reliable","Zero",4,"Chrome","          ",2,"Switch",1,"Novel52",1,"Novel52","exposure","Novel39",2,3463,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",8,"Live","0%_reliable","Zero",4,"Chrome","          ",2,"Switch",1,"Novel59",1,"NA","test","Novel39",2,514,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 28 2015","03:49:56",9,"Live","0%_reliable","Zero",4,"Chrome","          ",3,"Switch",0,"Novel60",0,"Novel60","exposure","Novel76",3,975,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",10,"Live","0%_reliable","Zero",4,"Chrome","          ",3,"Switch",0,"Novel76",0,"NA","test","Novel76",3,366,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",11,"Live","0%_reliable","Zero",4,"Chrome","          ",4,"Switch",1,"Novel36",0,"Novel36","exposure","Novel91",3,822,"down-left-4sec",0,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",12,"Live","0%_reliable","Zero",4,"Chrome","          ",4,"Switch",1,"Novel28",0,"NA","test","Novel91",3,341,"straight-ahead",-1,0,TRUE,FALSE,4,FALSE,"familiarization","4"
"Jan 28 2015","03:49:56",13,"Live","0%_reliable","Zero",4,"Chrome","          ",5,"Switch",0,"Novel9",1,"Novel9","exposure","Novel110",2,803,"down-right-4sec",1,0,TRUE,FALSE,4,TRUE,"familiarization","4"
"Jan 28 2015","03:49:56",14,"Live","0%_reliable","Zero",4,"Chrome","          ",5,"Switch",0,"Novel110",1,"NA","test","Novel110",2,601,"straight-ahead",-1,0,TRUE,FALSE,4,TRUE,"familiarization","4"
