"submit.date","submit.time","trial.num","gazeLength","condition","interval","numPic","browser","comments","itemNum","trialType","samePos","chosen","correct","chosenIdx","gaze_target","trial_category","kept","keptIdx","rt","face","faceIdx","rel_subj","intervalNum","include","first.trial","numPicN","block","subids"
"Feb 14 2015","11:11:13",29,"Live","25%_reliable","Zero",4,"Chrome","                ",13,"Same",1,"Novel39","TRUE",0,"Novel39","exposure","Novel39",0,903,"up-left-4sec",1,"0.38",0,TRUE,FALSE,4,"test","1"
"Feb 14 2015","11:11:13",30,"Live","25%_reliable","Zero",4,"Chrome","                ",13,"Same",1,"Novel39","TRUE",1,"NA","test","Novel39",0,19,"straight-ahead",-1,"0.38",0,TRUE,FALSE,4,"test","1"
"Feb 14 2015","11:11:13",31,"Live","25%_reliable","Zero",4,"Chrome","                ",14,"Switch",0,"Novel78","TRUE",2,"Novel78","exposure","Novel40",1,802,"down-right-4sec",2,"0.38",0,TRUE,FALSE,4,"test","1"
"Feb 14 2015","11:11:13",32,"Live","25%_reliable","Zero",4,"Chrome","                ",14,"Switch",0,"Novel40","TRUE",2,"NA","test","Novel40",1,680,"straight-ahead",-1,"0.38",0,TRUE,FALSE,4,"test","1"
"Feb 14 2015","11:11:13",33,"Live","25%_reliable","Zero",4,"Chrome","                ",15,"Same",1,"Novel95","TRUE",0,"Novel95","exposure","Novel95",0,1325,"up-left-4sec",1,"0.38",0,TRUE,FALSE,4,"test","1"
"Feb 14 2015","11:11:13",34,"Live","25%_reliable","Zero",4,"Chrome","                ",15,"Same",1,"Novel95","TRUE",1,"NA","test","Novel95",0,321,"straight-ahead",-1,"0.38",0,TRUE,FALSE,4,"test","1"
"Feb 14 2015","11:11:43",1,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",1,"squirrel","TRUE",0,"squirrel","example","",0,4305,"up-left-4sec",0,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",2,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",1,"tomato","TRUE",1,"tomato","example","",0,1230,"up-right-4sec",1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",3,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",1,"NA","NA",1,"Novel133","exposure","Novel5",0,3228,"down-right-4sec",1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",4,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",1,"Novel5","TRUE",1,"NA","test","Novel5",0,7823,"straight-ahead",-1,"0.82",0,TRUE,TRUE,4,"familiarization","2"
"Feb 14 2015","11:11:43",5,"Live","25%_reliable","Zero",4,"Chrome","                ",1,"Switch",0,"NA","NA",1,"Novel10","exposure","Novel27",0,5022,"down-right-4sec",1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",6,"Live","25%_reliable","Zero",4,"Chrome","                ",1,"Switch",0,"Novel38","FALSE",0,"NA","test","Novel27",0,7161,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",7,"Live","25%_reliable","Zero",4,"Chrome","                ",2,"Same",1,"NA","NA",0,"Novel52","exposure","Novel52",0,1245,"down-left-4sec",0,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",8,"Live","25%_reliable","Zero",4,"Chrome","                ",2,"Same",1,"Novel52","TRUE",1,"NA","test","Novel52",0,5045,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",9,"Live","25%_reliable","Zero",4,"Chrome","                ",3,"Same",1,"NA","NA",0,"Novel90","exposure","Novel90",0,1846,"down-left-4sec",0,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",10,"Live","25%_reliable","Zero",4,"Chrome","                ",3,"Same",1,"Novel90","TRUE",1,"NA","test","Novel90",0,3860,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",11,"Live","25%_reliable","Zero",4,"Chrome","                ",4,"Switch",0,"NA","NA",1,"Novel31","exposure","Novel137",0,2036,"down-right-4sec",1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",12,"Live","25%_reliable","Zero",4,"Chrome","                ",4,"Switch",0,"Novel137","TRUE",1,"NA","test","Novel137",0,1439,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",13,"Live","25%_reliable","Zero",4,"Chrome","                ",5,"Switch",0,"NA","NA",1,"Novel21","exposure","Novel115",0,2667,"down-right-4sec",1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",14,"Live","25%_reliable","Zero",4,"Chrome","                ",5,"Switch",0,"Novel115","TRUE",1,"NA","test","Novel115",0,954,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",15,"Live","25%_reliable","Zero",4,"Chrome","                ",6,"Switch",0,"NA","NA",0,"Novel69","exposure","Novel47",1,960,"down-left-4sec",0,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",16,"Live","25%_reliable","Zero",4,"Chrome","                ",6,"Switch",0,"Novel47","TRUE",0,"NA","test","Novel47",1,125,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",17,"Live","25%_reliable","Zero",4,"Chrome","                ",7,"Switch",1,"NA","NA",0,"Novel19","exposure","Novel63",1,3655,"down-left-4sec",0,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",18,"Live","25%_reliable","Zero",4,"Chrome","                ",7,"Switch",1,"Novel63","TRUE",0,"NA","test","Novel63",1,23,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"familiarization","2"
"Feb 14 2015","11:11:43",19,"Live","25%_reliable","Zero",4,"Chrome","                ",8,"Same",0,"Novel35","TRUE",2,"Novel35","exposure","Novel35",2,5755,"down-right-4sec",2,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",20,"Live","25%_reliable","Zero",4,"Chrome","                ",8,"Same",0,"Novel130","FALSE",2,"NA","test","Novel35",2,6670,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",21,"Live","25%_reliable","Zero",4,"Chrome","                ",9,"Switch",1,"Novel122","TRUE",2,"Novel122","exposure","Novel9",0,5988,"down-right-4sec",2,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",22,"Live","25%_reliable","Zero",4,"Chrome","                ",9,"Switch",1,"Novel8","FALSE",2,"NA","test","Novel9",0,3816,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",23,"Live","25%_reliable","Zero",4,"Chrome","                ",10,"Same",0,"Novel60","TRUE",2,"Novel60","exposure","Novel60",2,1651,"down-left-4sec",0,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",24,"Live","25%_reliable","Zero",4,"Chrome","                ",10,"Same",0,"Novel60","TRUE",2,"NA","test","Novel60",2,642,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",25,"Live","25%_reliable","Zero",4,"Chrome","                ",11,"Switch",1,"Novel48","TRUE",2,"Novel48","exposure","Novel76",0,2025,"down-right-4sec",2,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",26,"Live","25%_reliable","Zero",4,"Chrome","                ",11,"Switch",1,"Novel76","TRUE",1,"NA","test","Novel76",0,1849,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",27,"Live","25%_reliable","Zero",4,"Chrome","                ",12,"Same",0,"Novel50","TRUE",2,"Novel50","exposure","Novel50",2,1884,"down-right-4sec",2,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",28,"Live","25%_reliable","Zero",4,"Chrome","                ",12,"Same",0,"Novel50","TRUE",2,"NA","test","Novel50",2,547,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",29,"Live","25%_reliable","Zero",4,"Chrome","                ",13,"Switch",0,"Novel18","TRUE",2,"Novel18","exposure","Novel100",0,2541,"down-right-4sec",2,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",30,"Live","25%_reliable","Zero",4,"Chrome","                ",13,"Switch",0,"Novel34","FALSE",0,"NA","test","Novel100",0,823,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",31,"Live","25%_reliable","Zero",4,"Chrome","                ",14,"Same",1,"Novel40","TRUE",2,"Novel40","exposure","Novel40",2,1472,"down-right-4sec",2,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",32,"Live","25%_reliable","Zero",4,"Chrome","                ",14,"Same",1,"Novel40","TRUE",0,"NA","test","Novel40",2,405,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",33,"Live","25%_reliable","Zero",4,"Chrome","                ",15,"Switch",1,"Novel2","TRUE",2,"Novel2","exposure","Novel26",1,697,"down-left-4sec",0,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:11:43",34,"Live","25%_reliable","Zero",4,"Chrome","                ",15,"Switch",1,"Novel80","FALSE",1,"NA","test","Novel26",1,325,"straight-ahead",-1,"0.82",0,TRUE,FALSE,4,"test","2"
"Feb 14 2015","11:15:14",1,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",0,"Switch",0,"squirrel","TRUE",0,"squirrel","example","",0,4213,"up-left-4sec",0,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",2,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",0,"Switch",0,"tomato","TRUE",1,"tomato","example","",0,2273,"up-right-4sec",1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",3,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",0,"Switch",0,"NA","NA",0,"Novel41","exposure","Novel27",1,15531,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",4,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",0,"Switch",0,"Novel117","FALSE",1,"NA","test","Novel27",1,3698,"straight-ahead",-1,"0.73",0,TRUE,TRUE,4,"familiarization","3"
"Feb 14 2015","11:15:14",5,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",1,"Same",0,"NA","NA",0,"Novel95","exposure","Novel95",0,4936,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",6,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",1,"Same",0,"Novel95","TRUE",1,"NA","test","Novel95",0,1133,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",7,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",2,"Same",0,"NA","NA",0,"Novel92","exposure","Novel92",0,4048,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",8,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",2,"Same",0,"Novel92","TRUE",1,"NA","test","Novel92",0,1135,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",9,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",3,"Switch",1,"NA","NA",0,"Novel32","exposure","Novel62",1,5151,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",10,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",3,"Switch",1,"Novel120","FALSE",1,"NA","test","Novel62",1,8930,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",11,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",4,"Switch",0,"NA","NA",1,"Novel17","exposure","Novel3",0,2585,"down-right-4sec",1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",12,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",4,"Switch",0,"Novel36","FALSE",0,"NA","test","Novel3",0,2650,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",13,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",5,"Switch",0,"NA","NA",0,"Novel105","exposure","Novel107",1,2505,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",14,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",5,"Switch",0,"Novel107","TRUE",0,"NA","test","Novel107",1,1743,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",15,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",6,"Switch",1,"NA","NA",1,"Novel123","exposure","Novel38",0,2638,"down-right-4sec",1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",16,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",6,"Switch",1,"Novel115","FALSE",0,"NA","test","Novel38",0,3038,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",17,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",7,"Switch",0,"NA","NA",0,"Novel91","exposure","Novel22",1,3145,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",18,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",7,"Switch",0,"Novel22","TRUE",0,"NA","test","Novel22",1,9632,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"familiarization","3"
"Feb 14 2015","11:15:14",19,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",8,"Switch",1,"Novel118","TRUE",0,"Novel118","exposure","Novel128",1,3948,"up-left-4sec",1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",20,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",8,"Switch",1,"Novel53","FALSE",1,"NA","test","Novel128",1,11985,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",21,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",9,"Same",1,"Novel16","TRUE",2,"Novel16","exposure","Novel16",2,8678,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",22,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",9,"Same",1,"Novel16","TRUE",0,"NA","test","Novel16",2,945,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",23,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",10,"Switch",1,"Novel109","TRUE",0,"Novel109","exposure","Novel20",1,7220,"up-left-4sec",1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",24,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",10,"Switch",1,"Novel127","FALSE",1,"NA","test","Novel20",1,7151,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",25,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",11,"Same",1,"Novel98","TRUE",2,"Novel98","exposure","Novel98",2,9335,"down-left-4sec",0,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",26,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",11,"Same",1,"Novel98","TRUE",1,"NA","test","Novel98",2,1287,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",27,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",12,"Switch",0,"Novel40","TRUE",1,"Novel40","exposure","Novel42",0,4825,"up-right-4sec",3,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",28,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",12,"Switch",0,"Novel13","FALSE",0,"NA","test","Novel42",0,14496,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",29,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",13,"Same",1,"Novel119","TRUE",0,"Novel119","exposure","Novel119",0,4475,"up-left-4sec",1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",30,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",13,"Same",1,"Novel119","TRUE",1,"NA","test","Novel119",0,778,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",31,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",14,"Switch",1,"Novel94","TRUE",1,"Novel94","exposure","Novel131",0,6739,"up-right-4sec",3,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",32,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",14,"Switch",1,"Novel93","FALSE",0,"NA","test","Novel131",0,5536,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",33,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",15,"Same",0,"Novel67","TRUE",2,"Novel67","exposure","Novel67",2,7747,"down-right-4sec",2,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:14",34,"Live","25%_reliable","Zero",4,"Chrome","                Very interesting survey.",15,"Same",0,"Novel67","TRUE",1,"NA","test","Novel67",2,1085,"straight-ahead",-1,"0.73",0,TRUE,FALSE,4,"test","3"
"Feb 14 2015","11:15:35",1,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",0,"squirrel","TRUE",0,"squirrel","example","",0,2400,"up-left-4sec",0,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",2,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",0,"tomato","TRUE",1,"tomato","example","",0,1153,"up-right-4sec",1,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",3,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",0,"NA","NA",1,"Novel34","exposure","Novel123",0,7432,"down-right-4sec",1,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",4,"Live","25%_reliable","Zero",4,"Chrome","                ",0,"Switch",0,"Novel123","TRUE",1,"NA","test","Novel123",0,5513,"straight-ahead",-1,"0.69",0,TRUE,TRUE,4,"familiarization","4"
"Feb 14 2015","11:15:35",5,"Live","25%_reliable","Zero",4,"Chrome","                ",1,"Same",0,"NA","NA",0,"Novel20","exposure","Novel20",0,7630,"down-left-4sec",0,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",6,"Live","25%_reliable","Zero",4,"Chrome","                ",1,"Same",0,"Novel20","TRUE",1,"NA","test","Novel20",0,1739,"straight-ahead",-1,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",7,"Live","25%_reliable","Zero",4,"Chrome","                ",2,"Switch",0,"NA","NA",1,"Novel59","exposure","Novel104",0,4418,"down-right-4sec",1,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",8,"Live","25%_reliable","Zero",4,"Chrome","                ",2,"Switch",0,"Novel104","TRUE",1,"NA","test","Novel104",0,1716,"straight-ahead",-1,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",9,"Live","25%_reliable","Zero",4,"Chrome","                ",3,"Switch",1,"NA","NA",1,"Novel105","exposure","Novel18",0,5535,"down-right-4sec",1,"0.69",0,TRUE,FALSE,4,"familiarization","4"
"Feb 14 2015","11:15:35",10,"Live","25%_reliable","Zero",4,"Chrome","                ",3,"Switch",1,"Novel18","TRUE",1,"NA","test","Novel18",0,2986,"straight-ahead",-1,"0.69",0,TRUE,FALSE,4,"familiarization","4"
