"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time","faceIdx","choseSocial"
"229","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",9,2,"Switch",0,"Novel3",3,"Novel61",2,2069,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:06:34),"3",TRUE
"231","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",11,3,"Same",0,"Novel135",2,"Novel135",2,1872,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:06:34),"2",TRUE
"233","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",13,4,"Switch",0,"Novel71",0,"Novel23",2,1896,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:06:34),"0",TRUE
"235","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",15,5,"Same",1,"Novel29",2,"Novel29",2,1556,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:06:34),"2",TRUE
"237","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",17,6,"Switch",1,"Novel21",0,"Novel57",1,1326,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:06:34),"0",TRUE
"239","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",19,7,"Same",1,"Novel9",3,"Novel9",3,1776,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:06:34),"3",TRUE
"585","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",5,0,"Switch",1,"Novel36",0,"Novel138",2,4922,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:39:26),"0",TRUE
"587","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",7,1,"Same",1,"Novel140",1,"Novel140",1,1719,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:39:26),"1",TRUE
"589","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",9,2,"Switch",1,"Novel26",0,"Novel33",2,2250,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:39:26),"0",TRUE
"591","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",11,3,"Same",1,"Novel56",3,"Novel56",3,2641,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:39:26),"3",TRUE
"593","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",13,4,"Switch",0,"Novel139",2,"Novel91",1,1812,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:39:26),"2",TRUE
"595","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",15,5,"Same",0,"Novel115",1,"Novel115",1,1781,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:39:26),"1",TRUE
"597","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",17,6,"Switch",0,"Novel99",0,"Novel127",1,1188,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:39:26),"0",TRUE
"599","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",19,7,"Same",0,"Novel131",0,"Novel131",0,1438,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:39:26),"0",TRUE
"565","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",5,0,"Switch",1,"Novel96",2,"Novel4",1,1466,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:37:56),"2",TRUE
"567","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",7,1,"Same",1,"Novel121",1,"Novel121",1,3780,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:37:56),"1",TRUE
"569","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",9,2,"Switch",1,"Novel77",0,"Novel122",3,1485,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:37:56),"0",TRUE
"571","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",11,3,"Same",1,"Novel26",0,"Novel26",0,3089,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:37:56),"0",TRUE
"573","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",13,4,"Switch",0,"Novel139",3,"Novel3",1,5361,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:37:56),"3",TRUE
"575","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",15,5,"Same",0,"Novel5",3,"Novel5",3,2224,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:37:56),"3",TRUE
"577","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",17,6,"Switch",0,"Novel6",2,"Novel98",3,1262,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:37:56),"2",TRUE
"579","A2CJT7PKQEHO39","Dec 05 2013","04:37:56",19,7,"Same",0,"Novel13",1,"Novel13",1,2509,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:37:56),"1",TRUE
"185","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",5,0,"Switch",1,"Novel94",2,"Novel33",1,5287,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:39:18),"1",FALSE
"187","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",7,1,"Same",0,"Novel136",1,"Novel136",1,3197,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:39:18),"2",FALSE
"189","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",9,2,"Switch",1,"Novel128",1,"Novel73",2,2655,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:39:18),"1",TRUE
"191","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",11,3,"Same",0,"Novel70",0,"Novel70",0,3275,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:39:18),"0",TRUE
"193","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",13,4,"Switch",0,"Novel56",3,"Novel36",0,2727,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:39:18),"0",FALSE
"195","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",15,5,"Same",1,"Novel2",3,"Novel2",3,3643,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:39:18),"2",FALSE
"197","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",17,6,"Switch",0,"Novel52",3,"Novel89",0,2269,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:39:18),"1",FALSE
"199","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",19,7,"Same",1,"Novel87",1,"Novel87",1,3862,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:39:18),"3",FALSE
"505","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",5,0,"Same",0,"Novel28",3,"Novel28",3,1836,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:30:54),"3",TRUE
"507","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",7,1,"Switch",1,"Novel9",1,"Novel129",0,2893,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:54),"1",TRUE
"509","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",9,2,"Same",1,"Novel67",0,"Novel67",0,1024,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:30:54),"0",TRUE
"511","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",11,3,"Switch",0,"Novel83",1,"Novel62",0,1964,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:54),"1",TRUE
"513","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",13,4,"Same",0,"Novel81",2,"Novel81",2,1010,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:54),"2",TRUE
"515","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",15,5,"Switch",1,"Novel136",2,"Novel72",0,1098,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:30:54),"2",TRUE
"517","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",17,6,"Same",1,"Novel120",3,"Novel120",3,3681,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:30:54),"3",TRUE
"519","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",19,7,"Switch",0,"Novel31",1,"Novel19",0,1070,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:30:54),"1",TRUE
"205","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",5,0,"Same",0,"Novel70",1,"Novel70",1,2651,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:02:36),"2",FALSE
"207","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",7,1,"Switch",1,"Novel35",2,"Novel112",3,2188,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:02:36),"2",TRUE
"209","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",9,2,"Same",0,"Novel83",2,"Novel83",2,3821,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:02:36),"2",TRUE
"211","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",11,3,"Switch",0,"Novel50",1,"Novel60",0,3210,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:02:36),"1",TRUE
"213","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",13,4,"Same",1,"Novel94",0,"Novel94",0,4032,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:02:36),"3",FALSE
"215","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",15,5,"Switch",1,"Novel91",1,"Novel90",0,2222,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:02:36),"3",FALSE
"217","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",17,6,"Same",1,"Novel22",2,"Novel22",2,1431,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:02:36),"2",TRUE
"219","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",19,7,"Switch",0,"Novel79",2,"Novel105",1,5290,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:02:36),"2",TRUE
"285","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",5,0,"Same",1,"Novel62",2,"Novel62",2,1391,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:12:12),"2",TRUE
"287","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",7,1,"Switch",0,"Novel77",0,"Novel48",2,1328,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:12:12),"0",TRUE
"289","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",9,2,"Same",1,"Novel97",0,"Novel97",0,1719,"eyesleftarrow","4","0",0,1,(Dec 05 2013 04:12:12),"0",TRUE
"291","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",11,3,"Switch",1,"Novel42",1,"Novel118",3,1063,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:12:12),"1",TRUE
"293","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",13,4,"Same",0,"Novel99",3,"Novel99",3,1578,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:12:12),"3",TRUE
"295","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",15,5,"Switch",1,"Novel13",3,"Novel53",2,1016,"eyesrightarrow","4","0",0,1,(Dec 05 2013 04:12:12),"3",TRUE
"297","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",17,6,"Same",0,"Novel124",1,"Novel124",1,985,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 04:12:12),"1",TRUE
"299","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",19,7,"Switch",0,"Novel54",2,"Novel16",3,2297,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 04:12:12),"2",TRUE
"145","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",5,0,"Switch",1,"Novel17",1,"Novel51",0,4484,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:28:26),"3",FALSE
"147","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",7,1,"Same",0,"Novel123",1,"Novel123",1,3921,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:28:26),"1",TRUE
"149","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",9,2,"Switch",0,"Novel41",0,"Novel73",2,2843,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:28:26),"0",TRUE
"151","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",11,3,"Same",1,"Novel21",3,"Novel21",3,1876,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:28:26),"3",TRUE
"153","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",13,4,"Switch",1,"Novel65",0,"Novel125",2,1618,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:28:26),"0",TRUE
"155","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",15,5,"Same",0,"Novel120",2,"Novel120",2,2410,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:28:26),"2",TRUE
"157","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",17,6,"Switch",0,"Novel76",3,"Novel115",0,1964,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:28:26),"3",TRUE
"159","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",19,7,"Same",1,"Novel134",3,"Novel134",3,2147,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:28:26),"3",TRUE
"5","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",5,0,"Same",0,"Novel93",3,"Novel93",3,2933,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:09:44),"3",TRUE
"7","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",7,1,"Switch",0,"Novel113",0,"Novel57",3,1542,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:09:44),"0",TRUE
"9","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",9,2,"Same",1,"Novel75",1,"Novel75",1,1732,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:09:44),"1",TRUE
"11","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",11,3,"Switch",1,"Novel99",2,"Novel134",0,1669,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:09:44),"2",TRUE
"13","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",13,4,"Same",0,"Novel130",2,"Novel130",2,1903,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:09:44),"2",TRUE
"15","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",15,5,"Switch",1,"Novel139",0,"Novel51",2,1840,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:09:44),"0",TRUE
"17","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",17,6,"Same",1,"Novel76",1,"Novel76",1,1560,"eyesdownleftarrow","4","0",0,1,(Dec 05 2013 03:09:44),"1",TRUE
"19","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",19,7,"Switch",0,"Novel78",3,"Novel45",2,1825,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:09:44),"3",TRUE
"125","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",5,0,"Switch",0,"Novel124",0,"Novel118",2,2045,"eyesleftarrow","4","0",0,1,(Dec 05 2013 03:26:05),"0",TRUE
"127","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",7,1,"Same",0,"Novel106",3,"Novel106",3,2323,"eyesrightarrow","4","0",0,1,(Dec 05 2013 03:26:05),"3",TRUE
"129","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",9,2,"Switch",1,"Novel39",2,"Novel37",3,1532,"eyesdownrightarrow","4","0",0,1,(Dec 05 2013 03:26:05),"2",TRUE
