"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","face","numPic","interval","test","exposure","day.and.time","correct","include","first.trial","numPicN","intervalN"
"25","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",6,0,"Switch",0,"Novel111",1,"Novel111",2,3161,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),TRUE,TRUE,TRUE,4,0
"26","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",8,1,"Same",0,"Novel96",3,"Novel35",3,3453,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),FALSE,TRUE,NA,4,0
"27","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",10,2,"Switch",1,"Novel16",2,"Novel16",2,2452,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),TRUE,TRUE,NA,4,0
"28","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",12,3,"Same",1,"Novel83",1,"Novel105",3,1894,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),FALSE,TRUE,NA,4,0
"29","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",14,4,"Switch",1,"Novel6",0,"Novel6",0,3313,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),TRUE,TRUE,NA,4,0
"30","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",16,5,"Same",1,"Novel122",3,"Novel43",0,1522,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),FALSE,TRUE,NA,4,0
"31","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",18,6,"Switch",0,"Novel115",1,"Novel100",1,2495,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),FALSE,TRUE,NA,4,0
"32","A1DVCUCOTAC0JQ","Dec 05 2013","04:28:42",20,7,"Same",0,"Novel64",2,"Novel93",2,3351,"eyescenter2","4","0",1,0,(Dec 05 2013 04:28:42),FALSE,TRUE,NA,4,0
"33","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",6,0,"Same",0,"Novel129",0,"Novel129",1,19329,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),TRUE,TRUE,TRUE,4,0
"34","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",8,1,"Switch",0,"Novel63",3,"Novel135",0,6864,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),FALSE,TRUE,NA,4,0
"35","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",10,2,"Same",0,"Novel49",0,"Novel49",2,1083,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),TRUE,TRUE,NA,4,0
"36","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",12,3,"Switch",1,"Novel27",0,"Novel21",3,2746,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),FALSE,TRUE,NA,4,0
"37","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",14,4,"Same",1,"Novel91",3,"Novel91",3,936,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),TRUE,TRUE,NA,4,0
"38","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",16,5,"Switch",0,"Novel103",1,"Novel116",2,3401,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),FALSE,TRUE,NA,4,0
"39","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",18,6,"Same",1,"Novel138",2,"Novel138",2,593,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),TRUE,TRUE,NA,4,0
"40","A1S32HIBNP3ZK6","Dec 05 2013","03:16:54",20,7,"Switch",1,"Novel58",3,"Novel114",1,3167,"eyescenter2","4","0",1,0,(Dec 05 2013 03:16:54),FALSE,TRUE,NA,4,0
"41","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",6,0,"Same",1,"Novel69",1,"Novel69",1,3026,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,TRUE,4,0
"42","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",8,1,"Switch",1,"Novel84",2,"Novel84",2,3292,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,NA,4,0
"43","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",10,2,"Same",0,"Novel25",3,"Novel25",2,795,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,NA,4,0
"44","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",12,3,"Switch",0,"Novel72",3,"Novel60",2,952,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),FALSE,TRUE,NA,4,0
"45","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",14,4,"Same",1,"Novel68",3,"Novel68",3,515,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,NA,4,0
"46","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",16,5,"Switch",1,"Novel23",0,"Novel23",0,2371,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,NA,4,0
"47","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",18,6,"Same",0,"Novel138",0,"Novel138",2,796,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,NA,4,0
"48","A1SSBN3C7NEPEO","Dec 05 2013","04:12:56",20,7,"Switch",0,"Novel123",0,"Novel123",3,1918,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:56),TRUE,TRUE,NA,4,0
"49","A1USDMJVT10CE4","Dec 05 2013","03:21:14",6,0,"Switch",1,"Novel103",0,"Novel112",1,3884,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),FALSE,TRUE,TRUE,4,0
"50","A1USDMJVT10CE4","Dec 05 2013","03:21:14",8,1,"Same",1,"Novel17",2,"Novel17",2,2371,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),TRUE,TRUE,NA,4,0
"51","A1USDMJVT10CE4","Dec 05 2013","03:21:14",10,2,"Switch",0,"Novel132",0,"Novel6",0,1778,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),FALSE,TRUE,NA,4,0
"52","A1USDMJVT10CE4","Dec 05 2013","03:21:14",12,3,"Same",0,"Novel78",0,"Novel78",3,733,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),TRUE,TRUE,NA,4,0
"53","A1USDMJVT10CE4","Dec 05 2013","03:21:14",14,4,"Switch",1,"Novel76",0,"Novel91",2,4945,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),FALSE,TRUE,NA,4,0
"54","A1USDMJVT10CE4","Dec 05 2013","03:21:14",16,5,"Same",1,"Novel108",1,"Novel108",1,655,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),TRUE,TRUE,NA,4,0
"55","A1USDMJVT10CE4","Dec 05 2013","03:21:14",18,6,"Switch",0,"Novel39",1,"Novel29",2,1638,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),FALSE,TRUE,NA,4,0
"56","A1USDMJVT10CE4","Dec 05 2013","03:21:14",20,7,"Same",0,"Novel66",2,"Novel66",0,702,"eyescenter2","4","0",1,0,(Dec 05 2013 03:21:14),TRUE,TRUE,NA,4,0
"57","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",6,0,"Switch",1,"Novel20",1,"Novel74",0,4680,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),FALSE,TRUE,TRUE,4,0
"58","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",8,1,"Same",0,"Novel66",3,"Novel66",2,1021,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),TRUE,TRUE,NA,4,0
"59","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",10,2,"Switch",0,"Novel61",1,"Novel61",2,2846,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),TRUE,TRUE,NA,4,0
"60","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",12,3,"Same",0,"Novel135",3,"Novel135",2,877,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),TRUE,TRUE,NA,4,0
"61","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",14,4,"Switch",0,"Novel80",2,"Novel23",2,5897,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),FALSE,TRUE,NA,4,0
"62","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",16,5,"Same",1,"Novel29",2,"Novel29",2,722,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),TRUE,TRUE,NA,4,0
"63","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",18,6,"Switch",1,"Novel107",3,"Novel57",1,1309,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),FALSE,TRUE,NA,4,0
"64","A1Z7QTDFX7ZM2O","Dec 05 2013","04:06:34",20,7,"Same",1,"Novel9",3,"Novel9",3,1174,"eyescenter2","4","0",1,0,(Dec 05 2013 04:06:34),TRUE,TRUE,NA,4,0
"65","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",6,0,"Switch",1,"Novel138",2,"Novel138",2,5812,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),TRUE,TRUE,TRUE,4,0
"66","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",8,1,"Same",1,"Novel140",1,"Novel140",1,2016,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),TRUE,TRUE,NA,4,0
"67","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",10,2,"Switch",1,"Novel39",1,"Novel33",2,2609,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),FALSE,TRUE,NA,4,0
"68","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",12,3,"Same",1,"Novel56",3,"Novel56",3,843,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),TRUE,TRUE,NA,4,0
"69","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",14,4,"Switch",0,"Novel27",3,"Novel91",1,1454,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),FALSE,TRUE,NA,4,0
"70","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",16,5,"Same",0,"Novel115",0,"Novel115",1,688,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),TRUE,TRUE,NA,4,0
"71","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",18,6,"Switch",0,"Novel127",0,"Novel127",1,1516,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),TRUE,TRUE,NA,4,0
"72","A26NQQXUTRUFYP","Dec 05 2013","04:39:26",20,7,"Same",0,"Novel131",1,"Novel131",0,563,"eyescenter2","4","0",1,0,(Dec 05 2013 04:39:26),TRUE,TRUE,NA,4,0
"81","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",6,0,"Switch",1,"Novel55",0,"Novel33",1,3706,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),FALSE,TRUE,TRUE,4,0
"82","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",8,1,"Same",0,"Novel136",2,"Novel136",1,1042,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),TRUE,TRUE,NA,4,0
"83","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",10,2,"Switch",1,"Novel73",2,"Novel73",2,5064,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),TRUE,TRUE,NA,4,0
"84","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",12,3,"Same",0,"Novel70",2,"Novel70",0,1220,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),TRUE,TRUE,NA,4,0
"85","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",14,4,"Switch",0,"Novel132",0,"Novel36",0,2036,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),FALSE,TRUE,NA,4,0
"86","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",16,5,"Same",1,"Novel2",3,"Novel2",3,1092,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),TRUE,TRUE,NA,4,0
"87","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",18,6,"Switch",0,"Novel25",2,"Novel89",0,2498,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),FALSE,TRUE,NA,4,0
"88","A2EDBZH2TRUB6T","Dec 05 2013","03:39:18",20,7,"Same",1,"Novel87",1,"Novel87",1,1491,"eyescenter2","4","0",1,0,(Dec 05 2013 03:39:18),TRUE,TRUE,NA,4,0
"89","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",6,0,"Same",0,"Novel28",0,"Novel28",3,1111,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),TRUE,TRUE,TRUE,4,0
"90","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",8,1,"Switch",1,"Novel15",1,"Novel129",0,1391,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),FALSE,TRUE,NA,4,0
"91","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",10,2,"Same",1,"Novel67",0,"Novel67",0,728,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),TRUE,TRUE,NA,4,0
"92","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",12,3,"Switch",0,"Novel1",0,"Novel62",0,596,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),FALSE,TRUE,NA,4,0
"93","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",14,4,"Same",0,"Novel81",3,"Novel81",2,789,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),TRUE,TRUE,NA,4,0
"94","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",16,5,"Switch",1,"Novel108",3,"Novel72",0,750,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),FALSE,TRUE,NA,4,0
"95","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",18,6,"Same",1,"Novel120",3,"Novel120",3,757,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),TRUE,TRUE,NA,4,0
"96","A2EEUQ0YY2XIU","Dec 05 2013","04:30:54",20,7,"Switch",0,"Novel70",0,"Novel19",0,956,"eyescenter2","4","0",1,0,(Dec 05 2013 04:30:54),FALSE,TRUE,NA,4,0
"97","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",6,0,"Same",0,"Novel30",2,"Novel70",1,2430,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),FALSE,TRUE,TRUE,4,0
"98","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",8,1,"Switch",1,"Novel87",2,"Novel112",3,12300,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),FALSE,TRUE,NA,4,0
"99","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",10,2,"Same",0,"Novel83",3,"Novel83",2,2059,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),TRUE,TRUE,NA,4,0
"100","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",12,3,"Switch",0,"Novel60",1,"Novel60",0,4035,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),TRUE,TRUE,NA,4,0
"101","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",14,4,"Same",1,"Novel94",0,"Novel94",0,4219,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),TRUE,TRUE,NA,4,0
"102","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",16,5,"Switch",1,"Novel5",1,"Novel90",0,2307,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),FALSE,TRUE,NA,4,0
"103","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",18,6,"Same",1,"Novel22",2,"Novel22",2,1209,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),TRUE,TRUE,NA,4,0
"104","A2LBQGPOJJIUKE","Dec 05 2013","04:02:36",20,7,"Switch",0,"Novel105",0,"Novel105",1,2514,"eyescenter2","4","0",1,0,(Dec 05 2013 04:02:36),TRUE,TRUE,NA,4,0
"105","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",6,0,"Same",1,"Novel62",2,"Novel62",2,1359,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),TRUE,TRUE,TRUE,4,0
"106","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",8,1,"Switch",0,"Novel51",0,"Novel48",2,2000,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),FALSE,TRUE,NA,4,0
"107","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",10,2,"Same",1,"Novel97",0,"Novel97",0,671,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),TRUE,TRUE,NA,4,0
"108","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",12,3,"Switch",1,"Novel118",3,"Novel118",3,1671,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),TRUE,TRUE,NA,4,0
"109","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",14,4,"Same",0,"Novel99",1,"Novel99",3,672,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),TRUE,TRUE,NA,4,0
"110","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",16,5,"Switch",1,"Novel27",3,"Novel53",2,3500,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),FALSE,TRUE,NA,4,0
"111","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",18,6,"Same",0,"Novel124",2,"Novel124",1,2578,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),TRUE,TRUE,NA,4,0
"112","A2LSIJBN4V7WX1","Dec 05 2013","04:12:12",20,7,"Switch",0,"Novel16",2,"Novel16",3,2703,"eyescenter2","4","0",1,0,(Dec 05 2013 04:12:12),TRUE,TRUE,NA,4,0
"113","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",6,0,"Switch",1,"Novel35",3,"Novel51",0,6508,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),FALSE,TRUE,TRUE,4,0
"114","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",8,1,"Same",0,"Novel123",2,"Novel123",1,4804,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),TRUE,TRUE,NA,4,0
"115","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",10,2,"Switch",0,"Novel87",2,"Novel73",2,4425,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),FALSE,TRUE,NA,4,0
"116","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",12,3,"Same",1,"Novel21",3,"Novel21",3,1008,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),TRUE,TRUE,NA,4,0
"117","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",14,4,"Switch",1,"Novel136",1,"Novel125",2,3709,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),FALSE,TRUE,NA,4,0
"118","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",16,5,"Same",0,"Novel120",0,"Novel120",2,1417,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),TRUE,TRUE,NA,4,0
"119","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",18,6,"Switch",0,"Novel115",3,"Novel115",0,2154,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),TRUE,TRUE,NA,4,0
"120","A2VX8B1CJXRN2","Dec 05 2013","03:28:26",20,7,"Same",1,"Novel134",3,"Novel134",3,695,"eyescenter2","4","0",1,0,(Dec 05 2013 03:28:26),TRUE,TRUE,NA,4,0
"121","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",6,0,"Same",0,"Novel93",0,"Novel93",3,3213,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),TRUE,TRUE,TRUE,4,0
"122","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",8,1,"Switch",0,"Novel59",1,"Novel57",3,5787,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),FALSE,TRUE,NA,4,0
"123","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",10,2,"Same",1,"Novel75",1,"Novel75",1,765,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),TRUE,TRUE,NA,4,0
"124","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",12,3,"Switch",1,"Novel7",3,"Novel134",0,3931,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),FALSE,TRUE,NA,4,0
"125","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",14,4,"Same",0,"Novel130",3,"Novel130",2,1326,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),TRUE,TRUE,NA,4,0
"126","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",16,5,"Switch",1,"Novel111",1,"Novel51",2,2777,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),FALSE,TRUE,NA,4,0
"127","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",18,6,"Same",1,"Novel76",1,"Novel76",1,733,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),TRUE,TRUE,NA,4,0
"128","A2YPZF41N7BFA2","Dec 05 2013","03:09:44",20,7,"Switch",0,"Novel45",1,"Novel45",2,452,"eyescenter2","4","0",1,0,(Dec 05 2013 03:09:44),TRUE,TRUE,NA,4,0
"129","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",6,0,"Switch",0,"Novel118",0,"Novel118",2,5138,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),TRUE,TRUE,TRUE,4,0
"130","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",8,1,"Same",0,"Novel106",0,"Novel106",3,1710,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),TRUE,TRUE,NA,4,0
"131","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",10,2,"Switch",1,"Novel14",2,"Novel37",3,5867,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),FALSE,TRUE,NA,4,0
"132","A34ZHROFSVEF6V","Dec 05 2013","03:26:05",12,3,"Same",1,"Novel102",1,"Novel102",1,1485,"eyescenter2","4","0",1,0,(Dec 05 2013 03:26:05),TRUE,TRUE,NA,4,0
